Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: _,Spreadsheet: ,Spreadsheet: Condition,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: Image,Spreadsheet: Item,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Correct,Spreadsheet: Wrong,Spreadsheet: Number,Spreadsheet: Blot,Spreadsheet: LeftOption,Spreadsheet: RightOption,Spreadsheet: ANSWER,Spreadsheet: Option B,Spreadsheet: Left Option,Spreadsheet: Option A,Spreadsheet: Right Option,Spreadsheet: Right,Spreadsheet: Incorrect,Manipulation: Spreadsheet,Store: correct,Store: total
21,1702988388919,19/12/2023 12:19:48,1702988388919,0,19/12/2023 12:19:48,157165,2,task-o8nf,,33780387,BLIND,9992527,,complete,,658188cc3ebab0af9b0a5418,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1311x724,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,15,Testing01,Testing,hvzr65,1,response,11_WAND_HOAT.png,2022,2017,2022,2022,2017,2022,1,2022,0,0,,Click Response,RightOption,3,object-86,Testing01,3,_,,HDM,34,HDM_34,11_WAND,,ASK,.png,11_WAND_ASK.png,11_WAND_HOAT.png,HOAT,,,,,,DAIN,11_WAND_DAIN.png,HOAT,11_WAND_HOAT.png,DAIN,11_WAND_DAIN.png,,15,15
22,1702988390367,19/12/2023 12:19:50,1702988390367,0,19/12/2023 12:19:50,157165,2,task-o8nf,,33780387,BLIND,9992527,,complete,,658188cc3ebab0af9b0a5418,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1311x724,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,16,Testing01,Testing,hvzr65,1,response,07_RIDDLE_MELK.png,1453,1450,1453,1453,1450,1453,1,1453,0,0,,Click Response,RightOption,3,object-86,Testing01,3,_,,HDM,33,HDM_33,07_RIDDLE,,ASK,.png,07_RIDDLE_ASK.png,07_RIDDLE_MELK.png,MELK,,,,,,HOAT,07_RIDDLE_HOAT.png,MELK,07_RIDDLE_MELK.png,HOAT,07_RIDDLE_HOAT.png,,16,16
23,1702988391834,19/12/2023 12:19:51,1702988391834,0,19/12/2023 12:19:51,157165,2,task-o8nf,,33780387,BLIND,9992527,,complete,,658188cc3ebab0af9b0a5418,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1311x724,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,17,Testing01,Testing,hvzr65,1,response,06_OPENSECRET_DAIN.png,1470,1467,1470,1470,1467,1470,1,1470,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,32,HDM_32,06_OPENSECRET,,ASK,.png,06_OPENSECRET_ASK.png,06_OPENSECRET_DAIN.png,DAIN,,,,,,DAIN,06_OPENSECRET_DAIN.png,HOAT,06_OPENSECRET_HOAT.png,HOAT,06_OPENSECRET_HOAT.png,,17,17
24,1702988394353,19/12/2023 12:19:54,1702988394353,0,19/12/2023 12:19:54,157165,2,task-o8nf,,33780387,BLIND,9992527,,complete,,658188cc3ebab0af9b0a5418,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1311x724,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,18,Testing01,Testing,hvzr65,1,response,13_GRYFFINDOR_MELK.png,2523,2517,2523,2523,2517,2523,1,2523,0,0,,Click Response,LeftOption,4,object-85,Testing01,3,_,,HDM,35,HDM_35,13_GRYFFINDOR,,ASK,.png,13_GRYFFINDOR_ASK.png,13_GRYFFINDOR_MELK.png,MELK,,,,,,MELK,13_GRYFFINDOR_MELK.png,DAIN,13_GRYFFINDOR_DAIN.png,DAIN,13_GRYFFINDOR_DAIN.png,,18,18
25,1702988396718,19/12/2023 12:19:56,1702988396718,0,19/12/2023 12:19:56,157165,2,task-o8nf,,33780387,BLIND,9992527,,complete,,658188cc3ebab0af9b0a5418,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1311x724,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,1,Score,Screen 1,4n5b6s,1,continue,,2372,2366,2372,2372,2366,2372,1,2372,0,0,,Click To Continue,Continue Button,2,object-111,Score,,,,,,,,,,,,,,,,,,,,,,,,,,18,18
26,1702988396720,19/12/2023 12:19:56,1702988396720,0,19/12/2023 12:19:56,157165,2,task-o8nf,,33780387,BLIND,9992527,,complete,,658188cc3ebab0af9b0a5418,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,1311x724,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1702988971877,19/12/2023 12:29:31,1702988971877,0,19/12/2023 12:29:31,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1702988978876,19/12/2023 12:29:38,1702988978876,0,19/12/2023 12:29:38,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,1,AttentionChecks,Attention Check 3,h2412x,1,continue,,7009.500000035763,6999.8,7009.500000035763,7009.500000035763,6999.8,7009.500000035763,0,7009.500000035763,0,0,,Click To Continue,Continue Button,2,object-98,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1702988978881,19/12/2023 12:29:38,1702988978881,0,19/12/2023 12:29:38,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,1,AttentionChecks,Attention Check 3,h2412x,1,response,Hungarian Horntail,3533.2000000000003,6999.8,7015.700000023842,3533.2000000000003,6999.8,7015.700000023842,1,3533.2000000000003,3482.500000023842,0,,Dropdown,Dropdown,3,object-100,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1702988983559,19/12/2023 12:29:43,1702988983559,0,19/12/2023 12:29:43,157165,2,task-o8nf,,33780698,BLIND,9992645,,complete,,65818b2e903160d74b85a26d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1680x1050,1680x929,,,0,Melk-Hoat-Dain B Testing,4,,,2-3,,,,Pass,Melk-Hoat-Dain Testing,1,AttentionChecks,Attention Check 4,q3vhpo,2,continue,,4693.700000035763,4683.7,4693.700000035763,4693.700000035763,4683.7,4693.700000035763,0,4693.700000035763,0,0,,Click To Continue,Continue Button,2,object-104,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
