Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: _,Spreadsheet: ,Spreadsheet: Condition,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: Image,Spreadsheet: Item,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Correct,Spreadsheet: Wrong,Spreadsheet: Number,Spreadsheet: Blot,Spreadsheet: LeftOption,Spreadsheet: RightOption,Spreadsheet: ANSWER,Spreadsheet: Option B,Spreadsheet: Left Option,Spreadsheet: Option A,Spreadsheet: Right Option,Spreadsheet: Right,Spreadsheet: Incorrect,Manipulation: Spreadsheet,Store: correct,Store: total
5,1701795699516,05/12/2023 17:01:39,1701795699516,0,05/12/2023 17:01:39,139619,18,task-ygk2,,33449600,BLIND,9899261,,complete,,656f552e19ca9f5f98a2a27f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x595,,,0,Hoat-Dain-Melk B Testing,8,,Pass,1e-2,,,,,Hoat_Dain_Melk Testing,1,AttentionChecks,Attention Check 4,q3vhpo,2,response,Serpent,5715.926000000001,6732.318000000001,6746.564000005961,5715.926000000001,6732.318000000001,6746.564000005961,1,5715.926000000001,1030.6380000059598,0,,Dropdown,Attention Check 2,3,object-105,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1701795709003,05/12/2023 17:01:49,1701795709003,0,05/12/2023 17:01:49,139619,18,task-ygk2,,33449600,BLIND,9899261,,complete,,656f552e19ca9f5f98a2a27f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x595,,,0,Hoat-Dain-Melk B Testing,8,,Pass,1e-2,,,,,Hoat_Dain_Melk Testing,1,AttentionChecks,Instructions,g2b1f4,3,continue,,9499.365000000003,9482.478000000001,9499.365000000003,9499.365000000003,9482.478000000001,9499.365000000003,1,9499.365000000003,0,0,,Click To Continue,Continue Button,2,object-79,AttentionChecks,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1701795719846,05/12/2023 17:01:59,1701795719846,0,05/12/2023 17:01:59,139619,18,task-ygk2,,33449600,BLIND,9899261,,complete,,656f552e19ca9f5f98a2a27f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x595,,,0,Hoat-Dain-Melk B Testing,8,,Pass,1e-2,,,,,Hoat_Dain_Melk Testing,1,Testing01,Testing,hvzr65,1,response,04_HUFFLEPUFF_HOAT.png,10845.067999988078,10831.677999999996,10845.067999988078,10845.067999988078,10831.677999999996,10845.067999988078,1,10845.067999988078,0,0,,Click Response,LeftOption,4,object-85,Testing01,1,_,,HDM,20,HDM_20,04_HUFFLEPUFF,,ASK,.png,04_HUFFLEPUFF_ASK.png,04_HUFFLEPUFF_HOAT.png,HOAT,,,,,,HOAT,04_HUFFLEPUFF_HOAT.png,MELK,04_HUFFLEPUFF_MELK.png,MELK,04_HUFFLEPUFF_MELK.png,,1,1
8,1701795724622,05/12/2023 17:02:04,1701795724622,0,05/12/2023 17:02:04,139619,18,task-ygk2,,33449600,BLIND,9899261,,complete,,656f552e19ca9f5f98a2a27f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x595,,,0,Hoat-Dain-Melk B Testing,8,,Pass,1e-2,,,,,Hoat_Dain_Melk Testing,2,Testing01,Testing,hvzr65,1,response,12_TOAD_MELK.png,4799.349000000009,4782.704000000005,4799.349000000009,4799.349000000009,4782.704000000005,4799.349000000009,1,4799.349000000009,0,0,,Click Response,RightOption,3,object-86,Testing01,1,_,,HDM,22,HDM_22,12_TOAD,,ASK,.png,12_TOAD_ASK.png,12_TOAD_MELK.png,MELK,,,,,,HOAT,12_TOAD_HOAT.png,MELK,12_TOAD_MELK.png,HOAT,12_TOAD_HOAT.png,,2,2
9,1701795728812,05/12/2023 17:02:08,1701795728812,0,05/12/2023 17:02:08,139619,18,task-ygk2,,33449600,BLIND,9899261,,complete,,656f552e19ca9f5f98a2a27f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x595,,,0,Hoat-Dain-Melk B Testing,8,,Pass,1e-2,,,,,Hoat_Dain_Melk Testing,3,Testing01,Testing,hvzr65,1,response,18_CEILING_MELK.png,4211.085999994037,4199.341,4211.085999994037,4211.085999994037,4199.341,4211.085999994037,1,4211.085999994037,0,0,,Click Response,LeftOption,4,object-85,Testing01,1,_,,HDM,24,HDM_24,18_CEILING,,ASK,.png,18_CEILING_ASK.png,18_CEILING_MELK.png,MELK,,,,,,MELK,18_CEILING_MELK.png,DAIN,18_CEILING_DAIN.png,DAIN,18_CEILING_DAIN.png,,3,3
10,1701795736321,05/12/2023 17:02:16,1701795736321,0,05/12/2023 17:02:16,139619,18,task-ygk2,,33449600,BLIND,9899261,,complete,,656f552e19ca9f5f98a2a27f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x595,,,0,Hoat-Dain-Melk B Testing,8,,Pass,1e-2,,,,,Hoat_Dain_Melk Testing,4,Testing01,Testing,hvzr65,1,response,08_SLUGHORN_DAIN.png,7516.04099999999,7499.293999999994,7516.04099999999,7516.04099999999,7499.293999999994,7516.04099999999,1,7516.04099999999,0,0,,Click Response,RightOption,3,object-86,Testing01,1,_,,HDM,21,HDM_21,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,08_SLUGHORN_DAIN.png,DAIN,,,,,,MELK,08_SLUGHORN_MELK.png,DAIN,08_SLUGHORN_DAIN.png,MELK,08_SLUGHORN_MELK.png,,4,4
11,1701795740187,05/12/2023 17:02:20,1701795740187,0,05/12/2023 17:02:20,139619,18,task-ygk2,,33449600,BLIND,9899261,,complete,,656f552e19ca9f5f98a2a27f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x595,,,0,Hoat-Dain-Melk B Testing,8,,Pass,1e-2,,,,,Hoat_Dain_Melk Testing,5,Testing01,Testing,hvzr65,1,response,14_TOPMARK_DAIN.png,3887.150999982121,3882.9900000000052,3887.150999982121,3887.150999982121,3882.9900000000052,3887.150999982121,1,3887.150999982121,0,0,,Click Response,LeftOption,4,object-85,Testing01,1,_,,HDM,23,HDM_23,14_TOPMARK,,ASK,.png,14_TOPMARK_ASK.png,14_TOPMARK_DAIN.png,DAIN,,,,,,DAIN,14_TOPMARK_DAIN.png,HOAT,14_TOPMARK_HOAT.png,HOAT,14_TOPMARK_HOAT.png,,5,5
12,1701795754369,05/12/2023 17:02:34,1701795754369,0,05/12/2023 17:02:34,139619,18,task-ygk2,,33449600,BLIND,9899261,,complete,,656f552e19ca9f5f98a2a27f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x595,,,0,Hoat-Dain-Melk B Testing,8,,Pass,1e-2,,,,,Hoat_Dain_Melk Testing,6,Testing01,Testing,hvzr65,1,response,01_LOCKET_HOAT.png,14187.160999982116,14181.68,14187.160999982116,14187.160999982116,14181.68,14187.160999982116,1,14187.160999982116,0,0,,Click Response,RightOption,3,object-86,Testing01,1,_,,HDM,19,HDM_19,01_LOCKET,,ASK,.png,01_LOCKET_ASK.png,01_LOCKET_HOAT.png,HOAT,,,,,,DAIN,01_LOCKET_DAIN.png,HOAT,01_LOCKET_HOAT.png,DAIN,01_LOCKET_DAIN.png,,6,6
13,1701795757043,05/12/2023 17:02:37,1701795757043,0,05/12/2023 17:02:37,139619,18,task-ygk2,,33449600,BLIND,9899261,,complete,,656f552e19ca9f5f98a2a27f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x595,,,0,Hoat-Dain-Melk B Testing,8,,Pass,1e-2,,,,,Hoat_Dain_Melk Testing,7,Testing01,Testing,hvzr65,1,response,09_WEDDING_MELK.png,2679.4809999821155,2666.180999999997,2679.4809999821155,2679.4809999821155,2666.180999999997,2679.4809999821155,1,2679.4809999821155,0,0,,Click Response,RightOption,3,object-86,Testing01,2,_,,HDM,27,HDM_27,09_WEDDING,,ASK,.png,09_WEDDING_ASK.png,09_WEDDING_MELK.png,MELK,,,,,,HOAT,09_WEDDING_HOAT.png,MELK,09_WEDDING_MELK.png,HOAT,09_WEDDING_HOAT.png,,7,7
14,1701795764692,05/12/2023 17:02:44,1701795764692,0,05/12/2023 17:02:44,139619,18,task-ygk2,,33449600,BLIND,9899261,,complete,,656f552e19ca9f5f98a2a27f,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x720,1280x595,,,0,Hoat-Dain-Melk B Testing,8,,Pass,1e-2,,,,,Hoat_Dain_Melk Testing,8,Testing01,Testing,hvzr65,1,response,02_SNITCH_DAIN.png,7661.9000000059605,7648.642000000007,7661.9000000059605,7661.9000000059605,7648.642000000007,7661.9000000059605,1,7661.9000000059605,0,0,,Click Response,RightOption,3,object-86,Testing01,2,_,,HDM,25,HDM_25,02_SNITCH,,ASK,.png,02_SNITCH_ASK.png,02_SNITCH_DAIN.png,DAIN,,,,,,MELK,02_SNITCH_MELK.png,DAIN,02_SNITCH_DAIN.png,MELK,02_SNITCH_MELK.png,,8,8
