Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: Condition,Spreadsheet: _,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Pronoun,Spreadsheet: Aux,Spreadsheet: Port,Spreadsheet: Starboard,Spreadsheet: Blot,Spreadsheet: Correct,Spreadsheet: Incorrect,Spreadsheet: ,Spreadsheet: Y,Spreadsheet: N,Spreadsheet: L,Spreadsheet: R,Manipulation: Spreadsheet,Store: correct,Store: total
21,1701792645914,05/12/2023 16:10:45,1701792645914,0,05/12/2023 16:10:45,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,19,Testing02,Testing,hvzr65,1,response,05_AUROR_BLOT_WAN.png,935.0020003814716,933.1560000000027,935.0020003814716,935.0020003814716,933.1560000000027,935.0020003814716,0,935.0020003814716,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,42,1e-2_42,5,Testing02,05_AUROR,ASK,.png,05_AUROR_ASK.png,BLOT,WAN,05_AUROR_BLOT_WAN.png,05_AUROR_BLOT_WUNG.png,BLOT,05_AUROR_BLOT_WUNG.png,05_AUROR_BLOT_WAN.png,,WIM,WUNG,WAN,WUNG,,26,37
22,1701792648173,05/12/2023 16:10:48,1701792648173,0,05/12/2023 16:10:48,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,20,Testing02,Testing,hvzr65,1,response,41_PIXIE_BLOT_WIM.png,2261.5460011444084,2250.119000000006,2261.5460011444084,2261.5460011444084,2250.119000000006,2261.5460011444084,0,2261.5460011444084,0,0,,Click Response,RightOption,3,object-86,1e-2,_,43,1e-2_43,5,Testing02,41_PIXIE,ASK,.png,41_PIXIE_ASK.png,BLOT,WAN,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WIM.png,BLOT,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WIM.png,,,,WAN,WIM,,26,38
23,1701792650798,05/12/2023 16:10:50,1701792650798,0,05/12/2023 16:10:50,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,21,Testing02,Testing,hvzr65,1,response,26_ERISED_BLOT_WUNG.png,2635.3270007629326,2633.1149999999907,2635.3270007629326,2635.3270007629326,2633.1149999999907,2635.3270007629326,1,2635.3270007629326,0,0,,Click Response,RightOption,3,object-86,1e-2,_,46,1e-2_46,6,Testing02,26_ERISED,ASK,.png,26_ERISED_ASK.png,BLOT,WIM,26_ERISED_BLOT_WIM.png,26_ERISED_BLOT_WUNG.png,BLOT,26_ERISED_BLOT_WUNG.png,26_ERISED_BLOT_WIM.png,,,,WIM,WUNG,,27,39
24,1701792653004,05/12/2023 16:10:53,1701792653004,0,05/12/2023 16:10:53,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,22,Testing02,Testing,hvzr65,1,response,20_PULLSWORD_BLOT_WUNG.png,2209.112000381472,2200.1659999999974,2209.112000381472,2209.112000381472,2200.1659999999974,2209.112000381472,0,2209.112000381472,0,0,,Click Response,RightOption,3,object-86,1e-2,_,47,1e-2_47,6,Testing02,20_PULLSWORD,ASK,.png,20_PULLSWORD_ASK.png,BLOT,WAN,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WUNG.png,BLOT,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WUNG.png,,,,WAN,WUNG,,27,40
25,1701792656431,05/12/2023 16:10:56,1701792656431,0,05/12/2023 16:10:56,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,23,Testing02,Testing,hvzr65,1,response,07_AZKABAN_BLOT_WAN.png,3434.846000000005,3433.228000000003,3434.846000000005,3434.846000000005,3433.228000000003,3434.846000000005,0,3434.846000000005,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,48,1e-2_48,6,Testing02,07_AZKABAN,ASK,.png,07_AZKABAN_ASK.png,BLOT,WAN,07_AZKABAN_BLOT_WAN.png,07_AZKABAN_BLOT_WIM.png,BLOT,07_AZKABAN_BLOT_WIM.png,07_AZKABAN_BLOT_WAN.png,,,,WAN,WIM,,27,41
26,1701792659629,05/12/2023 16:10:59,1701792659629,0,05/12/2023 16:10:59,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,24,Testing02,Testing,hvzr65,1,response,39_STOPHAGRID_BLOT_WAN.png,3199.9180011444114,3183.399000000005,3199.9180011444114,3199.9180011444114,3183.399000000005,3199.9180011444114,1,3199.9180011444114,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,45,1e-2_45,6,Testing02,39_STOPHAGRID,ASK,.png,39_STOPHAGRID_ASK.png,BLOT,WAN,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WIM.png,BLOT,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WIM.png,,,,WAN,WIM,,28,42
27,1701792672650,05/12/2023 16:11:12,1701792672650,0,05/12/2023 16:11:12,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,25,Testing02,Testing,hvzr65,1,response,40_BURYSNAPE_BLOT_WIM.png,13037.618999618528,13033.205000000002,13037.618999618528,13037.618999618528,13033.205000000002,13037.618999618528,0,13037.618999618528,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,50,1e-2_50,7,Testing02,40_BURYSNAPE,ASK,.png,40_BURYSNAPE_ASK.png,BLOT,WIM,40_BURYSNAPE_BLOT_WIM.png,40_BURYSNAPE_BLOT_WUNG.png,BLOT,40_BURYSNAPE_BLOT_WUNG.png,40_BURYSNAPE_BLOT_WIM.png,,,,WIM,WUNG,,28,43
28,1701792674965,05/12/2023 16:11:14,1701792674965,0,05/12/2023 16:11:14,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,26,Testing02,Testing,hvzr65,1,response,13_QUIBBLER_BLOT_WUNG.png,2319.3140011444048,2316.587999999989,2319.3140011444048,2319.3140011444048,2316.587999999989,2319.3140011444048,0,2319.3140011444048,0,0,,Click Response,RightOption,3,object-86,1e-2,_,51,1e-2_51,7,Testing02,13_QUIBBLER,ASK,.png,13_QUIBBLER_ASK.png,BLOT,WAN,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WUNG.png,BLOT,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WUNG.png,,,,WAN,WUNG,,28,44
29,1701792676598,05/12/2023 16:11:16,1701792676598,0,05/12/2023 16:11:16,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,27,Testing02,Testing,hvzr65,1,response,04_WHEEZES_BLOT_WAN.png,1636.5260003814765,1633.3320000000094,1636.5260003814765,1636.5260003814765,1633.3320000000094,1636.5260003814765,1,1636.5260003814765,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,49,1e-2_49,7,Testing02,04_WHEEZES,ASK,.png,04_WHEEZES_ASK.png,BLOT,WAN,04_WHEEZES_BLOT_WAN.png,04_WHEEZES_BLOT_WIM.png,BLOT,04_WHEEZES_BLOT_WAN.png,04_WHEEZES_BLOT_WIM.png,,,,WAN,WIM,,29,45
30,1701792679076,05/12/2023 16:11:19,1701792679076,0,05/12/2023 16:11:19,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,28,Testing02,Testing,hvzr65,1,response,35_PROPHET_BLOT_WIM.png,2480.294000762937,2466.694000000003,2480.294000762937,2480.294000762937,2466.694000000003,2480.294000762937,1,2480.294000762937,0,0,,Click Response,RightOption,3,object-86,1e-2,_,52,1e-2_52,7,Testing02,35_PROPHET,ASK,.png,35_PROPHET_ASK.png,BLOT,WAN,35_PROPHET_BLOT_WAN.png,35_PROPHET_BLOT_WIM.png,BLOT,35_PROPHET_BLOT_WIM.png,35_PROPHET_BLOT_WAN.png,,,,WAN,WIM,,30,46
31,1701792679938,05/12/2023 16:11:19,1701792679938,0,05/12/2023 16:11:19,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,29,Testing02,Testing,hvzr65,1,response,12_SKEETER_BLOT_WUNG.png,876.2999996185245,866.8169999999955,876.2999996185245,876.2999996185245,866.8169999999955,876.2999996185245,1,876.2999996185245,0,0,,Click Response,RightOption,3,object-86,1e-2,_,54,1e-2_54,8,Testing02,12_SKEETER,ASK,.png,12_SKEETER_ASK.png,BLOT,WAN,12_SKEETER_BLOT_WAN.png,12_SKEETER_BLOT_WUNG.png,BLOT,12_SKEETER_BLOT_WUNG.png,12_SKEETER_BLOT_WAN.png,,,,WAN,WUNG,,31,47
32,1701792682533,05/12/2023 16:11:22,1701792682533,0,05/12/2023 16:11:22,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,30,Testing02,Testing,hvzr65,1,response,28_GALLEONS_BLOT_WIM.png,2603.783000762938,2599.872000000003,2603.783000762938,2603.783000762938,2599.872000000003,2603.783000762938,1,2603.783000762938,0,0,,Click Response,RightOption,3,object-86,1e-2,_,56,1e-2_56,8,Testing02,28_GALLEONS,ASK,.png,28_GALLEONS_ASK.png,BLOT,WUNG,28_GALLEONS_BLOT_WUNG.png,28_GALLEONS_BLOT_WIM.png,BLOT,28_GALLEONS_BLOT_WIM.png,28_GALLEONS_BLOT_WUNG.png,,,,WUNG,WIM,,32,48
33,1701792684758,05/12/2023 16:11:24,1701792684758,0,05/12/2023 16:11:24,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,31,Testing02,Testing,hvzr65,1,response,34_FANLETTERS_BLOT_WAN.png,2229.610999618526,2216.773000000001,2229.610999618526,2229.610999618526,2216.773000000001,2229.610999618526,1,2229.610999618526,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,55,1e-2_55,8,Testing02,34_FANLETTERS,ASK,.png,34_FANLETTERS_ASK.png,BLOT,WAN,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WIM.png,BLOT,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WIM.png,,,,WAN,WIM,,33,49
34,1701792686274,05/12/2023 16:11:26,1701792686274,0,05/12/2023 16:11:26,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,32,Testing02,Testing,hvzr65,1,response,18_LIVEGODRIC_BLOT_WAN.png,1529.0380003814644,1516.7540000000008,1529.0380003814644,1529.0380003814644,1516.7540000000008,1529.0380003814644,1,1529.0380003814644,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,53,1e-2_53,8,Testing02,18_LIVEGODRIC,ASK,.png,18_LIVEGODRIC_ASK.png,BLOT,WAN,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WUNG.png,BLOT,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WUNG.png,,,,WAN,WUNG,,34,50
35,1701792687230,05/12/2023 16:11:27,1701792687230,0,05/12/2023 16:11:27,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,33,Testing02,Testing,hvzr65,1,response,32_QWC_BLOT_WAN.png,966.304999999993,949.8209999999963,966.304999999993,966.304999999993,949.8209999999963,966.304999999993,1,966.304999999993,0,0,,Click Response,RightOption,3,object-86,1e-2,_,57,1e-2_57,9,Testing02,32_QWC,ASK,.png,32_QWC_ASK.png,BLOT,WIM,32_QWC_BLOT_WIM.png,32_QWC_BLOT_WAN.png,BLOT,32_QWC_BLOT_WAN.png,32_QWC_BLOT_WIM.png,,,,WIM,WAN,,35,51
36,1701792688502,05/12/2023 16:11:28,1701792688502,0,05/12/2023 16:11:28,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,34,Testing02,Testing,hvzr65,1,response,27_BESTSELLER_BLOT_WAN.png,1289.9630003814673,1283.4389999999985,1289.9630003814673,1289.9630003814673,1283.4389999999985,1289.9630003814673,1,1289.9630003814673,0,0,,Click Response,RightOption,3,object-86,1e-2,_,59,1e-2_59,9,Testing02,27_BESTSELLER,ASK,.png,27_BESTSELLER_ASK.png,BLOT,WUNG,27_BESTSELLER_BLOT_WUNG.png,27_BESTSELLER_BLOT_WAN.png,BLOT,27_BESTSELLER_BLOT_WAN.png,27_BESTSELLER_BLOT_WUNG.png,,,,WUNG,WAN,,36,52
37,1701792689957,05/12/2023 16:11:29,1701792689957,0,05/12/2023 16:11:29,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,35,Testing02,Testing,hvzr65,1,response,19_BURYVOLDY_BLOT_WUNG.png,1462.2240011444082,1450.502999999997,1462.2240011444082,1462.2240011444082,1450.502999999997,1462.2240011444082,1,1462.2240011444082,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,58,1e-2_58,9,Testing02,19_BURYVOLDY,ASK,.png,19_BURYVOLDY_ASK.png,BLOT,WUNG,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WIM.png,BLOT,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WIM.png,,,,WUNG,WIM,,37,53
38,1701792690828,05/12/2023 16:11:30,1701792690828,0,05/12/2023 16:11:30,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,36,Testing02,Testing,hvzr65,1,response,14_MUNGOS_BLOT_WIM.png,882.6680000000051,866.0850000000064,882.6680000000051,882.6680000000051,866.0850000000064,882.6680000000051,1,882.6680000000051,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,60,1e-2_60,9,Testing02,14_MUNGOS,ASK,.png,14_MUNGOS_ASK.png,BLOT,WIM,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WAN.png,BLOT,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WAN.png,,,,WIM,WAN,,38,54
39,1701792692852,05/12/2023 16:11:32,1701792692852,0,05/12/2023 16:11:32,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,37,Testing02,Testing,hvzr65,1,response,11_RONWAND_BLOT_WAN.png,2040.5360007629351,2033.4820000000036,2040.5360007629351,2040.5360007629351,2033.4820000000036,2040.5360007629351,1,2040.5360007629351,0,0,,Click Response,RightOption,3,object-86,1e-2,_,61,1e-2_61,10,Testing02,11_RONWAND,ASK,.png,11_RONWAND_ASK.png,BLOT,WUNG,11_RONWAND_BLOT_WUNG.png,11_RONWAND_BLOT_WAN.png,BLOT,11_RONWAND_BLOT_WAN.png,11_RONWAND_BLOT_WUNG.png,,,,WUNG,WAN,,39,55
40,1701792694549,05/12/2023 16:11:34,1701792694549,0,05/12/2023 16:11:34,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,38,Testing02,Testing,hvzr65,1,response,06_MOM_BLOT_WIM.png,1703.853999999992,1699.7539999999863,1703.853999999992,1703.853999999992,1699.7539999999863,1703.853999999992,0,1703.853999999992,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,63,1e-2_63,10,Testing02,06_MOM,ASK,.png,06_MOM_ASK.png,BLOT,WIM,06_MOM_BLOT_WIM.png,06_MOM_BLOT_WAN.png,BLOT,06_MOM_BLOT_WAN.png,06_MOM_BLOT_WIM.png,,,,WIM,WAN,,39,56
41,1701792695566,05/12/2023 16:11:35,1701792695566,0,05/12/2023 16:11:35,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,39,Testing02,Testing,hvzr65,1,response,33_ROR_BLOT_WUNG.png,1021.400001144415,1016.6540000000095,1021.400001144415,1021.400001144415,1016.6540000000095,1021.400001144415,1,1021.400001144415,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,62,1e-2_62,10,Testing02,33_ROR,ASK,.png,33_ROR_ASK.png,BLOT,WUNG,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WAN.png,BLOT,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WAN.png,,,,WUNG,WAN,,40,57
42,1701792696582,05/12/2023 16:11:36,1701792696582,0,05/12/2023 16:11:36,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,40,Testing02,Testing,hvzr65,1,response,42_ENGLAND_BLOT_WUNG.png,1019.8459996185265,1016.7390000000014,1019.8459996185265,1019.8459996185265,1016.7390000000014,1019.8459996185265,0,1019.8459996185265,0,0,,Click Response,RightOption,3,object-86,1e-2,_,64,1e-2_64,10,Testing02,42_ENGLAND,ASK,.png,42_ENGLAND_ASK.png,BLOT,WIM,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WUNG.png,BLOT,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WUNG.png,,,,WIM,WUNG,,40,58
43,1701792698685,05/12/2023 16:11:38,1701792698685,0,05/12/2023 16:11:38,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,41,Testing02,Testing,hvzr65,1,response,21_TEACHHOG_BLOT_WIM.png,2106.706999999995,2100.051999999996,2106.706999999995,2106.706999999995,2100.051999999996,2106.706999999995,1,2106.706999999995,0,0,,Click Response,RightOption,3,object-86,1e-2,_,68,1e-2_68,11,Testing02,21_TEACHHOG,ASK,.png,21_TEACHHOG_ASK.png,BLOT,WAN,21_TEACHHOG_BLOT_WAN.png,21_TEACHHOG_BLOT_WIM.png,BLOT,21_TEACHHOG_BLOT_WIM.png,21_TEACHHOG_BLOT_WAN.png,,,,WAN,WIM,,41,59
44,1701792699812,05/12/2023 16:11:39,1701792699812,0,05/12/2023 16:11:39,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,42,Testing02,Testing,hvzr65,1,response,41_PIXIE_BLOT_WAN.png,1133.955001144408,1133.1989999999932,1133.955001144408,1133.955001144408,1133.1989999999932,1133.955001144408,1,1133.955001144408,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,67,1e-2_67,11,Testing02,41_PIXIE,ASK,.png,41_PIXIE_ASK.png,BLOT,WAN,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WUNG.png,BLOT,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WUNG.png,,,,WAN,WUNG,,42,60
45,1701792702053,05/12/2023 16:11:42,1701792702053,0,05/12/2023 16:11:42,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,43,Testing02,Testing,hvzr65,1,response,25_PROSECUTE_BLOT_WAN.png,2241.5560003814753,2233.412000000011,2241.5560003814753,2241.5560003814753,2233.412000000011,2241.5560003814753,1,2241.5560003814753,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,65,1e-2_65,11,Testing02,25_PROSECUTE,ASK,.png,25_PROSECUTE_ASK.png,BLOT,WAN,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WIM.png,BLOT,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WIM.png,,,,WAN,WIM,,43,61
46,1701792705021,05/12/2023 16:11:45,1701792705021,0,05/12/2023 16:11:45,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,44,Testing02,Testing,hvzr65,1,response,05_AUROR_BLOT_WUNG.png,2975.744000762934,2966.8090000000084,2975.744000762934,2975.744000762934,2966.8090000000084,2975.744000762934,1,2975.744000762934,0,0,,Click Response,RightOption,3,object-86,1e-2,_,66,1e-2_66,11,Testing02,05_AUROR,ASK,.png,05_AUROR_ASK.png,BLOT,WIM,05_AUROR_BLOT_WIM.png,05_AUROR_BLOT_WUNG.png,BLOT,05_AUROR_BLOT_WUNG.png,05_AUROR_BLOT_WIM.png,,,,WIM,WUNG,,44,62
47,1701792707382,05/12/2023 16:11:47,1701792707382,0,05/12/2023 16:11:47,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,45,Testing02,Testing,hvzr65,1,response,26_ERISED_BLOT_WUNG.png,2370.035001144395,2366.5559999999823,2370.035001144395,2370.035001144395,2366.5559999999823,2370.035001144395,1,2370.035001144395,0,0,,Click Response,RightOption,3,object-86,1e-2,_,70,1e-2_70,12,Testing02,26_ERISED,ASK,.png,26_ERISED_ASK.png,BLOT,WAN,26_ERISED_BLOT_WAN.png,26_ERISED_BLOT_WUNG.png,BLOT,26_ERISED_BLOT_WUNG.png,26_ERISED_BLOT_WAN.png,,,,WAN,WUNG,,45,63
48,1701792709292,05/12/2023 16:11:49,1701792709292,0,05/12/2023 16:11:49,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,46,Testing02,Testing,hvzr65,1,response,39_STOPHAGRID_BLOT_WAN.png,1913.8790007629432,1899.9170000000158,1913.8790007629432,1913.8790007629432,1899.9170000000158,1913.8790007629432,1,1913.8790007629432,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,69,1e-2_69,12,Testing02,39_STOPHAGRID,ASK,.png,39_STOPHAGRID_ASK.png,BLOT,WAN,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WUNG.png,BLOT,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WUNG.png,,,,WAN,WUNG,,46,64
