Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: Condition,Spreadsheet: _,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Pronoun,Spreadsheet: Aux,Spreadsheet: Port,Spreadsheet: Starboard,Spreadsheet: Blot,Spreadsheet: Correct,Spreadsheet: Incorrect,Spreadsheet: ,Spreadsheet: Y,Spreadsheet: N,Spreadsheet: L,Spreadsheet: R,Manipulation: Spreadsheet,Store: correct,Store: total
49,1701792710212,05/12/2023 16:11:50,1701792710212,0,05/12/2023 16:11:50,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,47,Testing02,Testing,hvzr65,1,response,07_AZKABAN_BLOT_WUNG.png,933.4949999999953,916.8129999999946,933.4949999999953,933.4949999999953,916.8129999999946,933.4949999999953,0,933.4949999999953,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,72,1e-2_72,12,Testing02,07_AZKABAN,ASK,.png,07_AZKABAN_ASK.png,BLOT,WUNG,07_AZKABAN_BLOT_WUNG.png,07_AZKABAN_BLOT_WIM.png,BLOT,07_AZKABAN_BLOT_WIM.png,07_AZKABAN_BLOT_WUNG.png,,,,WUNG,WIM,,46,65
50,1701792712260,05/12/2023 16:11:52,1701792712260,0,05/12/2023 16:11:52,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,48,Testing02,Testing,hvzr65,1,response,20_PULLSWORD_BLOT_WAN.png,2065.7490011444024,2050,2065.7490011444024,2065.7490011444024,2050,2065.7490011444024,1,2065.7490011444024,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,71,1e-2_71,12,Testing02,20_PULLSWORD,ASK,.png,20_PULLSWORD_ASK.png,BLOT,WAN,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WIM.png,BLOT,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WIM.png,,,,WAN,WIM,,47,66
51,1701792712265,05/12/2023 16:11:52,1701792712265,0,05/12/2023 16:11:52,139619,18,task-98zo,,33446498,BLIND,9898504,,complete,,656f474407bb7c7ff3ce0f89,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1665x1110,1664x993,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1701793382503,05/12/2023 16:23:02,1701793382503,0,05/12/2023 16:23:02,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x585,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1701793387861,05/12/2023 16:23:07,1701793387861,0,05/12/2023 16:23:07,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x585,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1,AttentionChecks,Instructions,g2b1f4,1,continue,,5381.222999997764,5370.198,5381.222999997764,5381.222999997764,5370.198,5381.222999997764,1,5381.222999997764,0,0,,Click To Continue,Continue Button,2,object-79,,,,,,AttentionChecks,,,,,,,,,,,,,,,,,,16,18
3,1701793401494,05/12/2023 16:23:21,1701793401494,0,05/12/2023 16:23:21,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x585,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1,Testing02,Testing,hvzr65,1,response,04_WHEEZES_BLOT_WAN.png,13644.224999997019,13635.094999999998,13644.224999997019,13644.224999997019,13635.094999999998,13644.224999997019,1,13644.224999997019,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,25,1e-2_25,1,Testing02,04_WHEEZES,ASK,.png,04_WHEEZES_ASK.png,BLOT,WAN,04_WHEEZES_BLOT_WAN.png,04_WHEEZES_BLOT_WUNG.png,BLOT,04_WHEEZES_BLOT_WAN.png,04_WHEEZES_BLOT_WUNG.png,,WAN,WUNG,WAN,WUNG,,17,19
4,1701793408133,05/12/2023 16:23:28,1701793408133,0,05/12/2023 16:23:28,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x585,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,2,Testing02,Testing,hvzr65,1,response,40_BURYSNAPE_BLOT_WUNG.png,6647.729999998512,6633.774000000001,6647.729999998512,6647.729999998512,6633.774000000001,6647.729999998512,1,6647.729999998512,0,0,,Click Response,RightOption,3,object-86,1e-2,_,26,1e-2_26,1,Testing02,40_BURYSNAPE,ASK,.png,40_BURYSNAPE_ASK.png,BLOT,WAN,40_BURYSNAPE_BLOT_WAN.png,40_BURYSNAPE_BLOT_WUNG.png,BLOT,40_BURYSNAPE_BLOT_WUNG.png,40_BURYSNAPE_BLOT_WAN.png,,WUNG,WAN,WAN,WUNG,,18,20
5,1701793417000,05/12/2023 16:23:37,1701793417000,0,05/12/2023 16:23:37,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x585,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,3,Testing02,Testing,hvzr65,1,response,35_PROPHET_BLOT_WIM.png,8879.171999999995,8862.545999999998,8879.171999999995,8879.171999999995,8862.545999999998,8879.171999999995,1,8879.171999999995,0,0,,Click Response,RightOption,3,object-86,1e-2,_,28,1e-2_28,1,Testing02,35_PROPHET,ASK,.png,35_PROPHET_ASK.png,BLOT,WUNG,35_PROPHET_BLOT_WUNG.png,35_PROPHET_BLOT_WIM.png,BLOT,35_PROPHET_BLOT_WIM.png,35_PROPHET_BLOT_WUNG.png,,WIM,WUNG,WUNG,WIM,,19,21
6,1701793426250,05/12/2023 16:23:46,1701793426250,0,05/12/2023 16:23:46,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x585,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,4,Testing02,Testing,hvzr65,1,response,13_QUIBBLER_BLOT_WAN.png,9268.909999998512,9261.571000000004,9268.909999998512,9268.909999998512,9261.571000000004,9268.909999998512,1,9268.909999998512,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,27,1e-2_27,1,Testing02,13_QUIBBLER,ASK,.png,13_QUIBBLER_ASK.png,BLOT,WAN,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WIM.png,BLOT,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WIM.png,,WAN,WIM,WAN,WIM,,20,22
7,1701793428529,05/12/2023 16:23:48,1701793428529,0,05/12/2023 16:23:48,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x585,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,5,Testing02,Testing,hvzr65,1,response,34_FANLETTERS_BLOT_WUNG.png,2287.2389999970183,2277.761999999995,2287.2389999970183,2287.2389999970183,2277.761999999995,2287.2389999970183,0,2287.2389999970183,0,0,,Click Response,RightOption,3,object-86,1e-2,_,31,1e-2_31,2,Testing02,34_FANLETTERS,ASK,.png,34_FANLETTERS_ASK.png,BLOT,WAN,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WUNG.png,BLOT,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WUNG.png,,WAN,WUNG,WAN,WUNG,,20,23
8,1701793451049,05/12/2023 16:24:11,1701793451049,0,05/12/2023 16:24:11,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x585,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,6,Testing02,Testing,hvzr65,1,response,28_GALLEONS_BLOT_WAN.png,22529.37699999926,22513.394999999997,22529.37699999926,22529.37699999926,22513.394999999997,22529.37699999926,0,22529.37699999926,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,32,1e-2_32,2,Testing02,28_GALLEONS,ASK,.png,28_GALLEONS_ASK.png,BLOT,WAN,28_GALLEONS_BLOT_WAN.png,28_GALLEONS_BLOT_WIM.png,BLOT,28_GALLEONS_BLOT_WIM.png,28_GALLEONS_BLOT_WAN.png,,WIM,WAN,WAN,WIM,,20,24
9,1701793467887,05/12/2023 16:24:27,1701793467887,0,05/12/2023 16:24:27,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x585,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,7,Testing02,Testing,hvzr65,1,response,12_SKEETER_BLOT_WUNG.png,16854.38199999777,16843.90800000001,16854.38199999777,16854.38199999777,16843.90800000001,16854.38199999777,1,16854.38199999777,0,0,,Click Response,RightOption,3,object-86,1e-2,_,30,1e-2_30,2,Testing02,12_SKEETER,ASK,.png,12_SKEETER_ASK.png,BLOT,WIM,12_SKEETER_BLOT_WIM.png,12_SKEETER_BLOT_WUNG.png,BLOT,12_SKEETER_BLOT_WUNG.png,12_SKEETER_BLOT_WIM.png,,WUNG,WIM,WIM,WUNG,,21,25
10,1701793475997,05/12/2023 16:24:35,1701793475997,0,05/12/2023 16:24:35,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x585,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,8,Testing02,Testing,hvzr65,1,response,18_LIVEGODRIC_BLOT_WAN.png,8120.373999999996,8114.362999999998,8120.373999999996,8120.373999999996,8114.362999999998,8120.373999999996,1,8120.373999999996,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,29,1e-2_29,2,Testing02,18_LIVEGODRIC,ASK,.png,18_LIVEGODRIC_ASK.png,BLOT,WAN,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WIM.png,BLOT,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WIM.png,,WAN,WIM,WAN,WIM,,22,26
11,1701793527381,05/12/2023 16:25:27,1701793527381,0,05/12/2023 16:25:27,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x585,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,9,Testing02,Testing,hvzr65,1,response,27_BESTSELLER_BLOT_WAN.png,51391.61099999776,51378.975999999995,51391.61099999776,51391.61099999776,51378.975999999995,51391.61099999776,1,51391.61099999776,0,0,,Click Response,RightOption,3,object-86,1e-2,_,35,1e-2_35,3,Testing02,27_BESTSELLER,ASK,.png,27_BESTSELLER_ASK.png,BLOT,WIM,27_BESTSELLER_BLOT_WIM.png,27_BESTSELLER_BLOT_WAN.png,BLOT,27_BESTSELLER_BLOT_WAN.png,27_BESTSELLER_BLOT_WIM.png,,WAN,WIM,WIM,WAN,,23,27
12,1701793554819,05/12/2023 16:25:54,1701793554819,0,05/12/2023 16:25:54,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,10,Testing02,Testing,hvzr65,1,response,32_QWC_BLOT_WUNG.png,27450.535000000003,27435.56700000001,27450.535000000003,27450.535000000003,27435.56700000001,27450.535000000003,0,27450.535000000003,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,33,1e-2_33,3,Testing02,32_QWC,ASK,.png,32_QWC_ASK.png,BLOT,WUNG,32_QWC_BLOT_WUNG.png,32_QWC_BLOT_WAN.png,BLOT,32_QWC_BLOT_WAN.png,32_QWC_BLOT_WUNG.png,,,,WUNG,WAN,,23,28
13,1701793558768,05/12/2023 16:25:58,1701793558768,0,05/12/2023 16:25:58,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,11,Testing02,Testing,hvzr65,1,response,19_BURYVOLDY_BLOT_WUNG.png,3964.4679999999935,3956.987999999983,3964.4679999999935,3964.4679999999935,3956.987999999983,3964.4679999999935,1,3964.4679999999935,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,34,1e-2_34,3,Testing02,19_BURYVOLDY,ASK,.png,19_BURYVOLDY_ASK.png,BLOT,WUNG,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WAN.png,BLOT,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WAN.png,,,,WUNG,WAN,,24,29
14,1701793565214,05/12/2023 16:26:05,1701793565214,0,05/12/2023 16:26:05,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,12,Testing02,Testing,hvzr65,1,response,14_MUNGOS_BLOT_WIM.png,6451.774999999994,6435.149000000005,6451.774999999994,6451.774999999994,6435.149000000005,6451.774999999994,1,6451.774999999994,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,36,1e-2_36,3,Testing02,14_MUNGOS,ASK,.png,14_MUNGOS_ASK.png,BLOT,WIM,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WUNG.png,BLOT,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WUNG.png,,WUNG,WIM,WIM,WUNG,,25,30
15,1701793578196,05/12/2023 16:26:18,1701793578196,0,05/12/2023 16:26:18,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,13,Testing02,Testing,hvzr65,1,response,11_RONWAND_BLOT_WAN.png,13000.730999998515,12985.792000000016,13000.730999998515,13000.730999998515,12985.792000000016,13000.730999998515,1,13000.730999998515,0,0,,Click Response,RightOption,3,object-86,1e-2,_,37,1e-2_37,4,Testing02,11_RONWAND,ASK,.png,11_RONWAND_ASK.png,BLOT,WIM,11_RONWAND_BLOT_WIM.png,11_RONWAND_BLOT_WAN.png,BLOT,11_RONWAND_BLOT_WAN.png,11_RONWAND_BLOT_WIM.png,,WAN,WUNG,WIM,WAN,,26,31
16,1701793620540,05/12/2023 16:27:00,1701793620540,0,05/12/2023 16:27:00,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,14,Testing02,Testing,hvzr65,1,response,42_ENGLAND_BLOT_WAN.png,42360.03899999999,42349.88399999999,42360.03899999999,42360.03899999999,42349.88399999999,42360.03899999999,0,42360.03899999999,0,0,,Click Response,RightOption,3,object-86,1e-2,_,40,1e-2_40,4,Testing02,42_ENGLAND,ASK,.png,42_ENGLAND_ASK.png,BLOT,WIM,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WAN.png,BLOT,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WAN.png,,WUNG,WAN,WIM,WAN,,26,32
17,1701793620557,05/12/2023 16:27:00,1701793620557,0,05/12/2023 16:27:00,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,15,Testing02,Testing,hvzr65,1,response,33_ROR_BLOT_WIM.png,16.62599999998929,0,16.62599999998929,16.62599999998929,0,16.62599999998929,0,16.62599999998929,0,0,,Click Response,RightOption,3,object-86,1e-2,_,38,1e-2_38,4,Testing02,33_ROR,ASK,.png,33_ROR_ASK.png,BLOT,WUNG,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WIM.png,BLOT,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WIM.png,,WIM,WAN,WUNG,WIM,,26,33
18,1701793627004,05/12/2023 16:27:07,1701793627004,0,05/12/2023 16:27:07,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,16,Testing02,Testing,hvzr65,1,response,06_MOM_BLOT_WUNG.png,6473.354999999254,6468.388999999996,6473.354999999254,6473.354999999254,6468.388999999996,6473.354999999254,0,6473.354999999254,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,39,1e-2_39,4,Testing02,06_MOM,ASK,.png,06_MOM_ASK.png,BLOT,WUNG,06_MOM_BLOT_WUNG.png,06_MOM_BLOT_WAN.png,BLOT,06_MOM_BLOT_WAN.png,06_MOM_BLOT_WUNG.png,,WAN,WUNG,WUNG,WAN,,26,34
19,1701793629133,05/12/2023 16:27:09,1701793629133,0,05/12/2023 16:27:09,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,17,Testing02,Testing,hvzr65,1,response,05_AUROR_BLOT_WUNG.png,2134.565999997023,2128.127999999997,2134.565999997023,2134.565999997023,2128.127999999997,2134.565999997023,1,2134.565999997023,0,0,,Click Response,RightOption,3,object-86,1e-2,_,42,1e-2_42,5,Testing02,05_AUROR,ASK,.png,05_AUROR_ASK.png,BLOT,WAN,05_AUROR_BLOT_WAN.png,05_AUROR_BLOT_WUNG.png,BLOT,05_AUROR_BLOT_WUNG.png,05_AUROR_BLOT_WAN.png,,WIM,WUNG,WAN,WUNG,,27,35
20,1701793644023,05/12/2023 16:27:24,1701793644023,0,05/12/2023 16:27:24,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,18,Testing02,Testing,hvzr65,1,response,25_PROSECUTE_BLOT_WAN.png,14896.837999999261,14882.15400000001,14896.837999999261,14896.837999999261,14882.15400000001,14896.837999999261,1,14896.837999999261,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,41,1e-2_41,5,Testing02,25_PROSECUTE,ASK,.png,25_PROSECUTE_ASK.png,BLOT,WAN,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WUNG.png,BLOT,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WUNG.png,,WAN,WIM,WAN,WUNG,,28,36
21,1701793657760,05/12/2023 16:27:37,1701793657760,0,05/12/2023 16:27:37,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,19,Testing02,Testing,hvzr65,1,response,41_PIXIE_BLOT_WAN.png,13750.505999999994,13733.880000000005,13750.505999999994,13750.505999999994,13733.880000000005,13750.505999999994,1,13750.505999999994,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,43,1e-2_43,5,Testing02,41_PIXIE,ASK,.png,41_PIXIE_ASK.png,BLOT,WAN,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WIM.png,BLOT,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WIM.png,,,,WAN,WIM,,29,37
22,1701793664839,05/12/2023 16:27:44,1701793664839,0,05/12/2023 16:27:44,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,20,Testing02,Testing,hvzr65,1,response,21_TEACHHOG_BLOT_WIM.png,7096.203999997757,7083.56799999997,7096.203999997757,7096.203999997757,7083.56799999997,7096.203999997757,1,7096.203999997757,0,0,,Click Response,RightOption,3,object-86,1e-2,_,44,1e-2_44,5,Testing02,21_TEACHHOG,ASK,.png,21_TEACHHOG_ASK.png,BLOT,WUNG,21_TEACHHOG_BLOT_WUNG.png,21_TEACHHOG_BLOT_WIM.png,BLOT,21_TEACHHOG_BLOT_WIM.png,21_TEACHHOG_BLOT_WUNG.png,,,,WUNG,WIM,,30,38
23,1701793668770,05/12/2023 16:27:48,1701793668770,0,05/12/2023 16:27:48,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,21,Testing02,Testing,hvzr65,1,response,07_AZKABAN_BLOT_WAN.png,3944.1359999977867,3940.362000000023,3944.1359999977867,3944.1359999977867,3940.362000000023,3944.1359999977867,0,3944.1359999977867,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,48,1e-2_48,6,Testing02,07_AZKABAN,ASK,.png,07_AZKABAN_ASK.png,BLOT,WAN,07_AZKABAN_BLOT_WAN.png,07_AZKABAN_BLOT_WIM.png,BLOT,07_AZKABAN_BLOT_WIM.png,07_AZKABAN_BLOT_WAN.png,,,,WAN,WIM,,30,39
24,1701793672897,05/12/2023 16:27:52,1701793672897,0,05/12/2023 16:27:52,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,22,Testing02,Testing,hvzr65,1,response,20_PULLSWORD_BLOT_WUNG.png,4131.473999997019,4124.2179999999935,4131.473999997019,4131.473999997019,4124.2179999999935,4131.473999997019,0,4131.473999997019,0,0,,Click Response,RightOption,3,object-86,1e-2,_,47,1e-2_47,6,Testing02,20_PULLSWORD,ASK,.png,20_PULLSWORD_ASK.png,BLOT,WAN,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WUNG.png,BLOT,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WUNG.png,,,,WAN,WUNG,,30,40
25,1701793675435,05/12/2023 16:27:55,1701793675435,0,05/12/2023 16:27:55,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,23,Testing02,Testing,hvzr65,1,response,26_ERISED_BLOT_WUNG.png,2545.5559999977704,2543.777999999991,2545.5559999977704,2545.5559999977704,2543.777999999991,2545.5559999977704,1,2545.5559999977704,0,0,,Click Response,RightOption,3,object-86,1e-2,_,46,1e-2_46,6,Testing02,26_ERISED,ASK,.png,26_ERISED_ASK.png,BLOT,WIM,26_ERISED_BLOT_WIM.png,26_ERISED_BLOT_WUNG.png,BLOT,26_ERISED_BLOT_WUNG.png,26_ERISED_BLOT_WIM.png,,,,WIM,WUNG,,31,41
26,1701793692810,05/12/2023 16:28:12,1701793692810,0,05/12/2023 16:28:12,139619,18,task-98zo,,33447277,BLIND,9898475,,complete,,656f471e779377b4fe6d2cba,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1271x453,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,24,Testing02,Testing,hvzr65,1,response,39_STOPHAGRID_BLOT_WAN.png,17375.77799999778,17359.214000000036,17375.77799999778,17375.77799999778,17359.214000000036,17375.77799999778,1,17375.77799999778,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,45,1e-2_45,6,Testing02,39_STOPHAGRID,ASK,.png,39_STOPHAGRID_ASK.png,BLOT,WAN,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WIM.png,BLOT,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WIM.png,,,,WAN,WIM,,32,42
