Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: Condition,Spreadsheet: _,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Blot,Spreadsheet: Aux,Spreadsheet: Port,Spreadsheet: Starboard,Spreadsheet: Correct,Spreadsheet: Incorrect,Spreadsheet: ,Spreadsheet: Y,Spreadsheet: N,Spreadsheet: L,Spreadsheet: R,Manipulation: Spreadsheet,Store: correct,Store: total
3,1701797884182,05/12/2023 17:38:04,1701797884182,0,05/12/2023 17:38:04,139619,18,task-ld3j,,33451055,BLIND,9899406,,complete,,656f57dbecf05b9030db49d5,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x942,,,0,2-3 B Testing,4,,,2-3,,,,Pass,2-3 B Testing,1,Testing02,Testing,hvzr65,1,response,35_PROPHET_BLOT_WIM.png,5510.745999988079,5499.9490000000005,5510.745999988079,5510.745999988079,5499.9490000000005,5510.745999988079,0,5510.745999988079,0,0,,Click Response,LeftOption,4,object-112,2-3,_,04,2-3_04,1,Testing02,35_PROPHET,ASK,.png,35_PROPHET_ASK.png,BLOT,WIM,35_PROPHET_BLOT_WIM.png,35_PROPHET_BLOT_WAN.png,35_PROPHET_BLOT_WAN.png,35_PROPHET_BLOT_WIM.png,,WAN,WIM,WIM,WAN,,18,19
4,1701797889925,05/12/2023 17:38:09,1701797889925,0,05/12/2023 17:38:09,139619,18,task-ld3j,,33451055,BLIND,9899406,,complete,,656f57dbecf05b9030db49d5,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x942,,,0,2-3 B Testing,4,,,2-3,,,,Pass,2-3 B Testing,2,Testing02,Testing,hvzr65,1,response,40_BURYSNAPE_BLOT_WAN.png,5754.3969999970195,5750.046,5754.3969999970195,5754.3969999970195,5750.046,5754.3969999970195,0,5754.3969999970195,0,0,,Click Response,LeftOption,4,object-112,2-3,_,02,2-3_02,1,Testing02,40_BURYSNAPE,ASK,.png,40_BURYSNAPE_ASK.png,BLOT,WAN,40_BURYSNAPE_BLOT_WAN.png,40_BURYSNAPE_BLOT_WIM.png,40_BURYSNAPE_BLOT_WIM.png,40_BURYSNAPE_BLOT_WAN.png,,WIM,WAN,WAN,WIM,,18,20
5,1701797894759,05/12/2023 17:38:14,1701797894759,0,05/12/2023 17:38:14,139619,18,task-ld3j,,33451055,BLIND,9899406,,complete,,656f57dbecf05b9030db49d5,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x942,,,0,2-3 B Testing,4,,,2-3,,,,Pass,2-3 B Testing,3,Testing02,Testing,hvzr65,1,response,13_QUIBBLER_BLOT_WUNG.png,4838.350999997019,4833.441999999999,4838.350999997019,4838.350999997019,4833.441999999999,4838.350999997019,0,4838.350999997019,0,0,,Click Response,RightOption,3,object-86,2-3,_,03,2-3_03,1,Testing02,13_QUIBBLER,ASK,.png,13_QUIBBLER_ASK.png,BLOT,WAN,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WUNG.png,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WUNG.png,,WAN,WUNG,WAN,WUNG,,18,21
6,1701797902790,05/12/2023 17:38:22,1701797902790,0,05/12/2023 17:38:22,139619,18,task-ld3j,,33451055,BLIND,9899406,,complete,,656f57dbecf05b9030db49d5,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x942,,,0,2-3 B Testing,4,,,2-3,,,,Pass,2-3 B Testing,4,Testing02,Testing,hvzr65,1,response,04_WHEEZES_BLOT_WUNG.png,8035.808999988079,8033.179,8035.808999988079,8035.808999988079,8033.179,8035.808999988079,1,8035.808999988079,0,0,,Click Response,LeftOption,4,object-112,2-3,_,01,2-3_01,1,Testing02,04_WHEEZES,ASK,.png,04_WHEEZES_ASK.png,BLOT,WUNG,04_WHEEZES_BLOT_WUNG.png,04_WHEEZES_BLOT_WIM.png,04_WHEEZES_BLOT_WUNG.png,04_WHEEZES_BLOT_WIM.png,,WUNG,WIM,WUNG,WIM,,19,22
7,1701797905310,05/12/2023 17:38:25,1701797905310,0,05/12/2023 17:38:25,139619,18,task-ld3j,,33451055,BLIND,9899406,,complete,,656f57dbecf05b9030db49d5,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x942,,,0,2-3 B Testing,4,,,2-3,,,,Pass,2-3 B Testing,5,Testing02,Testing,hvzr65,1,response,28_GALLEONS_BLOT_WUNG.png,2522.72999999702,2516.819000000003,2522.72999999702,2522.72999999702,2516.819000000003,2522.72999999702,0,2522.72999999702,0,0,,Click Response,LeftOption,4,object-112,2-3,_,08,2-3_08,2,Testing02,28_GALLEONS,ASK,.png,28_GALLEONS_ASK.png,BLOT,WUNG,28_GALLEONS_BLOT_WUNG.png,28_GALLEONS_BLOT_WAN.png,28_GALLEONS_BLOT_WAN.png,28_GALLEONS_BLOT_WUNG.png,,WAN,WUNG,WUNG,WAN,,19,23
8,1701797907387,05/12/2023 17:38:27,1701797907387,0,05/12/2023 17:38:27,139619,18,task-ld3j,,33451055,BLIND,9899406,,complete,,656f57dbecf05b9030db49d5,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x942,,,0,2-3 B Testing,4,,,2-3,,,,Pass,2-3 B Testing,6,Testing02,Testing,hvzr65,1,response,12_SKEETER_BLOT_WIM.png,2083.410999997017,2066.8229999999967,2083.410999997017,2083.410999997017,2066.8229999999967,2083.410999997017,1,2083.410999997017,0,0,,Click Response,RightOption,3,object-86,2-3,_,06,2-3_06,2,Testing02,12_SKEETER,ASK,.png,12_SKEETER_ASK.png,BLOT,WUNG,12_SKEETER_BLOT_WUNG.png,12_SKEETER_BLOT_WIM.png,12_SKEETER_BLOT_WIM.png,12_SKEETER_BLOT_WUNG.png,,WIM,WUNG,WUNG,WIM,,20,24
9,1701797908900,05/12/2023 17:38:28,1701797908900,0,05/12/2023 17:38:28,139619,18,task-ld3j,,33451055,BLIND,9899406,,complete,,656f57dbecf05b9030db49d5,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x942,,,0,2-3 B Testing,4,,,2-3,,,,Pass,2-3 B Testing,7,Testing02,Testing,hvzr65,1,response,34_FANLETTERS_BLOT_WAN.png,1529.4879999880795,1516.4290000000037,1529.4879999880795,1529.4879999880795,1516.4290000000037,1529.4879999880795,1,1529.4879999880795,0,0,,Click Response,LeftOption,4,object-112,2-3,_,07,2-3_07,2,Testing02,34_FANLETTERS,ASK,.png,34_FANLETTERS_ASK.png,BLOT,WAN,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WIM.png,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WIM.png,,WAN,WIM,WAN,WIM,,21,25
10,1701797911005,05/12/2023 17:38:31,1701797911005,0,05/12/2023 17:38:31,139619,18,task-ld3j,,33451055,BLIND,9899406,,complete,,656f57dbecf05b9030db49d5,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x942,,,0,2-3 B Testing,4,,,2-3,,,,Pass,2-3 B Testing,8,Testing02,Testing,hvzr65,1,response,18_LIVEGODRIC_BLOT_WAN.png,2117.758999991056,2116.5729999999967,2117.758999991056,2117.758999991056,2116.5729999999967,2117.758999991056,0,2117.758999991056,0,0,,Click Response,RightOption,3,object-86,2-3,_,05,2-3_05,2,Testing02,18_LIVEGODRIC,ASK,.png,18_LIVEGODRIC_ASK.png,BLOT,WUNG,18_LIVEGODRIC_BLOT_WUNG.png,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WUNG.png,18_LIVEGODRIC_BLOT_WAN.png,,WUNG,WAN,WUNG,WAN,,21,26
11,1701797913524,05/12/2023 17:38:33,1701797913524,0,05/12/2023 17:38:33,139619,18,task-ld3j,,33451055,BLIND,9899406,,complete,,656f57dbecf05b9030db49d5,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x942,,,0,2-3 B Testing,4,,,2-3,,,,Pass,2-3 B Testing,9,Testing02,Testing,hvzr65,1,response,14_MUNGOS_BLOT_WAN.png,2520.3859999940396,2516.7320000000036,2520.3859999940396,2520.3859999940396,2516.7320000000036,2520.3859999940396,1,2520.3859999940396,0,0,,Click Response,LeftOption,4,object-112,2-3,_,12,2-3_12,3,Testing02,14_MUNGOS,ASK,.png,14_MUNGOS_ASK.png,BLOT,WAN,14_MUNGOS_BLOT_WAN.png,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WAN.png,14_MUNGOS_BLOT_WIM.png,,,,WAN,WIM,,22,27
12,1701797917061,05/12/2023 17:38:37,1701797917061,0,05/12/2023 17:38:37,139619,18,task-ld3j,,33451055,BLIND,9899406,,complete,,656f57dbecf05b9030db49d5,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x942,,,0,2-3 B Testing,4,,,2-3,,,,Pass,2-3 B Testing,10,Testing02,Testing,hvzr65,1,response,27_BESTSELLER_BLOT_WAN.png,3540.653999994036,3533.3559999999998,3540.653999994036,3540.653999994036,3533.3559999999998,3540.653999994036,1,3540.653999994036,0,0,,Click Response,RightOption,3,object-86,2-3,_,11,2-3_11,3,Testing02,27_BESTSELLER,ASK,.png,27_BESTSELLER_ASK.png,BLOT,WUNG,27_BESTSELLER_BLOT_WUNG.png,27_BESTSELLER_BLOT_WAN.png,27_BESTSELLER_BLOT_WAN.png,27_BESTSELLER_BLOT_WUNG.png,,,,WUNG,WAN,,23,28
