Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: Condition,Spreadsheet: _,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Pronoun,Spreadsheet: Aux,Spreadsheet: Answer,Spreadsheet: ,Spreadsheet: Text,Spreadsheet: Alternative,Spreadsheet: Dots,Spreadsheet: Option A,Spreadsheet: Option B,Spreadsheet: Wrong,Spreadsheet: Right,Spreadsheet: Reply,Spreadsheet: Answer A,Spreadsheet: Answer B,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
78,1701792929157,05/12/2023 16:15:29,1701792929157,0,05/12/2023 16:15:29,139619,18,task-kgvj,,33446043,BLIND,9898456,,complete,,656f46fb2192f499fb7b44b2,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x864,,,0,1i-2 A Training,3,,,1i-2,,Pass,,,1i-2 A Training,24,Training02,TrainingA,34efq7,1,response,ZETH WAN,3784.0849999999627,7934.660000000033,7950.1229999820935,3784.0849999999627,7934.660000000033,7950.1229999820935,1,3784.0849999999627,4166.037999982131,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,22,1i-2_22,6,Training02,26_ERISED,ASK,.png,26_ERISED_ASK.png,ZETH,WAN,26_ERISED_ZETH_WAN.png,,ZETH WAN,18_LIVEGODRIC_ASK.png,18_LIVEGODRIC_DOTS.png,FICH WAN,ZETH WAN,ZETH WAN,FICH WAN,18_LIVEGODRIC_FICH_WAN.png,FICH WAN,,,,,
79,1701792939640,05/12/2023 16:15:39,1701792939640,0,05/12/2023 16:15:39,139619,18,task-kgvj,,33446043,BLIND,9898456,,complete,,656f46fb2192f499fb7b44b2,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x864,,,0,1i-2 A Training,3,,,1i-2,,Pass,,,1i-2 A Training,24,Training02,TrainingB,2yfdu9,2,response,,10498.162999999942,10484.90699999989,10498.162999999942,10498.162999999942,10484.90699999989,10498.162999999942,1,10498.162999999942,0,0,,Click Response,Option B,5,object-246,1i-2,_,22,1i-2_22,6,Training02,26_ERISED,ASK,.png,26_ERISED_ASK.png,ZETH,WAN,26_ERISED_ZETH_WAN.png,,ZETH WAN,18_LIVEGODRIC_ASK.png,18_LIVEGODRIC_DOTS.png,FICH WAN,ZETH WAN,ZETH WAN,FICH WAN,18_LIVEGODRIC_FICH_WAN.png,FICH WAN,,,,,
80,1701792944952,05/12/2023 16:15:44,1701792944952,0,05/12/2023 16:15:44,139619,18,task-kgvj,,33446043,BLIND,9898456,,complete,,656f46fb2192f499fb7b44b2,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x864,,,0,1i-2 A Training,3,,,1i-2,,Pass,,,1i-2 A Training,24,Training02,TrainingC,1ouhhw,3,continue,,5326.256000000052,5317.4860000000335,5326.256000000052,5326.256000000052,5317.4860000000335,5326.256000000052,1,5326.256000000052,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,22,1i-2_22,6,Training02,26_ERISED,ASK,.png,26_ERISED_ASK.png,ZETH,WAN,26_ERISED_ZETH_WAN.png,,ZETH WAN,18_LIVEGODRIC_ASK.png,18_LIVEGODRIC_DOTS.png,FICH WAN,ZETH WAN,ZETH WAN,FICH WAN,18_LIVEGODRIC_FICH_WAN.png,FICH WAN,,,,,
81,1701792944961,05/12/2023 16:15:44,1701792944961,0,05/12/2023 16:15:44,139619,18,task-kgvj,,33446043,BLIND,9898456,,complete,,656f46fb2192f499fb7b44b2,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x864,,,0,1i-2 A Training,3,,,1i-2,,Pass,,,1i-2 A Training,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1701793048558,05/12/2023 16:17:28,1701793048558,0,05/12/2023 16:17:28,139619,18,task-kgvj,,33446980,BLIND,9898534,,complete,,656f4713489d3d84a75e33fe,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1280x800,1280x720,,,0,1i-2 A Training,3,,,1i-2,,Pass,,,1i-2 A Training,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1701793052190,05/12/2023 16:17:32,1701793052190,0,05/12/2023 16:17:32,139619,18,task-kgvj,,33446980,BLIND,9898534,,complete,,656f4713489d3d84a75e33fe,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1280x800,1280x720,,,0,1i-2 A Training,3,,,1i-2,,Pass,,,1i-2 A Training,1,Instructions,Attention Check 5,4xnmv6,1,continue,,3436,3435,3436,3436,3435,3436,1,3436,0,0,,Click To Continue,Continue Button,4,object-285,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,
3,1701793052191,05/12/2023 16:17:32,1701793052191,0,05/12/2023 16:17:32,139619,18,task-kgvj,,33446980,BLIND,9898534,,complete,,656f4713489d3d84a75e33fe,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1280x800,1280x720,,,0,1i-2 A Training,3,,,1i-2,,Pass,,,1i-2 A Training,1,Instructions,Attention Check 5,4xnmv6,1,response,Accio!,2890,3435,3438,2890,3435,3438,1,2890,548,0,,Dropdown,Dropdown5,3,object-284,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,
4,1701793068863,05/12/2023 16:17:48,1701793068863,0,05/12/2023 16:17:48,139619,18,task-kgvj,,33446980,BLIND,9898534,,complete,,656f4713489d3d84a75e33fe,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1280x800,1280x720,,,0,1i-2 A Training,3,,,1i-2,,Pass,,,1i-2 A Training,1,Instructions,Attention Check 6,wf497f,2,continue,,16673,16669,16673,16673,16669,16673,1,16673,0,0,,Click To Continue,Continue Button,4,object-292,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,
5,1701793068867,05/12/2023 16:17:48,1701793068867,0,05/12/2023 16:17:48,139619,18,task-kgvj,,33446980,BLIND,9898534,,complete,,656f4713489d3d84a75e33fe,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1280x800,1280x720,,,0,1i-2 A Training,3,,,1i-2,,Pass,,,1i-2 A Training,1,Instructions,Attention Check 6,wf497f,2,response,The Invisibility Cloak,16468,16669,16679,16468,16669,16679,1,16468,211,0,,Dropdown,Dropdown6,3,object-291,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,
6,1701793072556,05/12/2023 16:17:52,1701793072556,0,05/12/2023 16:17:52,139619,18,task-kgvj,,33446980,BLIND,9898534,,complete,,656f4713489d3d84a75e33fe,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1280x800,1280x720,,,0,1i-2 A Training,3,,,1i-2,,Pass,,,1i-2 A Training,1,Instructions,Instructions01,plcrvy,3,continue,,3699,3683,3699,3699,3683,3699,1,3699,0,0,,Click To Continue,Continue Button,3,object-297,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,
7,1701793097607,05/12/2023 16:18:17,1701793097607,0,05/12/2023 16:18:17,139619,18,task-kgvj,,33446980,BLIND,9898534,,complete,,656f4713489d3d84a75e33fe,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1280x800,1280x720,,,0,1i-2 A Training,3,,,1i-2,,Pass,,,1i-2 A Training,1,Instructions,Instructions 02,q3gk2e,4,continue,,25061,25045,25061,25061,25045,25061,1,25061,0,0,,Click To Continue,Continue Button,2,object-75,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,
