Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: Condition,Spreadsheet: _,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Blot,Spreadsheet: Aux,Spreadsheet: Port,Spreadsheet: Starboard,Spreadsheet: Correct,Spreadsheet: Incorrect,Spreadsheet: ,Spreadsheet: Y,Spreadsheet: N,Spreadsheet: L,Spreadsheet: R,Manipulation: Spreadsheet,Store: correct,Store: total
32,1701792344297,05/12/2023 16:05:44,1701792344297,0,05/12/2023 16:05:44,139619,18,task-goty,,33446166,BLIND,9898452,,complete,,656f46e77f2885a5d4c6c1a8,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,0,1e-3 B Testing,4,,,1e-3,Pass,,,,1e-3 B Testing,30,Testing02,Testing,hvzr65,1,response,18_LIVEGODRIC_BLOT_WAN.png,1063.2489999998143,1059.351999999999,1063.2489999998143,1063.2489999998143,1059.351999999999,1063.2489999998143,1,1063.2489999998143,0,0,,Click Response,LeftOption,4,object-112,1e-3,_,53,1e-3_53,8,Testing02,18_LIVEGODRIC,ASK,.png,18_LIVEGODRIC_ASK.png,BLOT,WAN,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WUNG.png,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WUNG.png,,,,WAN,WUNG,,33,48
33,1701792347038,05/12/2023 16:05:47,1701792347038,0,05/12/2023 16:05:47,139619,18,task-goty,,33446166,BLIND,9898452,,complete,,656f46e77f2885a5d4c6c1a8,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,0,1e-3 B Testing,4,,,1e-3,Pass,,,,1e-3 B Testing,31,Testing02,Testing,hvzr65,1,response,34_FANLETTERS_BLOT_WAN.png,2745.0970000000016,2744.315999999999,2745.0970000000016,2745.0970000000016,2744.315999999999,2745.0970000000016,0,2745.0970000000016,0,0,,Click Response,RightOption,3,object-86,1e-3,_,55,1e-3_55,8,Testing02,34_FANLETTERS,ASK,.png,34_FANLETTERS_ASK.png,BLOT,WUNG,34_FANLETTERS_BLOT_WUNG.png,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WUNG.png,34_FANLETTERS_BLOT_WAN.png,,,,WUNG,WAN,,33,49
34,1701792347722,05/12/2023 16:05:47,1701792347722,0,05/12/2023 16:05:47,139619,18,task-goty,,33446166,BLIND,9898452,,complete,,656f46e77f2885a5d4c6c1a8,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,0,1e-3 B Testing,4,,,1e-3,Pass,,,,1e-3 B Testing,32,Testing02,Testing,hvzr65,1,response,28_GALLEONS_BLOT_WAN.png,685.3810000005615,683.9930000000022,685.3810000005615,685.3810000005615,683.9930000000022,685.3810000005615,1,685.3810000005615,0,0,,Click Response,RightOption,3,object-86,1e-3,_,56,1e-3_56,8,Testing02,28_GALLEONS,ASK,.png,28_GALLEONS_ASK.png,BLOT,WIM,28_GALLEONS_BLOT_WIM.png,28_GALLEONS_BLOT_WAN.png,28_GALLEONS_BLOT_WAN.png,28_GALLEONS_BLOT_WIM.png,,,,WIM,WAN,,34,50
35,1701792348899,05/12/2023 16:05:48,1701792348899,0,05/12/2023 16:05:48,139619,18,task-goty,,33446166,BLIND,9898452,,complete,,656f46e77f2885a5d4c6c1a8,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,0,1e-3 B Testing,4,,,1e-3,Pass,,,,1e-3 B Testing,33,Testing02,Testing,hvzr65,1,response,19_BURYVOLDY_BLOT_WAN.png,1178.3880000005593,1176.137999999999,1178.3880000005593,1178.3880000005593,1176.137999999999,1178.3880000005593,0,1178.3880000005593,0,0,,Click Response,RightOption,3,object-86,1e-3,_,58,1e-3_58,9,Testing02,19_BURYVOLDY,ASK,.png,19_BURYVOLDY_ASK.png,BLOT,WIM,19_BURYVOLDY_BLOT_WIM.png,19_BURYVOLDY_BLOT_WAN.png,19_BURYVOLDY_BLOT_WIM.png,19_BURYVOLDY_BLOT_WAN.png,,,,WIM,WAN,,34,51
36,1701792350590,05/12/2023 16:05:50,1701792350590,0,05/12/2023 16:05:50,139619,18,task-goty,,33446166,BLIND,9898452,,complete,,656f46e77f2885a5d4c6c1a8,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,0,1e-3 B Testing,4,,,1e-3,Pass,,,,1e-3 B Testing,34,Testing02,Testing,hvzr65,1,response,27_BESTSELLER_BLOT_WUNG.png,1692.6500000000015,1689.1310000000012,1692.6500000000015,1692.6500000000015,1689.1310000000012,1692.6500000000015,1,1692.6500000000015,0,0,,Click Response,RightOption,3,object-86,1e-3,_,59,1e-3_59,9,Testing02,27_BESTSELLER,ASK,.png,27_BESTSELLER_ASK.png,BLOT,WIM,27_BESTSELLER_BLOT_WIM.png,27_BESTSELLER_BLOT_WUNG.png,27_BESTSELLER_BLOT_WUNG.png,27_BESTSELLER_BLOT_WIM.png,,,,WIM,WUNG,,35,52
37,1701792351459,05/12/2023 16:05:51,1701792351459,0,05/12/2023 16:05:51,139619,18,task-goty,,33446166,BLIND,9898452,,complete,,656f46e77f2885a5d4c6c1a8,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,0,1e-3 B Testing,4,,,1e-3,Pass,,,,1e-3 B Testing,35,Testing02,Testing,hvzr65,1,response,32_QWC_BLOT_WAN.png,873.2190000001865,871.6670000000013,873.2190000001865,873.2190000001865,871.6670000000013,873.2190000001865,1,873.2190000001865,0,0,,Click Response,RightOption,3,object-86,1e-3,_,57,1e-3_57,9,Testing02,32_QWC,ASK,.png,32_QWC_ASK.png,BLOT,WIM,32_QWC_BLOT_WIM.png,32_QWC_BLOT_WAN.png,32_QWC_BLOT_WAN.png,32_QWC_BLOT_WIM.png,,,,WIM,WAN,,36,53
38,1701792352737,05/12/2023 16:05:52,1701792352737,0,05/12/2023 16:05:52,139619,18,task-goty,,33446166,BLIND,9898452,,complete,,656f46e77f2885a5d4c6c1a8,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,0,1e-3 B Testing,4,,,1e-3,Pass,,,,1e-3 B Testing,36,Testing02,Testing,hvzr65,1,response,14_MUNGOS_BLOT_WAN.png,1279.6519999998127,1276.2390000000014,1279.6519999998127,1279.6519999998127,1276.2390000000014,1279.6519999998127,1,1279.6519999998127,0,0,,Click Response,LeftOption,4,object-112,1e-3,_,60,1e-3_60,9,Testing02,14_MUNGOS,ASK,.png,14_MUNGOS_ASK.png,BLOT,WAN,14_MUNGOS_BLOT_WAN.png,14_MUNGOS_BLOT_WUNG.png,14_MUNGOS_BLOT_WAN.png,14_MUNGOS_BLOT_WUNG.png,,,,WAN,WUNG,,37,54
39,1701792354653,05/12/2023 16:05:54,1701792354653,0,05/12/2023 16:05:54,139619,18,task-goty,,33446166,BLIND,9898452,,complete,,656f46e77f2885a5d4c6c1a8,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,0,1e-3 B Testing,4,,,1e-3,Pass,,,,1e-3 B Testing,37,Testing02,Testing,hvzr65,1,response,33_ROR_BLOT_WUNG.png,1918.517000000007,1914.3420000000042,1918.517000000007,1918.517000000007,1914.3420000000042,1918.517000000007,0,1918.517000000007,0,0,,Click Response,RightOption,3,object-86,1e-3,_,62,1e-3_62,10,Testing02,33_ROR,ASK,.png,33_ROR_ASK.png,BLOT,WIM,33_ROR_BLOT_WIM.png,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WIM.png,33_ROR_BLOT_WUNG.png,,,,WIM,WUNG,,37,55
40,1701792355629,05/12/2023 16:05:55,1701792355629,0,05/12/2023 16:05:55,139619,18,task-goty,,33446166,BLIND,9898452,,complete,,656f46e77f2885a5d4c6c1a8,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,0,1e-3 B Testing,4,,,1e-3,Pass,,,,1e-3 B Testing,38,Testing02,Testing,hvzr65,1,response,11_RONWAND_BLOT_WAN.png,980.8710000005522,980.1199999999953,980.8710000005522,980.8710000005522,980.1199999999953,980.8710000005522,1,980.8710000005522,0,0,,Click Response,RightOption,3,object-86,1e-3,_,61,1e-3_61,10,Testing02,11_RONWAND,ASK,.png,11_RONWAND_ASK.png,BLOT,WUNG,11_RONWAND_BLOT_WUNG.png,11_RONWAND_BLOT_WAN.png,11_RONWAND_BLOT_WAN.png,11_RONWAND_BLOT_WUNG.png,,,,WUNG,WAN,,38,56
41,1701792356493,05/12/2023 16:05:56,1701792356493,0,05/12/2023 16:05:56,139619,18,task-goty,,33446166,BLIND,9898452,,complete,,656f46e77f2885a5d4c6c1a8,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,0,1e-3 B Testing,4,,,1e-3,Pass,,,,1e-3 B Testing,39,Testing02,Testing,hvzr65,1,response,42_ENGLAND_BLOT_WAN.png,864.3510000001843,863.3319999999949,864.3510000001843,864.3510000001843,863.3319999999949,864.3510000001843,1,864.3510000001843,0,0,,Click Response,LeftOption,4,object-112,1e-3,_,64,1e-3_64,10,Testing02,42_ENGLAND,ASK,.png,42_ENGLAND_ASK.png,BLOT,WAN,42_ENGLAND_BLOT_WAN.png,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WAN.png,42_ENGLAND_BLOT_WIM.png,,,,WAN,WIM,,39,57
