Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: Condition,Spreadsheet: _,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Pronoun,Spreadsheet: Aux,Spreadsheet: Port,Spreadsheet: Starboard,Spreadsheet: Blot,Spreadsheet: Correct,Spreadsheet: Incorrect,Spreadsheet: ,Spreadsheet: Y,Spreadsheet: N,Spreadsheet: L,Spreadsheet: R,Manipulation: Spreadsheet,Store: correct,Store: total
44,1712312570442,05/04/2024 10:22:50,1712316170442,1,05/04/2024 12:22:50,139619,19,task-98zo,,36766941,BLIND,10840405,,complete,,660fcc37f8a5a55d9949a0f4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,42,Testing02,Testing,hvzr65,1,response,21_TEACHHOG_BLOT_WIM.png,2437.2000000238477,2433.2000000000116,2437.2000000238477,2437.2000000238477,2433.2000000000116,2437.2000000238477,1,2437.2000000238477,0,0,,Click Response,RightOption,3,object-86,1e-2,_,68,1e-2_68,11,Testing02,21_TEACHHOG,ASK,.png,21_TEACHHOG_ASK.png,BLOT,WAN,21_TEACHHOG_BLOT_WAN.png,21_TEACHHOG_BLOT_WIM.png,BLOT,21_TEACHHOG_BLOT_WIM.png,21_TEACHHOG_BLOT_WAN.png,,,,WAN,WIM,,44,60
45,1712312573342,05/04/2024 10:22:53,1712316173342,1,05/04/2024 12:22:53,139619,19,task-98zo,,36766941,BLIND,10840405,,complete,,660fcc37f8a5a55d9949a0f4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,43,Testing02,Testing,hvzr65,1,response,25_PROSECUTE_BLOT_WAN.png,2904.000000023836,2900,2904.000000023836,2904.000000023836,2900,2904.000000023836,1,2904.000000023836,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,65,1e-2_65,11,Testing02,25_PROSECUTE,ASK,.png,25_PROSECUTE_ASK.png,BLOT,WAN,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WIM.png,BLOT,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WIM.png,,,,WAN,WIM,,45,61
46,1712312575100,05/04/2024 10:22:55,1712316175100,1,05/04/2024 12:22:55,139619,19,task-98zo,,36766941,BLIND,10840405,,complete,,660fcc37f8a5a55d9949a0f4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,44,Testing02,Testing,hvzr65,1,response,05_AUROR_BLOT_WUNG.png,1762.2000000715198,1749.8999999999942,1762.2000000715198,1762.2000000715198,1749.8999999999942,1762.2000000715198,1,1762.2000000715198,0,0,,Click Response,RightOption,3,object-86,1e-2,_,66,1e-2_66,11,Testing02,05_AUROR,ASK,.png,05_AUROR_ASK.png,BLOT,WIM,05_AUROR_BLOT_WIM.png,05_AUROR_BLOT_WUNG.png,BLOT,05_AUROR_BLOT_WUNG.png,05_AUROR_BLOT_WIM.png,,,,WIM,WUNG,,46,62
47,1712312577460,05/04/2024 10:22:57,1712316177460,1,05/04/2024 12:22:57,139619,19,task-98zo,,36766941,BLIND,10840405,,complete,,660fcc37f8a5a55d9949a0f4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,45,Testing02,Testing,hvzr65,1,response,39_STOPHAGRID_BLOT_WUNG.png,2372.100000023842,2366.5,2372.100000023842,2372.100000023842,2366.5,2372.100000023842,0,2372.100000023842,0,0,,Click Response,RightOption,3,object-86,1e-2,_,69,1e-2_69,12,Testing02,39_STOPHAGRID,ASK,.png,39_STOPHAGRID_ASK.png,BLOT,WAN,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WUNG.png,BLOT,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WUNG.png,,,,WAN,WUNG,,46,63
48,1712312579598,05/04/2024 10:22:59,1712316179598,1,05/04/2024 12:22:59,139619,19,task-98zo,,36766941,BLIND,10840405,,complete,,660fcc37f8a5a55d9949a0f4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,46,Testing02,Testing,hvzr65,1,response,20_PULLSWORD_BLOT_WIM.png,2143.7000000476837,2133.2000000000116,2143.7000000476837,2143.7000000476837,2133.2000000000116,2143.7000000476837,0,2143.7000000476837,0,0,,Click Response,RightOption,3,object-86,1e-2,_,71,1e-2_71,12,Testing02,20_PULLSWORD,ASK,.png,20_PULLSWORD_ASK.png,BLOT,WAN,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WIM.png,BLOT,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WIM.png,,,,WAN,WIM,,46,64
49,1712312581318,05/04/2024 10:23:01,1712316181318,1,05/04/2024 12:23:01,139619,19,task-98zo,,36766941,BLIND,10840405,,complete,,660fcc37f8a5a55d9949a0f4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,47,Testing02,Testing,hvzr65,1,response,26_ERISED_BLOT_WUNG.png,1730.500000047672,1716.7999999999884,1730.500000047672,1730.500000047672,1716.7999999999884,1730.500000047672,1,1730.500000047672,0,0,,Click Response,RightOption,3,object-86,1e-2,_,70,1e-2_70,12,Testing02,26_ERISED,ASK,.png,26_ERISED_ASK.png,BLOT,WAN,26_ERISED_BLOT_WAN.png,26_ERISED_BLOT_WUNG.png,BLOT,26_ERISED_BLOT_WUNG.png,26_ERISED_BLOT_WAN.png,,,,WAN,WUNG,,47,65
50,1712312583632,05/04/2024 10:23:03,1712316183632,1,05/04/2024 12:23:03,139619,19,task-98zo,,36766941,BLIND,10840405,,complete,,660fcc37f8a5a55d9949a0f4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,48,Testing02,Testing,hvzr65,1,response,07_AZKABAN_BLOT_WIM.png,2327.7000000476837,2316.5,2327.7000000476837,2327.7000000476837,2316.5,2327.7000000476837,1,2327.7000000476837,0,0,,Click Response,RightOption,3,object-86,1e-2,_,72,1e-2_72,12,Testing02,07_AZKABAN,ASK,.png,07_AZKABAN_ASK.png,BLOT,WUNG,07_AZKABAN_BLOT_WUNG.png,07_AZKABAN_BLOT_WIM.png,BLOT,07_AZKABAN_BLOT_WIM.png,07_AZKABAN_BLOT_WUNG.png,,,,WUNG,WIM,,48,66
51,1712312583634,05/04/2024 10:23:03,1712316183634,1,05/04/2024 12:23:03,139619,19,task-98zo,,36766941,BLIND,10840405,,complete,,660fcc37f8a5a55d9949a0f4,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1712312578630,05/04/2024 10:22:58,1712316178630,1,05/04/2024 12:22:58,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1712312580490,05/04/2024 10:23:00,1712316180490,1,05/04/2024 12:23:00,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,1,AttentionChecks,Instructions,g2b1f4,1,continue,,1879.4980000000005,1862.8980000000001,1879.4980000000005,1879.4980000000005,1862.8980000000001,1879.4980000000005,1,1879.4980000000005,0,0,,Click To Continue,Continue Button,2,object-79,,,,,,AttentionChecks,,,,,,,,,,,,,,,,,,15,18
3,1712312587091,05/04/2024 10:23:07,1712316187091,1,05/04/2024 12:23:07,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,1,Testing02,Testing,hvzr65,1,response,35_PROPHET_BLOT_WIM.png,6616.000000000745,6609.8,6616.000000000745,6616.000000000745,6609.8,6616.000000000745,1,6616.000000000745,0,0,,Click Response,RightOption,3,object-86,1e-2,_,28,1e-2_28,1,Testing02,35_PROPHET,ASK,.png,35_PROPHET_ASK.png,BLOT,WUNG,35_PROPHET_BLOT_WUNG.png,35_PROPHET_BLOT_WIM.png,BLOT,35_PROPHET_BLOT_WIM.png,35_PROPHET_BLOT_WUNG.png,,WIM,WUNG,WUNG,WIM,,16,19
4,1712312600287,05/04/2024 10:23:20,1712316200287,1,05/04/2024 12:23:20,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,2,Testing02,Testing,hvzr65,1,response,40_BURYSNAPE_BLOT_WUNG.png,13201.9,13186.499999999998,13201.9,13201.9,13186.499999999998,13201.9,1,13201.9,0,0,,Click Response,RightOption,3,object-86,1e-2,_,26,1e-2_26,1,Testing02,40_BURYSNAPE,ASK,.png,40_BURYSNAPE_ASK.png,BLOT,WAN,40_BURYSNAPE_BLOT_WAN.png,40_BURYSNAPE_BLOT_WUNG.png,BLOT,40_BURYSNAPE_BLOT_WUNG.png,40_BURYSNAPE_BLOT_WAN.png,,WUNG,WAN,WAN,WUNG,,17,20
5,1712312607052,05/04/2024 10:23:27,1712316207052,1,05/04/2024 12:23:27,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,3,Testing02,Testing,hvzr65,1,response,04_WHEEZES_BLOT_WAN.png,6781.9000000000015,6775.700000000001,6781.9000000000015,6781.9000000000015,6775.700000000001,6781.9000000000015,1,6781.9000000000015,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,25,1e-2_25,1,Testing02,04_WHEEZES,ASK,.png,04_WHEEZES_ASK.png,BLOT,WAN,04_WHEEZES_BLOT_WAN.png,04_WHEEZES_BLOT_WUNG.png,BLOT,04_WHEEZES_BLOT_WAN.png,04_WHEEZES_BLOT_WUNG.png,,WAN,WUNG,WAN,WUNG,,18,21
6,1712312617808,05/04/2024 10:23:37,1712316217808,1,05/04/2024 12:23:37,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,4,Testing02,Testing,hvzr65,1,response,13_QUIBBLER_BLOT_WAN.png,10761.399999999256,10755.500000000004,10761.399999999256,10761.399999999256,10755.500000000004,10761.399999999256,1,10761.399999999256,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,27,1e-2_27,1,Testing02,13_QUIBBLER,ASK,.png,13_QUIBBLER_ASK.png,BLOT,WAN,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WIM.png,BLOT,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WIM.png,,WAN,WIM,WAN,WIM,,19,22
7,1712312628374,05/04/2024 10:23:48,1712316228374,1,05/04/2024 12:23:48,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,5,Testing02,Testing,hvzr65,1,response,18_LIVEGODRIC_BLOT_WAN.png,10571.60000000037,10555.699999999997,10571.60000000037,10571.60000000037,10555.699999999997,10571.60000000037,1,10571.60000000037,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,29,1e-2_29,2,Testing02,18_LIVEGODRIC,ASK,.png,18_LIVEGODRIC_ASK.png,BLOT,WAN,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WIM.png,BLOT,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WIM.png,,WAN,WIM,WAN,WIM,,20,23
8,1712312635582,05/04/2024 10:23:55,1712316235582,1,05/04/2024 12:23:55,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,6,Testing02,Testing,hvzr65,1,response,28_GALLEONS_BLOT_WIM.png,7225.199999999255,7208.800000000003,7225.199999999255,7225.199999999255,7208.800000000003,7225.199999999255,1,7225.199999999255,0,0,,Click Response,RightOption,3,object-86,1e-2,_,32,1e-2_32,2,Testing02,28_GALLEONS,ASK,.png,28_GALLEONS_ASK.png,BLOT,WAN,28_GALLEONS_BLOT_WAN.png,28_GALLEONS_BLOT_WIM.png,BLOT,28_GALLEONS_BLOT_WIM.png,28_GALLEONS_BLOT_WAN.png,,WIM,WAN,WAN,WIM,,21,24
9,1712312645007,05/04/2024 10:24:05,1712316245007,1,05/04/2024 12:24:05,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,7,Testing02,Testing,hvzr65,1,response,34_FANLETTERS_BLOT_WAN.png,9440.600000000006,9423.800000000003,9440.600000000006,9440.600000000006,9423.800000000003,9440.600000000006,1,9440.600000000006,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,31,1e-2_31,2,Testing02,34_FANLETTERS,ASK,.png,34_FANLETTERS_ASK.png,BLOT,WAN,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WUNG.png,BLOT,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WUNG.png,,WAN,WUNG,WAN,WUNG,,22,25
10,1712312653275,05/04/2024 10:24:13,1712316253275,1,05/04/2024 12:24:13,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,8,Testing02,Testing,hvzr65,1,response,12_SKEETER_BLOT_WUNG.png,8285.20000000074,8274.399999999994,8285.20000000074,8285.20000000074,8274.399999999994,8285.20000000074,1,8285.20000000074,0,0,,Click Response,RightOption,3,object-86,1e-2,_,30,1e-2_30,2,Testing02,12_SKEETER,ASK,.png,12_SKEETER_ASK.png,BLOT,WIM,12_SKEETER_BLOT_WIM.png,12_SKEETER_BLOT_WUNG.png,BLOT,12_SKEETER_BLOT_WUNG.png,12_SKEETER_BLOT_WIM.png,,WUNG,WIM,WIM,WUNG,,23,26
11,1712312660159,05/04/2024 10:24:20,1712316260159,1,05/04/2024 12:24:20,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,9,Testing02,Testing,hvzr65,1,response,19_BURYVOLDY_BLOT_WUNG.png,6895.0999999996275,6892.5,6895.0999999996275,6895.0999999996275,6892.5,6895.0999999996275,1,6895.0999999996275,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,34,1e-2_34,3,Testing02,19_BURYVOLDY,ASK,.png,19_BURYVOLDY_ASK.png,BLOT,WUNG,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WAN.png,BLOT,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WAN.png,,,,WUNG,WAN,,24,27
12,1712312672299,05/04/2024 10:24:32,1712316272299,1,05/04/2024 12:24:32,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,10,Testing02,Testing,hvzr65,1,response,32_QWC_BLOT_WAN.png,12142.099999999627,12137.100000000006,12142.099999999627,12142.099999999627,12137.100000000006,12142.099999999627,1,12142.099999999627,0,0,,Click Response,RightOption,3,object-86,1e-2,_,33,1e-2_33,3,Testing02,32_QWC,ASK,.png,32_QWC_ASK.png,BLOT,WUNG,32_QWC_BLOT_WUNG.png,32_QWC_BLOT_WAN.png,BLOT,32_QWC_BLOT_WAN.png,32_QWC_BLOT_WUNG.png,,,,WUNG,WAN,,25,28
13,1712312677048,05/04/2024 10:24:37,1712316277048,1,05/04/2024 12:24:37,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,11,Testing02,Testing,hvzr65,1,response,14_MUNGOS_BLOT_WIM.png,4745.700000000012,4729,4745.700000000012,4745.700000000012,4729,4745.700000000012,1,4745.700000000012,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,36,1e-2_36,3,Testing02,14_MUNGOS,ASK,.png,14_MUNGOS_ASK.png,BLOT,WIM,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WUNG.png,BLOT,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WUNG.png,,WUNG,WIM,WIM,WUNG,,26,29
14,1712312682640,05/04/2024 10:24:42,1712316282640,1,05/04/2024 12:24:42,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,12,Testing02,Testing,hvzr65,1,response,27_BESTSELLER_BLOT_WAN.png,5617.300000000367,5610.199999999997,5617.300000000367,5617.300000000367,5610.199999999997,5617.300000000367,1,5617.300000000367,0,0,,Click Response,RightOption,3,object-86,1e-2,_,35,1e-2_35,3,Testing02,27_BESTSELLER,ASK,.png,27_BESTSELLER_ASK.png,BLOT,WIM,27_BESTSELLER_BLOT_WIM.png,27_BESTSELLER_BLOT_WAN.png,BLOT,27_BESTSELLER_BLOT_WAN.png,27_BESTSELLER_BLOT_WIM.png,,WAN,WIM,WIM,WAN,,27,30
15,1712312689133,05/04/2024 10:24:49,1712316289133,1,05/04/2024 12:24:49,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,13,Testing02,Testing,hvzr65,1,response,11_RONWAND_BLOT_WAN.png,6499.60000000037,6493.199999999997,6499.60000000037,6499.60000000037,6493.199999999997,6499.60000000037,1,6499.60000000037,0,0,,Click Response,RightOption,3,object-86,1e-2,_,37,1e-2_37,4,Testing02,11_RONWAND,ASK,.png,11_RONWAND_ASK.png,BLOT,WIM,11_RONWAND_BLOT_WIM.png,11_RONWAND_BLOT_WAN.png,BLOT,11_RONWAND_BLOT_WAN.png,11_RONWAND_BLOT_WIM.png,,WAN,WUNG,WIM,WAN,,28,31
16,1712312698150,05/04/2024 10:24:58,1712316298150,1,05/04/2024 12:24:58,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,14,Testing02,Testing,hvzr65,1,response,06_MOM_BLOT_WUNG.png,9013.300000000745,9007.199999999997,9013.300000000745,9013.300000000745,9007.199999999997,9013.300000000745,0,9013.300000000745,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,39,1e-2_39,4,Testing02,06_MOM,ASK,.png,06_MOM_ASK.png,BLOT,WUNG,06_MOM_BLOT_WUNG.png,06_MOM_BLOT_WAN.png,BLOT,06_MOM_BLOT_WAN.png,06_MOM_BLOT_WUNG.png,,WAN,WUNG,WUNG,WAN,,28,32
17,1712312705743,05/04/2024 10:25:05,1712316305743,1,05/04/2024 12:25:05,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,15,Testing02,Testing,hvzr65,1,response,42_ENGLAND_BLOT_WIM.png,7608.5,7592,7608.5,7608.5,7592,7608.5,1,7608.5,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,40,1e-2_40,4,Testing02,42_ENGLAND,ASK,.png,42_ENGLAND_ASK.png,BLOT,WIM,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WAN.png,BLOT,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WAN.png,,WUNG,WAN,WIM,WAN,,29,33
18,1712312714934,05/04/2024 10:25:14,1712316314934,1,05/04/2024 12:25:14,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,16,Testing02,Testing,hvzr65,1,response,33_ROR_BLOT_WUNG.png,9208.600000000748,9206.900000000009,9208.600000000748,9208.600000000748,9206.900000000009,9208.600000000748,1,9208.600000000748,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,38,1e-2_38,4,Testing02,33_ROR,ASK,.png,33_ROR_ASK.png,BLOT,WUNG,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WIM.png,BLOT,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WIM.png,,WIM,WAN,WUNG,WIM,,30,34
19,1712312721543,05/04/2024 10:25:21,1712316321543,1,05/04/2024 12:25:21,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,17,Testing02,Testing,hvzr65,1,response,41_PIXIE_BLOT_WAN.png,6610.700000000739,6593.600000000006,6610.700000000739,6610.700000000739,6593.600000000006,6610.700000000739,1,6610.700000000739,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,43,1e-2_43,5,Testing02,41_PIXIE,ASK,.png,41_PIXIE_ASK.png,BLOT,WAN,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WIM.png,BLOT,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WIM.png,,,,WAN,WIM,,31,35
20,1712312730830,05/04/2024 10:25:30,1712316330830,1,05/04/2024 12:25:30,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,18,Testing02,Testing,hvzr65,1,response,25_PROSECUTE_BLOT_WAN.png,9304.20000000036,9289.699999999983,9304.20000000036,9304.20000000036,9289.699999999983,9304.20000000036,1,9304.20000000036,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,41,1e-2_41,5,Testing02,25_PROSECUTE,ASK,.png,25_PROSECUTE_ASK.png,BLOT,WAN,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WUNG.png,BLOT,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WUNG.png,,WAN,WIM,WAN,WUNG,,32,36
21,1712312737547,05/04/2024 10:25:37,1712316337547,1,05/04/2024 12:25:37,139619,19,task-98zo,,36767005,BLIND,10840371,,complete,,660fcbb4e6dc3336645b1831,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,1e-2 B Testing,19,Testing02,Testing,hvzr65,1,response,05_AUROR_BLOT_WUNG.png,6731.699999999633,6726.399999999994,6731.699999999633,6731.699999999633,6726.399999999994,6731.699999999633,1,6731.699999999633,0,0,,Click Response,RightOption,3,object-86,1e-2,_,42,1e-2_42,5,Testing02,05_AUROR,ASK,.png,05_AUROR_ASK.png,BLOT,WAN,05_AUROR_BLOT_WAN.png,05_AUROR_BLOT_WUNG.png,BLOT,05_AUROR_BLOT_WUNG.png,05_AUROR_BLOT_WAN.png,,WIM,WUNG,WAN,WUNG,,33,37
