Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: Condition,Spreadsheet: _,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Blot,Spreadsheet: Aux,Spreadsheet: Port,Spreadsheet: Starboard,Spreadsheet: Correct,Spreadsheet: Incorrect,Spreadsheet: ,Spreadsheet: Y,Spreadsheet: N,Spreadsheet: L,Spreadsheet: R,Manipulation: Spreadsheet,Store: correct,Store: total
1,1712309915251,05/04/2024 09:38:35,1712313515251,1,05/04/2024 11:38:35,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1712309919634,05/04/2024 09:38:39,1712313519634,1,05/04/2024 11:38:39,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,1,AttentionChecks,Instructions,g2b1f4,1,continue,,4391.485999999907,4383.186000000001,4391.485999999907,4391.485999999907,4383.186000000001,4391.485999999907,1,4391.485999999907,0,0,,Click To Continue,Continue Button,2,object-79,,,,,,AttentionChecks,,,,,,,,,,,,,,,,,13,18
3,1712309926022,05/04/2024 09:38:46,1712313526022,1,05/04/2024 11:38:46,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,1,Testing02,Testing,hvzr65,1,response,04_WHEEZES_BLOT_WUNG.png,6395.599999999953,6391.5,6395.599999999953,6395.599999999953,6391.5,6395.599999999953,1,6395.599999999953,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,25,1i-3_25,1,Testing02,04_WHEEZES,ASK,.png,04_WHEEZES_ASK.png,BLOT,WUNG,04_WHEEZES_BLOT_WUNG.png,04_WHEEZES_BLOT_WIM.png,04_WHEEZES_BLOT_WUNG.png,04_WHEEZES_BLOT_WIM.png,,WUNG,WIM,WUNG,WIM,,14,19
4,1712309932038,05/04/2024 09:38:52,1712313532038,1,05/04/2024 11:38:52,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,2,Testing02,Testing,hvzr65,1,response,40_BURYSNAPE_BLOT_WAN.png,6020.099999999953,6016.6,6020.099999999953,6020.099999999953,6016.6,6020.099999999953,1,6020.099999999953,0,0,,Click Response,RightOption,3,object-86,1i-3,_,26,1i-3_26,1,Testing02,40_BURYSNAPE,ASK,.png,40_BURYSNAPE_ASK.png,BLOT,WUNG,40_BURYSNAPE_BLOT_WUNG.png,40_BURYSNAPE_BLOT_WAN.png,40_BURYSNAPE_BLOT_WAN.png,40_BURYSNAPE_BLOT_WUNG.png,,WAN,WUNG,WUNG,WAN,,15,20
5,1712309937049,05/04/2024 09:38:57,1712313537049,1,05/04/2024 11:38:57,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,3,Testing02,Testing,hvzr65,1,response,13_QUIBBLER_BLOT_WIM.png,5014.400000000092,5008.200000000001,5014.400000000092,5014.400000000092,5008.200000000001,5014.400000000092,1,5014.400000000092,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,27,1i-3_27,1,Testing02,13_QUIBBLER,ASK,.png,13_QUIBBLER_ASK.png,BLOT,WIM,13_QUIBBLER_BLOT_WIM.png,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WIM.png,13_QUIBBLER_BLOT_WAN.png,,WIM,WAN,WIM,WAN,,16,21
6,1712309942938,05/04/2024 09:39:02,1712313542938,1,05/04/2024 11:39:02,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,4,Testing02,Testing,hvzr65,1,response,35_PROPHET_BLOT_WAN.png,5895.799999999952,5891.699999999997,5895.799999999952,5895.799999999952,5891.699999999997,5895.799999999952,1,5895.799999999952,0,0,,Click Response,RightOption,3,object-86,1i-3,_,28,1i-3_28,1,Testing02,35_PROPHET,ASK,.png,35_PROPHET_ASK.png,BLOT,WIM,35_PROPHET_BLOT_WIM.png,35_PROPHET_BLOT_WAN.png,35_PROPHET_BLOT_WAN.png,35_PROPHET_BLOT_WIM.png,,WAN,WIM,WIM,WAN,,17,22
7,1712309949796,05/04/2024 09:39:09,1712313549796,1,05/04/2024 11:39:09,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,5,Testing02,Testing,hvzr65,1,response,28_GALLEONS_BLOT_WUNG.png,6856.599999999955,6849.800000000003,6856.599999999955,6856.599999999955,6849.800000000003,6856.599999999955,0,6856.599999999955,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,32,1i-3_32,2,Testing02,28_GALLEONS,ASK,.png,28_GALLEONS_ASK.png,BLOT,WUNG,28_GALLEONS_BLOT_WUNG.png,28_GALLEONS_BLOT_WAN.png,28_GALLEONS_BLOT_WAN.png,28_GALLEONS_BLOT_WUNG.png,,WAN,WUNG,WUNG,WAN,,17,23
8,1712309953874,05/04/2024 09:39:13,1712313553874,1,05/04/2024 11:39:13,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,6,Testing02,Testing,hvzr65,1,response,12_SKEETER_BLOT_WIM.png,4090.400000000045,4083.199999999997,4090.400000000045,4090.400000000045,4083.199999999997,4090.400000000045,0,4090.400000000045,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,30,1i-3_30,2,Testing02,12_SKEETER,ASK,.png,12_SKEETER_ASK.png,BLOT,WIM,12_SKEETER_BLOT_WIM.png,12_SKEETER_BLOT_WAN.png,12_SKEETER_BLOT_WAN.png,12_SKEETER_BLOT_WIM.png,,WAN,WIM,WIM,WAN,,17,24
9,1712309958077,05/04/2024 09:39:18,1712313558077,1,05/04/2024 11:39:18,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,7,Testing02,Testing,hvzr65,1,response,18_LIVEGODRIC_BLOT_WAN.png,4210.599999999955,4208.4000000000015,4210.599999999955,4210.599999999955,4208.4000000000015,4210.599999999955,0,4210.599999999955,0,0,,Click Response,RightOption,3,object-86,1i-3,_,29,1i-3_29,2,Testing02,18_LIVEGODRIC,ASK,.png,18_LIVEGODRIC_ASK.png,BLOT,WUNG,18_LIVEGODRIC_BLOT_WUNG.png,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WUNG.png,18_LIVEGODRIC_BLOT_WAN.png,,WUNG,WAN,WUNG,WAN,,17,25
10,1712309960961,05/04/2024 09:39:20,1712313560961,1,05/04/2024 11:39:20,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,8,Testing02,Testing,hvzr65,1,response,34_FANLETTERS_BLOT_WIM.png,2885.399999999907,2883.0999999999985,2885.399999999907,2885.399999999907,2883.0999999999985,2885.399999999907,1,2885.399999999907,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,31,1i-3_31,2,Testing02,34_FANLETTERS,ASK,.png,34_FANLETTERS_ASK.png,BLOT,WIM,34_FANLETTERS_BLOT_WIM.png,34_FANLETTERS_BLOT_WUNG.png,34_FANLETTERS_BLOT_WIM.png,34_FANLETTERS_BLOT_WUNG.png,,WIM,WUNG,WIM,WUNG,,18,26
11,1712309964214,05/04/2024 09:39:24,1712313564214,1,05/04/2024 11:39:24,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,9,Testing02,Testing,hvzr65,1,response,27_BESTSELLER_BLOT_WIM.png,3254.7999999999083,3250,3254.7999999999083,3254.7999999999083,3250,3254.7999999999083,1,3254.7999999999083,0,0,,Click Response,RightOption,3,object-86,1i-3,_,35,1i-3_35,3,Testing02,27_BESTSELLER,ASK,.png,27_BESTSELLER_ASK.png,BLOT,WAN,27_BESTSELLER_BLOT_WAN.png,27_BESTSELLER_BLOT_WIM.png,27_BESTSELLER_BLOT_WIM.png,27_BESTSELLER_BLOT_WAN.png,,,,WAN,WIM,,19,27
12,1712309966253,05/04/2024 09:39:26,1712313566253,1,05/04/2024 11:39:26,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,10,Testing02,Testing,hvzr65,1,response,14_MUNGOS_BLOT_WAN.png,2043.9000000000015,2041.9000000000015,2043.9000000000015,2043.9000000000015,2041.9000000000015,2043.9000000000015,1,2043.9000000000015,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,36,1i-3_36,3,Testing02,14_MUNGOS,ASK,.png,14_MUNGOS_ASK.png,BLOT,WAN,14_MUNGOS_BLOT_WAN.png,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WAN.png,14_MUNGOS_BLOT_WIM.png,,WUNG,WAN,WAN,WIM,,20,28
13,1712309971279,05/04/2024 09:39:31,1712313571279,1,05/04/2024 11:39:31,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,11,Testing02,Testing,hvzr65,1,response,32_QWC_BLOT_WUNG.png,5027.399999999907,5024.9000000000015,5027.399999999907,5027.399999999907,5024.9000000000015,5027.399999999907,1,5027.399999999907,0,0,,Click Response,RightOption,3,object-86,1i-3,_,33,1i-3_33,3,Testing02,32_QWC,ASK,.png,32_QWC_ASK.png,BLOT,WIM,32_QWC_BLOT_WIM.png,32_QWC_BLOT_WUNG.png,32_QWC_BLOT_WUNG.png,32_QWC_BLOT_WIM.png,,,,WIM,WUNG,,21,29
14,1712309974200,05/04/2024 09:39:34,1712313574200,1,05/04/2024 11:39:34,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,12,Testing02,Testing,hvzr65,1,response,19_BURYVOLDY_BLOT_WAN.png,2924.2000000000917,2916.2999999999956,2924.2000000000917,2924.2000000000917,2916.2999999999956,2924.2000000000917,1,2924.2000000000917,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,34,1i-3_34,3,Testing02,19_BURYVOLDY,ASK,.png,19_BURYVOLDY_ASK.png,BLOT,WAN,19_BURYVOLDY_BLOT_WAN.png,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WAN.png,19_BURYVOLDY_BLOT_WUNG.png,,,,WAN,WUNG,,22,30
15,1712309976282,05/04/2024 09:39:36,1712313576282,1,05/04/2024 11:39:36,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,13,Testing02,Testing,hvzr65,1,response,42_ENGLAND_BLOT_WUNG.png,2090.800000000003,2083.4000000000015,2090.800000000003,2090.800000000003,2083.4000000000015,2090.800000000003,0,2090.800000000003,0,0,,Click Response,RightOption,3,object-86,1i-3,_,40,1i-3_40,4,Testing02,42_ENGLAND,ASK,.png,42_ENGLAND_ASK.png,BLOT,WAN,42_ENGLAND_BLOT_WAN.png,42_ENGLAND_BLOT_WUNG.png,42_ENGLAND_BLOT_WAN.png,42_ENGLAND_BLOT_WUNG.png,,WUNG,WIM,WAN,WUNG,,22,31
16,1712309978728,05/04/2024 09:39:38,1712313578728,1,05/04/2024 11:39:38,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,14,Testing02,Testing,hvzr65,1,response,06_MOM_BLOT_WIM.png,2452.2999999999083,2450.0999999999985,2452.2999999999083,2452.2999999999083,2450.0999999999985,2452.2999999999083,1,2452.2999999999083,0,0,,Click Response,RightOption,3,object-86,1i-3,_,39,1i-3_39,4,Testing02,06_MOM,ASK,.png,06_MOM_ASK.png,BLOT,WUNG,06_MOM_BLOT_WUNG.png,06_MOM_BLOT_WIM.png,06_MOM_BLOT_WIM.png,06_MOM_BLOT_WUNG.png,,WAN,WUNG,WUNG,WIM,,23,32
17,1712309983599,05/04/2024 09:39:43,1712313583599,1,05/04/2024 11:39:43,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,15,Testing02,Testing,hvzr65,1,response,33_ROR_BLOT_WIM.png,4873.499999999956,4866.5,4873.499999999956,4873.499999999956,4866.5,4873.499999999956,0,4873.499999999956,0,0,,Click Response,RightOption,3,object-86,1i-3,_,38,1i-3_38,4,Testing02,33_ROR,ASK,.png,33_ROR_ASK.png,BLOT,WAN,33_ROR_BLOT_WAN.png,33_ROR_BLOT_WIM.png,33_ROR_BLOT_WAN.png,33_ROR_BLOT_WIM.png,,WIM,WUNG,WAN,WIM,,23,33
18,1712309985658,05/04/2024 09:39:45,1712313585658,1,05/04/2024 11:39:45,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,16,Testing02,Testing,hvzr65,1,response,11_RONWAND_BLOT_WUNG.png,2065.900000000096,2058.100000000006,2065.900000000096,2065.900000000096,2058.100000000006,2065.900000000096,1,2065.900000000096,0,0,,Click Response,RightOption,3,object-86,1i-3,_,37,1i-3_37,4,Testing02,11_RONWAND,ASK,.png,11_RONWAND_ASK.png,BLOT,WAN,11_RONWAND_BLOT_WAN.png,11_RONWAND_BLOT_WUNG.png,11_RONWAND_BLOT_WUNG.png,11_RONWAND_BLOT_WAN.png,,WAN,WIM,WAN,WUNG,,24,34
19,1712309989994,05/04/2024 09:39:49,1712313589994,1,05/04/2024 11:39:49,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,17,Testing02,Testing,hvzr65,1,response,25_PROSECUTE_BLOT_WUNG.png,4344.199999999997,4341.800000000003,4344.199999999997,4344.199999999997,4341.800000000003,4344.199999999997,1,4344.199999999997,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,41,1i-3_41,5,Testing02,25_PROSECUTE,ASK,.png,25_PROSECUTE_ASK.png,BLOT,WUNG,25_PROSECUTE_BLOT_WUNG.png,25_PROSECUTE_BLOT_WIM.png,25_PROSECUTE_BLOT_WUNG.png,25_PROSECUTE_BLOT_WIM.png,,WAN,WUNG,WUNG,WIM,,25,35
20,1712309992875,05/04/2024 09:39:52,1712313592875,1,05/04/2024 11:39:52,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,18,Testing02,Testing,hvzr65,1,response,21_TEACHHOG_BLOT_WIM.png,2883.300000000003,2875,2883.300000000003,2883.300000000003,2875,2883.300000000003,0,2883.300000000003,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,44,1i-3_44,5,Testing02,21_TEACHHOG,ASK,.png,21_TEACHHOG_ASK.png,BLOT,WIM,21_TEACHHOG_BLOT_WIM.png,21_TEACHHOG_BLOT_WAN.png,21_TEACHHOG_BLOT_WAN.png,21_TEACHHOG_BLOT_WIM.png,,,,WIM,WAN,,25,36
21,1712309995717,05/04/2024 09:39:55,1712313595717,1,05/04/2024 11:39:55,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,19,Testing02,Testing,hvzr65,1,response,05_AUROR_BLOT_WAN.png,2849.899999999994,2841.5,2849.899999999994,2849.899999999994,2841.5,2849.899999999994,1,2849.899999999994,0,0,,Click Response,RightOption,3,object-86,1i-3,_,42,1i-3_42,5,Testing02,05_AUROR,ASK,.png,05_AUROR_ASK.png,BLOT,WUNG,05_AUROR_BLOT_WUNG.png,05_AUROR_BLOT_WAN.png,05_AUROR_BLOT_WAN.png,05_AUROR_BLOT_WUNG.png,,WIM,WAN,WUNG,WAN,,26,37
22,1712309998519,05/04/2024 09:39:58,1712313598519,1,05/04/2024 11:39:58,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,20,Testing02,Testing,hvzr65,1,response,41_PIXIE_BLOT_WIM.png,2809.0999999999767,2800.2999999999884,2809.0999999999767,2809.0999999999767,2800.2999999999884,2809.0999999999767,1,2809.0999999999767,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,43,1i-3_43,5,Testing02,41_PIXIE,ASK,.png,41_PIXIE_ASK.png,BLOT,WIM,41_PIXIE_BLOT_WIM.png,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WIM.png,41_PIXIE_BLOT_WAN.png,,WAN,WIM,WIM,WAN,,27,38
23,1712310001731,05/04/2024 09:40:01,1712313601731,1,05/04/2024 11:40:01,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,21,Testing02,Testing,hvzr65,1,response,26_ERISED_BLOT_WIM.png,3222.7999999999593,3216.100000000006,3222.7999999999593,3222.7999999999593,3216.100000000006,3222.7999999999593,0,3222.7999999999593,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,46,1i-3_46,6,Testing02,26_ERISED,ASK,.png,26_ERISED_ASK.png,BLOT,WIM,26_ERISED_BLOT_WIM.png,26_ERISED_BLOT_WAN.png,26_ERISED_BLOT_WAN.png,26_ERISED_BLOT_WIM.png,,,,WIM,WAN,,27,39
24,1712310004915,05/04/2024 09:40:04,1712313604915,1,05/04/2024 11:40:04,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,22,Testing02,Testing,hvzr65,1,response,20_PULLSWORD_BLOT_WUNG.png,3191,3183.399999999994,3191,3191,3183.399999999994,3191,0,3191,0,0,,Click Response,RightOption,3,object-86,1i-3,_,47,1i-3_47,6,Testing02,20_PULLSWORD,ASK,.png,20_PULLSWORD_ASK.png,BLOT,WIM,20_PULLSWORD_BLOT_WIM.png,20_PULLSWORD_BLOT_WUNG.png,20_PULLSWORD_BLOT_WIM.png,20_PULLSWORD_BLOT_WUNG.png,,,,WIM,WUNG,,27,40
25,1712310007649,05/04/2024 09:40:07,1712313607649,1,05/04/2024 11:40:07,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,23,Testing02,Testing,hvzr65,1,response,07_AZKABAN_BLOT_WAN.png,2740.4999999999127,2733.2000000000116,2740.4999999999127,2740.4999999999127,2733.2000000000116,2740.4999999999127,1,2740.4999999999127,0,0,,Click Response,RightOption,3,object-86,1i-3,_,48,1i-3_48,6,Testing02,07_AZKABAN,ASK,.png,07_AZKABAN_ASK.png,BLOT,WUNG,07_AZKABAN_BLOT_WUNG.png,07_AZKABAN_BLOT_WAN.png,07_AZKABAN_BLOT_WAN.png,07_AZKABAN_BLOT_WUNG.png,,,,WUNG,WAN,,28,41
26,1712310011382,05/04/2024 09:40:11,1712313611382,1,05/04/2024 11:40:11,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,24,Testing02,Testing,hvzr65,1,response,39_STOPHAGRID_BLOT_WUNG.png,3740.399999999994,3733.199999999997,3740.399999999994,3740.399999999994,3733.199999999997,3740.399999999994,1,3740.399999999994,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,45,1i-3_45,6,Testing02,39_STOPHAGRID,ASK,.png,39_STOPHAGRID_ASK.png,BLOT,WUNG,39_STOPHAGRID_BLOT_WUNG.png,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WUNG.png,39_STOPHAGRID_BLOT_WAN.png,,,,WUNG,WAN,,29,42
27,1712310015684,05/04/2024 09:40:15,1712313615684,1,05/04/2024 11:40:15,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,25,Testing02,Testing,hvzr65,1,response,40_BURYSNAPE_BLOT_WIM.png,4309.699999999997,4308.199999999997,4309.699999999997,4309.699999999997,4308.199999999997,4309.699999999997,0,4309.699999999997,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,50,1i-3_50,7,Testing02,40_BURYSNAPE,ASK,.png,40_BURYSNAPE_ASK.png,BLOT,WIM,40_BURYSNAPE_BLOT_WIM.png,40_BURYSNAPE_BLOT_WAN.png,40_BURYSNAPE_BLOT_WAN.png,40_BURYSNAPE_BLOT_WIM.png,,,,WIM,WAN,,29,43
28,1712310021672,05/04/2024 09:40:21,1712313621672,1,05/04/2024 11:40:21,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,26,Testing02,Testing,hvzr65,1,response,04_WHEEZES_BLOT_WAN.png,5989.399999999907,5983.5,5989.399999999907,5989.399999999907,5983.5,5989.399999999907,0,5989.399999999907,0,0,,Click Response,RightOption,3,object-86,1i-3,_,49,1i-3_49,7,Testing02,04_WHEEZES,ASK,.png,04_WHEEZES_ASK.png,BLOT,WUNG,04_WHEEZES_BLOT_WUNG.png,04_WHEEZES_BLOT_WAN.png,04_WHEEZES_BLOT_WUNG.png,04_WHEEZES_BLOT_WAN.png,,,,WUNG,WAN,,29,44
29,1712310025937,05/04/2024 09:40:25,1712313625937,1,05/04/2024 11:40:25,139619,19,task-ajpl,,36765667,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,1i-3 B Testing,4,,,1i-3,,,Pass,,1i-3 B Testing,1i-3 B Testing,27,Testing02,Testing,hvzr65,1,response,35_PROPHET_BLOT_WUNG.png,4270.899999999907,4266.399999999994,4270.899999999907,4270.899999999907,4266.399999999994,4270.899999999907,0,4270.899999999907,0,0,,Click Response,LeftOption,4,object-112,1i-3,_,52,1i-3_52,7,Testing02,35_PROPHET,ASK,.png,35_PROPHET_ASK.png,BLOT,WUNG,35_PROPHET_BLOT_WUNG.png,35_PROPHET_BLOT_WAN.png,35_PROPHET_BLOT_WAN.png,35_PROPHET_BLOT_WUNG.png,,,,WUNG,WAN,,29,45
