Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: _,Spreadsheet: ,Spreadsheet: Age,Spreadsheet: Gender,Spreadsheet: Handedness,Spreadsheet: Condition,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: Image,Spreadsheet: Item,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Pronoun,Spreadsheet: Number,Spreadsheet: Auxiliary,Spreadsheet: Answer,Spreadsheet: Text,Spreadsheet: English_Equivalent,Spreadsheet: Option1,Spreadsheet: Option2,Spreadsheet: Option3,Spreadsheet: Option4,Spreadsheet: Alternative,Spreadsheet: Blot,Spreadsheet: Dots,Spreadsheet: Option A,Spreadsheet: Option B,Spreadsheet: Wrong,Spreadsheet: Right,Spreadsheet: Reply,Spreadsheet: Answer A,Spreadsheet: Answer B,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
1,1712309639712,05/04/2024 09:33:59,1712313239712,1,05/04/2024 11:33:59,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1712309641846,05/04/2024 09:34:01,1712313241846,1,05/04/2024 11:34:01,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions1,l6tegj,1,continue,,1916.6000000000004,1900,1916.6000000000004,1916.6000000000004,1900,1916.6000000000004,1,1916.6000000000004,0,0,,Click To Continue,Continue Button,2,object-8,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1712309644555,05/04/2024 09:34:04,1712313244555,1,05/04/2024 11:34:04,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions2,m22b5k,2,continue,,2728.8000000238417,2717.2,2728.8000000238417,2728.8000000238417,2717.2,2728.8000000238417,1,2728.8000000238417,0,0,,Click To Continue,Continue Button,1,object-26,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1712309646791,05/04/2024 09:34:06,1712313246791,1,05/04/2024 11:34:06,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions4,ipt5mm,3,continue,,2247.699999988079,2233,2247.699999988079,2247.699999988079,2233,2247.699999988079,1,2247.699999988079,0,0,,Click To Continue,Continue Button,2,object-32,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1712309751972,05/04/2024 09:35:51,1712313351972,1,05/04/2024 11:35:51,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions5,9ur7d5,4,continue,,105196.19999998808,105185.4,105196.19999998808,105196.19999998808,105185.4,105196.19999998808,1,105196.19999998808,0,0,,Click To Continue,Continue Button,2,object-91,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1712309756936,05/04/2024 09:35:56,1712313356936,1,05/04/2024 11:35:56,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Prolific ID,vypmqm,5,response,630660f8ad567b9e06dbf456,2150.7000000000116,4966.900000000009,4974.999999976164,2150.7000000000116,4966.900000000009,4974.999999976164,1,2150.7000000000116,2824.2999999761523,0,,Single Text Entry,Single Text Entry,2,object-283,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1712309767392,05/04/2024 09:36:07,1712313367392,1,05/04/2024 11:36:07,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions6,rts1od,6,continue,,10455.199999999997,10450.099999999991,10455.199999999997,10455.199999999997,10450.099999999991,10455.199999999997,1,10455.199999999997,0,0,,Click To Continue,Continue Button,3,object-151,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1712309767394,05/04/2024 09:36:07,1712313367394,1,05/04/2024 11:36:07,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions6,rts1od,6,response,20,6416.800000000003,10450.099999999991,10465.699999999997,6416.800000000003,10450.099999999991,10465.699999999997,1,6416.800000000003,4048.899999999994,0,,Dropdown,Age,2,object-150,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1712309767395,05/04/2024 09:36:07,1712313367395,1,05/04/2024 11:36:07,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions6,rts1od,6,response,Female,7933.599999999991,10450.099999999991,10466.599999976155,7933.599999999991,10450.099999999991,10466.599999976155,1,7933.599999999991,2532.999999976164,0,,Dropdown,Gender,5,object-154,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1712309767395,05/04/2024 09:36:07,1712313367395,1,05/04/2024 11:36:07,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions6,rts1od,6,response,Right-handed,9850.399999999994,10450.099999999991,10466.799999999988,9850.399999999994,10450.099999999991,10466.799999999988,1,9850.399999999994,616.3999999999942,0,,Dropdown,Handedness,7,object-156,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1712309775824,05/04/2024 09:36:15,1712313375824,1,05/04/2024 11:36:15,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions7,9ni7em,7,continue,,8442.799999988085,8433.399999999994,8442.799999988085,8442.799999988085,8433.399999999994,8442.799999988085,0,8442.799999988085,0,0,,Click To Continue,Continue Button,2,object-197,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1712309775824,05/04/2024 09:36:15,1712313375824,1,05/04/2024 11:36:15,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions7,9ni7em,7,response,Mad-Eye Moody,7633.399999999994,8433.399999999994,8446.100000000006,7633.399999999994,8433.399999999994,8446.100000000006,1,7633.399999999994,812.7000000000116,0,,Dropdown,Attention Check 7,4,object-199,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1712309780802,05/04/2024 09:36:20,1712313380802,1,05/04/2024 11:36:20,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions8,foqp6p,8,continue,,4990.899999988091,4983.600000000006,4990.899999988091,4990.899999988091,4983.600000000006,4990.899999988091,0,4990.899999988091,0,0,,Click To Continue,Continue Button,2,object-205,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1712309780808,05/04/2024 09:36:20,1712313380808,1,05/04/2024 11:36:20,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions8,foqp6p,8,response,Ton-Tongue Toffee,4483.600000000006,4983.600000000006,4996.500000011933,4483.600000000006,4983.600000000006,4996.500000011933,1,4483.600000000006,512.9000000119267,0,,Dropdown,Attention Check 8,3,object-206,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1712309795164,05/04/2024 09:36:35,1712313395164,1,05/04/2024 11:36:35,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions9,q3gk2e,9,continue,,14368.700000023848,14366.899999999994,14368.700000023848,14368.700000023848,14366.899999999994,14368.700000023848,1,14368.700000023848,0,0,,Click To Continue,Continue Button,2,object-75,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1712309809156,05/04/2024 09:36:49,1712313409156,1,05/04/2024 11:36:49,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Instructions,Instructions10,gxa3vr,10,continue,,13994.300000023853,13983.900000000023,13994.300000023853,13994.300000023853,13983.900000000023,13994.300000023853,1,13994.300000023853,0,0,,Click To Continue,Continue Button,2,object-165,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1712309819350,05/04/2024 09:36:59,1712313419350,1,05/04/2024 11:36:59,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Training01,Training01A,34efq7,1,response,HOAT,5933.5,10183.299999999988,10199.799999999988,5933.5,10183.299999999988,10199.799999999988,1,5933.5,4266.299999999988,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,03,MHD_03,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,HOAT,,,08_SLUGHORN_HOAT.png,HOAT,,,,,,09_WEDDING_ASK.png,BLOT,09_WEDDING_BLOT.png,HOAT,DAIN,HOAT,DAIN,09_WEDDING_DAIN.png,,DAIN,,,,
18,1712309823446,05/04/2024 09:37:03,1712313423446,1,05/04/2024 11:37:03,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Training01,Training01B,2yfdu9,2,response,,4116.800000011921,4100.399999999994,4116.800000011921,4116.800000011921,4100.399999999994,4116.800000011921,1,4116.800000011921,0,0,,Click Response,Option A,4,object-245,Training01,,1,_,,,,,MHD,03,MHD_03,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,HOAT,,,08_SLUGHORN_HOAT.png,HOAT,,,,,,09_WEDDING_ASK.png,BLOT,09_WEDDING_BLOT.png,HOAT,DAIN,HOAT,DAIN,09_WEDDING_DAIN.png,,DAIN,,,,
19,1712309826617,05/04/2024 09:37:06,1712313426617,1,05/04/2024 11:37:06,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,1,Training01,Training01C,1ouhhw,3,continue,,3187.299999988085,3183,3187.299999988085,3187.299999988085,3183,3187.299999988085,1,3187.299999988085,0,0,,Click To Continue,Continue Button,6,object-272,Training01,,1,_,,,,,MHD,03,MHD_03,08_SLUGHORN,,ASK,.png,08_SLUGHORN_ASK.png,HOAT,,,08_SLUGHORN_HOAT.png,HOAT,,,,,,09_WEDDING_ASK.png,BLOT,09_WEDDING_BLOT.png,HOAT,DAIN,HOAT,DAIN,09_WEDDING_DAIN.png,,DAIN,,,,
20,1712309833056,05/04/2024 09:37:13,1712313433056,1,05/04/2024 11:37:13,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,2,Training01,Training01A,34efq7,1,response,MELK,4550.600000000006,6433.5,6442.799999988085,4550.600000000006,6433.5,6442.799999988085,1,4550.600000000006,1892.199999988079,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,02,MHD_02,04_HUFFLEPUFF,,ASK,.png,04_HUFFLEPUFF_ASK.png,MELK,,,04_HUFFLEPUFF_MELK.png,MELK,,,,,,06_OPENSECRET_ASK.png,BLOT,06_OPENSECRET_BLOT.png,DAIN,MELK,MELK,DAIN,06_OPENSECRET_DAIN.png,DAIN,,,,,
21,1712309836822,05/04/2024 09:37:16,1712313436822,1,05/04/2024 11:37:16,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,2,Training01,Training01B,2yfdu9,2,response,,3775.7000000238477,3766.7000000000116,3775.7000000238477,3775.7000000238477,3766.7000000000116,3775.7000000238477,1,3775.7000000238477,0,0,,Click Response,Option B,5,object-246,Training01,,1,_,,,,,MHD,02,MHD_02,04_HUFFLEPUFF,,ASK,.png,04_HUFFLEPUFF_ASK.png,MELK,,,04_HUFFLEPUFF_MELK.png,MELK,,,,,,06_OPENSECRET_ASK.png,BLOT,06_OPENSECRET_BLOT.png,DAIN,MELK,MELK,DAIN,06_OPENSECRET_DAIN.png,DAIN,,,,,
22,1712309839535,05/04/2024 09:37:19,1712313439535,1,05/04/2024 11:37:19,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,2,Training01,Training01C,1ouhhw,3,continue,,2722.2999999761523,2717.1999999999825,2722.2999999761523,2722.2999999761523,2717.1999999999825,2722.2999999761523,1,2722.2999999761523,0,0,,Click To Continue,Continue Button,6,object-272,Training01,,1,_,,,,,MHD,02,MHD_02,04_HUFFLEPUFF,,ASK,.png,04_HUFFLEPUFF_ASK.png,MELK,,,04_HUFFLEPUFF_MELK.png,MELK,,,,,,06_OPENSECRET_ASK.png,BLOT,06_OPENSECRET_BLOT.png,DAIN,MELK,MELK,DAIN,06_OPENSECRET_DAIN.png,DAIN,,,,,
23,1712309846531,05/04/2024 09:37:26,1712313446531,1,05/04/2024 11:37:26,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,3,Training01,Training01A,34efq7,1,response,DAIN,3350.2000000000116,6983.3000000000175,7000.000000000029,3350.2000000000116,6983.3000000000175,7000.000000000029,1,3350.2000000000116,3649.8000000000175,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,06,MHD_06,18_CEILING,,ASK,.png,18_CEILING_ASK.png,DAIN,,,18_CEILING_DAIN.png,DAIN,,,,,,17_PETRIFIED_ASK.png,BLOT,17_PETRIFIED_BLOT.png,HOAT,DAIN,DAIN,HOAT,17_PETRIFIED_HOAT.png,HOAT,,,,,
24,1712309848263,05/04/2024 09:37:28,1712313448263,1,05/04/2024 11:37:28,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,3,Training01,Training01B,2yfdu9,2,response,,1749.000000023836,1733.6000000000058,1749.000000023836,1749.000000023836,1733.6000000000058,1749.000000023836,1,1749.000000023836,0,0,,Click Response,Option A,4,object-245,Training01,,1,_,,,,,MHD,06,MHD_06,18_CEILING,,ASK,.png,18_CEILING_ASK.png,DAIN,,,18_CEILING_DAIN.png,DAIN,,,,,,17_PETRIFIED_ASK.png,BLOT,17_PETRIFIED_BLOT.png,HOAT,DAIN,DAIN,HOAT,17_PETRIFIED_HOAT.png,HOAT,,,,,
25,1712309849318,05/04/2024 09:37:29,1712313449318,1,05/04/2024 11:37:29,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,3,Training01,Training01C,1ouhhw,3,continue,,1070.9999999880674,1066.2999999999884,1070.9999999880674,1070.9999999880674,1066.2999999999884,1070.9999999880674,1,1070.9999999880674,0,0,,Click To Continue,Continue Button,6,object-272,Training01,,1,_,,,,,MHD,06,MHD_06,18_CEILING,,ASK,.png,18_CEILING_ASK.png,DAIN,,,18_CEILING_DAIN.png,DAIN,,,,,,17_PETRIFIED_ASK.png,BLOT,17_PETRIFIED_BLOT.png,HOAT,DAIN,DAIN,HOAT,17_PETRIFIED_HOAT.png,HOAT,,,,,
26,1712309853403,05/04/2024 09:37:33,1712313453403,1,05/04/2024 11:37:33,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,4,Training01,Training01A,34efq7,1,response,HOAT,2300.2999999999884,4083.2999999999884,4089,2300.2999999999884,4083.2999999999884,4089,1,2300.2999999999884,1788.7000000000116,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,05,MHD_05,14_TOPMARK,,ASK,.png,14_TOPMARK_ASK.png,HOAT,,,14_TOPMARK_HOAT.png,HOAT,,,,,,13_GRYFFINDOR_ASK.png,BLOT,13_GRYFFINDOR_BLOT.png,MELK,HOAT,HOAT,MELK,13_GRYFFINDOR_MELK.png,MELK,,,,,
27,1712309854808,05/04/2024 09:37:34,1712313454808,1,05/04/2024 11:37:34,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,4,Training01,Training01B,2yfdu9,2,response,,1411.3000000238535,1400.4000000000233,1411.3000000238535,1411.3000000238535,1400.4000000000233,1411.3000000238535,1,1411.3000000238535,0,0,,Click Response,Option A,4,object-245,Training01,,1,_,,,,,MHD,05,MHD_05,14_TOPMARK,,ASK,.png,14_TOPMARK_ASK.png,HOAT,,,14_TOPMARK_HOAT.png,HOAT,,,,,,13_GRYFFINDOR_ASK.png,BLOT,13_GRYFFINDOR_BLOT.png,MELK,HOAT,HOAT,MELK,13_GRYFFINDOR_MELK.png,MELK,,,,,
28,1712309855969,05/04/2024 09:37:35,1712313455969,1,05/04/2024 11:37:35,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,4,Training01,Training01C,1ouhhw,3,continue,,1171.1999999761465,1166.3999999999942,1171.1999999761465,1171.1999999761465,1166.3999999999942,1171.1999999761465,1,1171.1999999761465,0,0,,Click To Continue,Continue Button,6,object-272,Training01,,1,_,,,,,MHD,05,MHD_05,14_TOPMARK,,ASK,.png,14_TOPMARK_ASK.png,HOAT,,,14_TOPMARK_HOAT.png,HOAT,,,,,,13_GRYFFINDOR_ASK.png,BLOT,13_GRYFFINDOR_BLOT.png,MELK,HOAT,HOAT,MELK,13_GRYFFINDOR_MELK.png,MELK,,,,,
29,1712309860987,05/04/2024 09:37:40,1712313460987,1,05/04/2024 11:37:40,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,5,Training01,Training01A,34efq7,1,response,DAIN,3433.399999999994,5016.6999999999825,5022.799999976152,3433.399999999994,5016.6999999999825,5022.799999976152,1,3433.399999999994,1589.3999999761581,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,04,MHD_04,12_TOAD,,ASK,.png,12_TOAD_ASK.png,DAIN,,,12_TOAD_DAIN.png,DAIN,,,,,,10_TROLL_ASK.png,BLOT,10_TROLL_BLOT.png,DAIN,MELK,DAIN,MELK,10_TROLL_MELK.png,,MELK,,,,
30,1712309863019,05/04/2024 09:37:43,1712313463019,1,05/04/2024 11:37:43,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,5,Training01,Training01B,2yfdu9,2,response,,2039.0999999761698,2033.4000000000233,2039.0999999761698,2039.0999999761698,2033.4000000000233,2039.0999999761698,1,2039.0999999761698,0,0,,Click Response,Option B,5,object-246,Training01,,1,_,,,,,MHD,04,MHD_04,12_TOAD,,ASK,.png,12_TOAD_ASK.png,DAIN,,,12_TOAD_DAIN.png,DAIN,,,,,,10_TROLL_ASK.png,BLOT,10_TROLL_BLOT.png,DAIN,MELK,DAIN,MELK,10_TROLL_MELK.png,,MELK,,,,
31,1712309864555,05/04/2024 09:37:44,1712313464555,1,05/04/2024 11:37:44,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,5,Training01,Training01C,1ouhhw,3,continue,,1540.9000000238302,1533.5999999999767,1540.9000000238302,1540.9000000238302,1533.5999999999767,1540.9000000238302,1,1540.9000000238302,0,0,,Click To Continue,Continue Button,6,object-272,Training01,,1,_,,,,,MHD,04,MHD_04,12_TOAD,,ASK,.png,12_TOAD_ASK.png,DAIN,,,12_TOAD_DAIN.png,DAIN,,,,,,10_TROLL_ASK.png,BLOT,10_TROLL_BLOT.png,DAIN,MELK,DAIN,MELK,10_TROLL_MELK.png,,MELK,,,,
32,1712309870185,05/04/2024 09:37:50,1712313470185,1,05/04/2024 11:37:50,139619,19,task-xxab,,36765477,BLIND,10840145,,complete,,660fc5782f0044080140f37f,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1280x720,1272x598,,,0,Melk-Hoat-Dain A Training,6,,,1e-3,Pass,,,,Melk-Hoat-Dain Training,Melk-Hoat-Dain Training,6,Training01,Training01A,34efq7,1,response,MELK,2333.100000000006,5633.200000000012,5637.899999988091,2333.100000000006,5633.200000000012,5637.899999988091,1,2333.100000000006,3304.799999988085,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,_,,,,,MHD,01,MHD_01,01_LOCKET,,ASK,.png,01_LOCKET_ASK.png,MELK,,,01_LOCKET_MELK.png,MELK,,,,,,02_SNITCH_ASK.png,BLOT,02_SNITCH_BLOT.png,MELK,HOAT,MELK,HOAT,02_SNITCH_HOAT.png,,HOAT,,,,
