Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: Condition,Spreadsheet: _,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Pronoun,Spreadsheet: Aux,Spreadsheet: Answer,Spreadsheet: ,Spreadsheet: Text,Spreadsheet: Alternative,Spreadsheet: Dots,Spreadsheet: Option A,Spreadsheet: Option B,Spreadsheet: Wrong,Spreadsheet: Right,Spreadsheet: Reply,Spreadsheet: Answer A,Spreadsheet: Answer B,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
45,1712311061608,05/04/2024 09:57:41,1712314661608,1,05/04/2024 11:57:41,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,13,Training02,TrainingA,34efq7,1,response,WOUX WUNG,6147.799999999988,8646.899999999965,8658.999999988067,6147.799999999988,8646.899999999965,8658.999999988067,1,6147.799999999988,2511.199999988079,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,16,1i-2_16,4,Training02,42_ENGLAND,ASK,.png,42_ENGLAND_ASK.png,WOUX,WUNG,42_ENGLAND_WOUX_WUNG.png,,WOUX WUNG,41_PIXIE_ASK.png,41_PIXIE_DOTS.png,FICH WAN,WOUX WUNG,WOUX WUNG,FICH WAN,41_PIXIE_FICH_WAN.png,FICH WAN,,,,,
46,1712311069077,05/04/2024 09:57:49,1712314669077,1,05/04/2024 11:57:49,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,13,Training02,TrainingB,2yfdu9,2,response,,7480.399999999965,7464,7480.399999999965,7480.399999999965,7464,7480.399999999965,1,7480.399999999965,0,0,,Click Response,Option A,4,object-245,1i-2,_,16,1i-2_16,4,Training02,42_ENGLAND,ASK,.png,42_ENGLAND_ASK.png,WOUX,WUNG,42_ENGLAND_WOUX_WUNG.png,,WOUX WUNG,41_PIXIE_ASK.png,41_PIXIE_DOTS.png,FICH WAN,WOUX WUNG,WOUX WUNG,FICH WAN,41_PIXIE_FICH_WAN.png,FICH WAN,,,,,
47,1712311070021,05/04/2024 09:57:50,1712314670021,1,05/04/2024 11:57:50,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,13,Training02,TrainingC,1ouhhw,3,continue,,961.5000000238651,949.9000000000233,961.5000000238651,961.5000000238651,949.9000000000233,961.5000000238651,1,961.5000000238651,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,16,1i-2_16,4,Training02,42_ENGLAND,ASK,.png,42_ENGLAND_ASK.png,WOUX,WUNG,42_ENGLAND_WOUX_WUNG.png,,WOUX WUNG,41_PIXIE_ASK.png,41_PIXIE_DOTS.png,FICH WAN,WOUX WUNG,WOUX WUNG,FICH WAN,41_PIXIE_FICH_WAN.png,FICH WAN,,,,,
48,1712311080044,05/04/2024 09:58:00,1712314680044,1,05/04/2024 11:58:00,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,14,Training02,TrainingA,34efq7,1,response,FICH WAN,7763.900000000023,10013.099999999977,10029.699999999953,7763.900000000023,10013.099999999977,10029.699999999953,1,7763.900000000023,2265.79999999993,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,15,1i-2_15,4,Training02,06_MOM,ASK,.png,06_MOM_ASK.png,FICH,WAN,06_MOM_FICH_WAN.png,,FICH WAN,26_ERISED_ASK.png,26_ERISED_DOTS.png,FICH WAN,RUSP WIM,FICH WAN,RUSP WIM,26_ERISED_RUSP_WIM.png,,RUSP WIM,,,,
49,1712311085536,05/04/2024 09:58:05,1712314685536,1,05/04/2024 11:58:05,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,14,Training02,TrainingB,2yfdu9,2,response,,5513.799999976181,5498.200000000012,5513.799999976181,5513.799999976181,5498.200000000012,5513.799999976181,1,5513.799999976181,0,0,,Click Response,Option B,5,object-246,1i-2,_,15,1i-2_15,4,Training02,06_MOM,ASK,.png,06_MOM_ASK.png,FICH,WAN,06_MOM_FICH_WAN.png,,FICH WAN,26_ERISED_ASK.png,26_ERISED_DOTS.png,FICH WAN,RUSP WIM,FICH WAN,RUSP WIM,26_ERISED_RUSP_WIM.png,,RUSP WIM,,,,
50,1712311091973,05/04/2024 09:58:11,1712314691973,1,05/04/2024 11:58:11,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,14,Training02,TrainingC,1ouhhw,3,continue,,6452.000000011933,6447.700000000012,6452.000000011933,6452.000000011933,6447.700000000012,6452.000000011933,1,6452.000000011933,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,15,1i-2_15,4,Training02,06_MOM,ASK,.png,06_MOM_ASK.png,FICH,WAN,06_MOM_FICH_WAN.png,,FICH WAN,26_ERISED_ASK.png,26_ERISED_DOTS.png,FICH WAN,RUSP WIM,FICH WAN,RUSP WIM,26_ERISED_RUSP_WIM.png,,RUSP WIM,,,,
51,1712311100547,05/04/2024 09:58:20,1712314700547,1,05/04/2024 11:58:20,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,15,Training02,TrainingA,34efq7,1,response,ZETH WAN,7130.799999999988,8563.900000000023,8578.899999976158,7130.799999999988,8563.900000000023,8578.899999976158,1,7130.799999999988,1448.0999999761698,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,14,1i-2_14,4,Training02,33_ROR,ASK,.png,33_ROR_ASK.png,ZETH,WAN,33_ROR_ZETH_WAN.png,,ZETH WAN,19_BURYVOLDY_ASK.png,19_BURYVOLDY_DOTS.png,ZETH WAN,WOUX WUNG,ZETH WAN,WOUX WUNG,19_BURYVOLDY_WOUX_WUNG.png,,WOUX WUNG,,,,
52,1712311107631,05/04/2024 09:58:27,1712314707631,1,05/04/2024 11:58:27,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,15,Training02,TrainingB,2yfdu9,2,response,,7097.700000000012,7081,7097.700000000012,7097.700000000012,7081,7097.700000000012,1,7097.700000000012,0,0,,Click Response,Option A,4,object-245,1i-2,_,14,1i-2_14,4,Training02,33_ROR,ASK,.png,33_ROR_ASK.png,ZETH,WAN,33_ROR_ZETH_WAN.png,,ZETH WAN,19_BURYVOLDY_ASK.png,19_BURYVOLDY_DOTS.png,ZETH WAN,WOUX WUNG,ZETH WAN,WOUX WUNG,19_BURYVOLDY_WOUX_WUNG.png,,WOUX WUNG,,,,
53,1712311108842,05/04/2024 09:58:28,1712314708842,1,05/04/2024 11:58:28,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,15,Training02,TrainingC,1ouhhw,3,continue,,1228.7000000238186,1216,1228.7000000238186,1228.7000000238186,1216,1228.7000000238186,1,1228.7000000238186,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,14,1i-2_14,4,Training02,33_ROR,ASK,.png,33_ROR_ASK.png,ZETH,WAN,33_ROR_ZETH_WAN.png,,ZETH WAN,19_BURYVOLDY_ASK.png,19_BURYVOLDY_DOTS.png,ZETH WAN,WOUX WUNG,ZETH WAN,WOUX WUNG,19_BURYVOLDY_WOUX_WUNG.png,,WOUX WUNG,,,,
54,1712311117464,05/04/2024 09:58:37,1712314717464,1,05/04/2024 11:58:37,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,16,Training02,TrainingA,34efq7,1,response,RUSP WIM,6847.899999999965,8613.599999999977,8630.199999999953,6847.899999999965,8613.599999999977,8630.199999999953,1,6847.899999999965,1782.2999999999884,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,13,1i-2_13,4,Training02,11_RONWAND,ASK,.png,11_RONWAND_ASK.png,RUSP,WIM,11_RONWAND_RUSP_WIM.png,,RUSP WIM,06_MOM_ASK.png,06_MOM_DOTS.png,ZETH WAN,RUSP WIM,RUSP WIM,ZETH WAN,06_MOM_ZETH_WAN.png,ZETH WAN,,,,,
55,1712311123302,05/04/2024 09:58:43,1712314723302,1,05/04/2024 11:58:43,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,16,Training02,TrainingB,2yfdu9,2,response,,5859.600000023842,5848.099999999977,5859.600000023842,5859.600000023842,5848.099999999977,5859.600000023842,1,5859.600000023842,0,0,,Click Response,Option A,4,object-245,1i-2,_,13,1i-2_13,4,Training02,11_RONWAND,ASK,.png,11_RONWAND_ASK.png,RUSP,WIM,11_RONWAND_RUSP_WIM.png,,RUSP WIM,06_MOM_ASK.png,06_MOM_DOTS.png,ZETH WAN,RUSP WIM,RUSP WIM,ZETH WAN,06_MOM_ZETH_WAN.png,ZETH WAN,,,,,
56,1712311125561,05/04/2024 09:58:45,1712314725561,1,05/04/2024 11:58:45,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,16,Training02,TrainingC,1ouhhw,3,continue,,2270.0999999881024,2266,2270.0999999881024,2270.0999999881024,2266,2270.0999999881024,1,2270.0999999881024,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,13,1i-2_13,4,Training02,11_RONWAND,ASK,.png,11_RONWAND_ASK.png,RUSP,WIM,11_RONWAND_RUSP_WIM.png,,RUSP WIM,06_MOM_ASK.png,06_MOM_DOTS.png,ZETH WAN,RUSP WIM,RUSP WIM,ZETH WAN,06_MOM_ZETH_WAN.png,ZETH WAN,,,,,
57,1712311134451,05/04/2024 09:58:54,1712314734451,1,05/04/2024 11:58:54,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,17,Training02,TrainingA,34efq7,1,response,RUSP WIM,4714.900000000023,8880.300000000047,8894.400000000023,4714.900000000023,8880.300000000047,8894.400000000023,1,4714.900000000023,4179.5,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,17,1i-2_17,5,Training02,25_PROSECUTE,ASK,.png,25_PROSECUTE_ASK.png,RUSP,WIM,25_PROSECUTE_RUSP_WIM.png,,RUSP WIM,04_WHEEZES_ASK.png,04_WHEEZES_DOTS.png,FICH WAN,RUSP WIM,RUSP WIM,FICH WAN,04_WHEEZES_FICH_WAN.png,FICH WAN,,,,,
58,1712311139108,05/04/2024 09:58:59,1712314739108,1,05/04/2024 11:58:59,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,17,Training02,TrainingB,2yfdu9,2,response,,4670.799999988056,4665.399999999965,4670.799999988056,4670.799999988056,4665.399999999965,4670.799999988056,1,4670.799999988056,0,0,,Click Response,Option A,4,object-245,1i-2,_,17,1i-2_17,5,Training02,25_PROSECUTE,ASK,.png,25_PROSECUTE_ASK.png,RUSP,WIM,25_PROSECUTE_RUSP_WIM.png,,RUSP WIM,04_WHEEZES_ASK.png,04_WHEEZES_DOTS.png,FICH WAN,RUSP WIM,RUSP WIM,FICH WAN,04_WHEEZES_FICH_WAN.png,FICH WAN,,,,,
59,1712311139815,05/04/2024 09:58:59,1712314739815,1,05/04/2024 11:58:59,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,17,Training02,TrainingC,1ouhhw,3,continue,,712.5000000119326,699.2000000000116,712.5000000119326,712.5000000119326,699.2000000000116,712.5000000119326,1,712.5000000119326,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,17,1i-2_17,5,Training02,25_PROSECUTE,ASK,.png,25_PROSECUTE_ASK.png,RUSP,WIM,25_PROSECUTE_RUSP_WIM.png,,RUSP WIM,04_WHEEZES_ASK.png,04_WHEEZES_DOTS.png,FICH WAN,RUSP WIM,RUSP WIM,FICH WAN,04_WHEEZES_FICH_WAN.png,FICH WAN,,,,,
60,1712311146045,05/04/2024 09:59:06,1712314746045,1,05/04/2024 11:59:06,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,18,Training02,TrainingA,34efq7,1,response,WOUX WUNG,3115.7000000000116,6231.599999999977,6242.699999988079,3115.7000000000116,6231.599999999977,6242.699999988079,1,3115.7000000000116,3126.9999999880674,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,20,1i-2_20,5,Training02,21_TEACHHOG,ASK,.png,21_TEACHHOG_ASK.png,WOUX,WUNG,21_TEACHHOG_WOUX_WUNG.png,,WOUX WUNG,42_ENGLAND_ASK.png,42_ENGLAND_DOTS.png,WOUX WUNG,ZETH WAN,WOUX WUNG,ZETH WAN,42_ENGLAND_ZETH_WAN.png,,ZETH WAN,,,,
61,1712311149042,05/04/2024 09:59:09,1712314749042,1,05/04/2024 11:59:09,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,18,Training02,TrainingB,2yfdu9,2,response,,3008.9000000000233,2999,3008.9000000000233,3008.9000000000233,2999,3008.9000000000233,1,3008.9000000000233,0,0,,Click Response,Option A,4,object-245,1i-2,_,20,1i-2_20,5,Training02,21_TEACHHOG,ASK,.png,21_TEACHHOG_ASK.png,WOUX,WUNG,21_TEACHHOG_WOUX_WUNG.png,,WOUX WUNG,42_ENGLAND_ASK.png,42_ENGLAND_DOTS.png,WOUX WUNG,ZETH WAN,WOUX WUNG,ZETH WAN,42_ENGLAND_ZETH_WAN.png,,ZETH WAN,,,,
62,1712311149891,05/04/2024 09:59:09,1712314749891,1,05/04/2024 11:59:09,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,18,Training02,TrainingC,1ouhhw,3,continue,,858.4000000000233,849.4000000000233,858.4000000000233,858.4000000000233,849.4000000000233,858.4000000000233,1,858.4000000000233,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,20,1i-2_20,5,Training02,21_TEACHHOG,ASK,.png,21_TEACHHOG_ASK.png,WOUX,WUNG,21_TEACHHOG_WOUX_WUNG.png,,WOUX WUNG,42_ENGLAND_ASK.png,42_ENGLAND_DOTS.png,WOUX WUNG,ZETH WAN,WOUX WUNG,ZETH WAN,42_ENGLAND_ZETH_WAN.png,,ZETH WAN,,,,
63,1712311159899,05/04/2024 09:59:19,1712314759899,1,05/04/2024 11:59:19,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,19,Training02,TrainingA,34efq7,1,response,FICH WAN,4332.299999999988,9996.5,10013.099999999977,4332.299999999988,9996.5,10013.099999999977,1,4332.299999999988,5680.799999999988,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,19,1i-2_19,5,Training02,41_PIXIE,ASK,.png,41_PIXIE_ASK.png,FICH,WAN,41_PIXIE_FICH_WAN.png,,FICH WAN,35_PROPHET_ASK.png,35_PROPHET_DOTS.png,WOUX WUNG,FICH WAN,FICH WAN,WOUX WUNG,35_PROPHET_WOUX_WUNG.png,WOUX WUNG,,,,,
64,1712311163755,05/04/2024 09:59:23,1712314763755,1,05/04/2024 11:59:23,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,19,Training02,TrainingB,2yfdu9,2,response,,3876.300000011921,3865.5,3876.300000011921,3876.300000011921,3865.5,3876.300000011921,1,3876.300000011921,0,0,,Click Response,Option A,4,object-245,1i-2,_,19,1i-2_19,5,Training02,41_PIXIE,ASK,.png,41_PIXIE_ASK.png,FICH,WAN,41_PIXIE_FICH_WAN.png,,FICH WAN,35_PROPHET_ASK.png,35_PROPHET_DOTS.png,WOUX WUNG,FICH WAN,FICH WAN,WOUX WUNG,35_PROPHET_WOUX_WUNG.png,WOUX WUNG,,,,,
65,1712311164631,05/04/2024 09:59:24,1712314764631,1,05/04/2024 11:59:24,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,19,Training02,TrainingC,1ouhhw,3,continue,,886.8999999761581,882.9000000000233,886.8999999761581,886.8999999761581,882.9000000000233,886.8999999761581,1,886.8999999761581,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,19,1i-2_19,5,Training02,41_PIXIE,ASK,.png,41_PIXIE_ASK.png,FICH,WAN,41_PIXIE_FICH_WAN.png,,FICH WAN,35_PROPHET_ASK.png,35_PROPHET_DOTS.png,WOUX WUNG,FICH WAN,FICH WAN,WOUX WUNG,35_PROPHET_WOUX_WUNG.png,WOUX WUNG,,,,,
66,1712311169879,05/04/2024 09:59:29,1712314769879,1,05/04/2024 11:59:29,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,20,Training02,TrainingA,34efq7,1,response,ZETH WAN,3998.6999999999534,5231.5,5248.100000000035,3998.6999999999534,5231.5,5248.100000000035,1,3998.6999999999534,1249.4000000000815,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,18,1i-2_18,5,Training02,05_AUROR,ASK,.png,05_AUROR_ASK.png,ZETH,WAN,05_AUROR_ZETH_WAN.png,,ZETH WAN,11_RONWAND_ASK.png,11_RONWAND_DOTS.png,ZETH WAN,RUSP WIM,ZETH WAN,RUSP WIM,11_RONWAND_RUSP_WIM.png,,RUSP WIM,,,,
67,1712311173173,05/04/2024 09:59:33,1712314773173,1,05/04/2024 11:59:33,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,20,Training02,TrainingB,2yfdu9,2,response,,3314.7000000238186,3299.0999999999767,3314.7000000238186,3314.7000000238186,3299.0999999999767,3314.7000000238186,1,3314.7000000238186,0,0,,Click Response,Option B,5,object-246,1i-2,_,18,1i-2_18,5,Training02,05_AUROR,ASK,.png,05_AUROR_ASK.png,ZETH,WAN,05_AUROR_ZETH_WAN.png,,ZETH WAN,11_RONWAND_ASK.png,11_RONWAND_DOTS.png,ZETH WAN,RUSP WIM,ZETH WAN,RUSP WIM,11_RONWAND_RUSP_WIM.png,,RUSP WIM,,,,
68,1712311174888,05/04/2024 09:59:34,1712314774888,1,05/04/2024 11:59:34,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,20,Training02,TrainingC,1ouhhw,3,continue,,1731,1715.9000000000233,1731,1731,1715.9000000000233,1731,1,1731,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,18,1i-2_18,5,Training02,05_AUROR,ASK,.png,05_AUROR_ASK.png,ZETH,WAN,05_AUROR_ZETH_WAN.png,,ZETH WAN,11_RONWAND_ASK.png,11_RONWAND_DOTS.png,ZETH WAN,RUSP WIM,ZETH WAN,RUSP WIM,11_RONWAND_RUSP_WIM.png,,RUSP WIM,,,,
69,1712311179827,05/04/2024 09:59:39,1712314779827,1,05/04/2024 11:59:39,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,21,Training02,TrainingA,34efq7,1,response,WOUX WUNG,2999,4948.299999999988,4953.900000011898,2999,4948.299999999988,4953.900000011898,1,2999,1954.9000000118976,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,24,1i-2_24,6,Training02,07_AZKABAN,ASK,.png,07_AZKABAN_ASK.png,WOUX,WUNG,07_AZKABAN_WOUX_WUNG.png,,WOUX WUNG,32_QWC_ASK.png,32_QWC_DOTS.png,WOUX WUNG,RUSP WIM,WOUX WUNG,RUSP WIM,32_QWC_RUSP_WIM.png,,RUSP WIM,,,,
70,1712311184224,05/04/2024 09:59:44,1712314784224,1,05/04/2024 11:59:44,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,21,Training02,TrainingB,2yfdu9,2,response,,4402.100000011909,4398.5,4402.100000011909,4402.100000011909,4398.5,4402.100000011909,1,4402.100000011909,0,0,,Click Response,Option B,5,object-246,1i-2,_,24,1i-2_24,6,Training02,07_AZKABAN,ASK,.png,07_AZKABAN_ASK.png,WOUX,WUNG,07_AZKABAN_WOUX_WUNG.png,,WOUX WUNG,32_QWC_ASK.png,32_QWC_DOTS.png,WOUX WUNG,RUSP WIM,WOUX WUNG,RUSP WIM,32_QWC_RUSP_WIM.png,,RUSP WIM,,,,
71,1712311184902,05/04/2024 09:59:44,1712314784902,1,05/04/2024 11:59:44,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,21,Training02,TrainingC,1ouhhw,3,continue,,681.9000000238302,666.7999999999884,681.9000000238302,681.9000000238302,666.7999999999884,681.9000000238302,1,681.9000000238302,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,24,1i-2_24,6,Training02,07_AZKABAN,ASK,.png,07_AZKABAN_ASK.png,WOUX,WUNG,07_AZKABAN_WOUX_WUNG.png,,WOUX WUNG,32_QWC_ASK.png,32_QWC_DOTS.png,WOUX WUNG,RUSP WIM,WOUX WUNG,RUSP WIM,32_QWC_RUSP_WIM.png,,RUSP WIM,,,,
72,1712311192563,05/04/2024 09:59:52,1712314792563,1,05/04/2024 11:59:52,139619,19,task-kgvj,,36765984,BLIND,10840205,,complete,,660fc729226c896cc77d372e,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x738,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,22,Training02,TrainingA,34efq7,1,response,FICH WAN,6414.099999999977,7663.700000000012,7676.5,6414.099999999977,7663.700000000012,7676.5,1,6414.099999999977,1262.4000000000233,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,23,1i-2_23,6,Training02,20_PULLSWORD,ASK,.png,20_PULLSWORD_ASK.png,FICH,WAN,20_PULLSWORD_FICH_WAN.png,,FICH WAN,28_GALLEONS_ASK.png,28_GALLEONS_DOTS.png,FICH WAN,ZETH WAN,FICH WAN,ZETH WAN,28_GALLEONS_ZETH_WAN.png,,ZETH WAN,,,,
