Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: Condition,Spreadsheet: _,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Pronoun,Spreadsheet: Aux,Spreadsheet: Answer,Spreadsheet: ,Spreadsheet: Text,Spreadsheet: Alternative,Spreadsheet: Dots,Spreadsheet: Option A,Spreadsheet: Option B,Spreadsheet: Wrong,Spreadsheet: Right,Spreadsheet: Reply,Spreadsheet: Answer A,Spreadsheet: Answer B,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
1,1712309407969,05/04/2024 09:30:07,1712313007969,1,05/04/2024 11:30:07,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1712309410547,05/04/2024 09:30:10,1712313010547,1,05/04/2024 11:30:10,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,1,Instructions,Attention Check 5,4xnmv6,1,continue,,2416.2,2409.8999999999996,2416.2,2416.2,2409.8999999999996,2416.2,1,2416.2,0,0,,Click To Continue,Continue Button,4,object-285,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,
3,1712309410548,05/04/2024 09:30:10,1712313010548,1,05/04/2024 11:30:10,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,1,Instructions,Attention Check 5,4xnmv6,1,response,Accio!,1965.4199999999998,2409.8999999999996,2416.8399999999992,1965.4199999999998,2409.8999999999996,2416.8399999999992,1,1965.4199999999998,451.4199999999994,0,,Dropdown,Dropdown5,3,object-284,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,
4,1712309414059,05/04/2024 09:30:14,1712313014059,1,05/04/2024 11:30:14,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,1,Instructions,Attention Check 6,wf497f,2,continue,,3518.3,3514.1800000000003,3518.3,3518.3,3514.1800000000003,3518.3,1,3518.3,0,0,,Click To Continue,Continue Button,4,object-292,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,
5,1712309414060,05/04/2024 09:30:14,1712313014060,1,05/04/2024 11:30:14,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,1,Instructions,Attention Check 6,wf497f,2,response,The Invisibility Cloak,2979.42,3514.1800000000003,3519.3,2979.42,3514.1800000000003,3519.3,1,2979.42,539.8800000000001,0,,Dropdown,Dropdown6,3,object-291,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,
6,1712309416135,05/04/2024 09:30:16,1712313016135,1,05/04/2024 11:30:16,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,1,Instructions,Instructions01,plcrvy,3,continue,,2079.12,2076.5600000000004,2079.12,2079.12,2076.5600000000004,2079.12,1,2079.12,0,0,,Click To Continue,Continue Button,3,object-297,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,
7,1712309423843,05/04/2024 09:30:23,1712313023843,1,05/04/2024 11:30:23,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,1,Instructions,Instructions 02,q3gk2e,4,continue,,7711.5599999999995,7709.5599999999995,7711.5599999999995,7711.5599999999995,7709.5599999999995,7711.5599999999995,1,7711.5599999999995,0,0,,Click To Continue,Continue Button,2,object-75,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,
8,1712309426082,05/04/2024 09:30:26,1712313026082,1,05/04/2024 11:30:26,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,1,Instructions,Instructions 03,gxa3vr,5,continue,,2242,2236.2999999999993,2242,2242,2236.2999999999993,2242,1,2242,0,0,,Click To Continue,Continue Button,1,object-165,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,
9,1712309432991,05/04/2024 09:30:32,1712313032991,1,05/04/2024 11:30:32,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,1,Training02,TrainingA,34efq7,1,response,FICH WAN,4285.5,6910.700000000001,6914.700000000001,4285.5,6910.700000000001,6914.700000000001,1,4285.5,2629.2000000000007,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,03,1i-2_03,1,Training02,13_QUIBBLER,ASK,.png,13_QUIBBLER_ASK.png,FICH,WAN,13_QUIBBLER_FICH_WAN.png,,FICH WAN,27_BESTSELLER_ASK.png,27_BESTSELLER_DOTS.png,RUSP WIM,FICH WAN,FICH WAN,RUSP WIM,27_BESTSELLER_RUSP_WIM.png,RUSP WIM,,,,,
10,1712309434190,05/04/2024 09:30:34,1712313034190,1,05/04/2024 11:30:34,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,1,Training02,TrainingB,2yfdu9,2,response,,1203,1201.4799999999996,1203,1203,1201.4799999999996,1203,1,1203,0,0,,Click Response,Option A,4,object-245,1i-2,_,03,1i-2_03,1,Training02,13_QUIBBLER,ASK,.png,13_QUIBBLER_ASK.png,FICH,WAN,13_QUIBBLER_FICH_WAN.png,,FICH WAN,27_BESTSELLER_ASK.png,27_BESTSELLER_DOTS.png,RUSP WIM,FICH WAN,FICH WAN,RUSP WIM,27_BESTSELLER_RUSP_WIM.png,RUSP WIM,,,,,
11,1712309438996,05/04/2024 09:30:38,1712313038996,1,05/04/2024 11:30:38,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,1,Training02,TrainingC,1ouhhw,3,continue,,4805.939999999999,4799,4805.939999999999,4805.939999999999,4799,4805.939999999999,1,4805.939999999999,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,03,1i-2_03,1,Training02,13_QUIBBLER,ASK,.png,13_QUIBBLER_ASK.png,FICH,WAN,13_QUIBBLER_FICH_WAN.png,,FICH WAN,27_BESTSELLER_ASK.png,27_BESTSELLER_DOTS.png,RUSP WIM,FICH WAN,FICH WAN,RUSP WIM,27_BESTSELLER_RUSP_WIM.png,RUSP WIM,,,,,
12,1712309447153,05/04/2024 09:30:47,1712313047153,1,05/04/2024 11:30:47,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,2,Training02,TrainingA,34efq7,1,response,WOUX WUNG,2930.7999999999993,8161.16,8164.52,2930.7999999999993,8161.16,8164.52,1,2930.7999999999993,5233.720000000001,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,04,1i-2_04,1,Training02,35_PROPHET,ASK,.png,35_PROPHET_ASK.png,WOUX,WUNG,35_PROPHET_WOUX_WUNG.png,,WOUX WUNG,40_BURYSNAPE_ASK.png,40_BURYSNAPE_DOTS.png,WOUX WUNG,FICH WAN,WOUX WUNG,FICH WAN,40_BURYSNAPE_FICH_WAN.png,,FICH WAN,,,,
13,1712309449825,05/04/2024 09:30:49,1712313049825,1,05/04/2024 11:30:49,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,2,Training02,TrainingB,2yfdu9,2,response,,2675.3600000000006,2673.840000000004,2675.3600000000006,2675.3600000000006,2673.840000000004,2675.3600000000006,1,2675.3600000000006,0,0,,Click Response,Option B,5,object-246,1i-2,_,04,1i-2_04,1,Training02,35_PROPHET,ASK,.png,35_PROPHET_ASK.png,WOUX,WUNG,35_PROPHET_WOUX_WUNG.png,,WOUX WUNG,40_BURYSNAPE_ASK.png,40_BURYSNAPE_DOTS.png,WOUX WUNG,FICH WAN,WOUX WUNG,FICH WAN,40_BURYSNAPE_FICH_WAN.png,,FICH WAN,,,,
14,1712309450622,05/04/2024 09:30:50,1712313050622,1,05/04/2024 11:30:50,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,2,Training02,TrainingC,1ouhhw,3,continue,,798.5199999999968,791.7199999999939,798.5199999999968,798.5199999999968,791.7199999999939,798.5199999999968,1,798.5199999999968,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,04,1i-2_04,1,Training02,35_PROPHET,ASK,.png,35_PROPHET_ASK.png,WOUX,WUNG,35_PROPHET_WOUX_WUNG.png,,WOUX WUNG,40_BURYSNAPE_ASK.png,40_BURYSNAPE_DOTS.png,WOUX WUNG,FICH WAN,WOUX WUNG,FICH WAN,40_BURYSNAPE_FICH_WAN.png,,FICH WAN,,,,
15,1712309455122,05/04/2024 09:30:55,1712313055122,1,05/04/2024 11:30:55,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,3,Training02,TrainingA,34efq7,1,response,RUSP WIM,1694.5800000000017,4500.360000000001,4507.299999999996,1694.5800000000017,4500.360000000001,4507.299999999996,1,1694.5800000000017,2812.719999999994,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,01,1i-2_01,1,Training02,04_WHEEZES,ASK,.png,04_WHEEZES_ASK.png,RUSP,WIM,04_WHEEZES_RUSP_WIM.png,,RUSP WIM,05_AUROR_ASK.png,05_AUROR_DOTS.png,RUSP WIM,ZETH WAN,RUSP WIM,ZETH WAN,05_AUROR_ZETH_WAN.png,,ZETH WAN,,,,
16,1712309456351,05/04/2024 09:30:56,1712313056351,1,05/04/2024 11:30:56,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,3,Training02,TrainingB,2yfdu9,2,response,,1236.2000000000044,1229.260000000002,1236.2000000000044,1236.2000000000044,1229.260000000002,1236.2000000000044,1,1236.2000000000044,0,0,,Click Response,Option B,5,object-246,1i-2,_,01,1i-2_01,1,Training02,04_WHEEZES,ASK,.png,04_WHEEZES_ASK.png,RUSP,WIM,04_WHEEZES_RUSP_WIM.png,,RUSP WIM,05_AUROR_ASK.png,05_AUROR_DOTS.png,RUSP WIM,ZETH WAN,RUSP WIM,ZETH WAN,05_AUROR_ZETH_WAN.png,,ZETH WAN,,,,
17,1712309457086,05/04/2024 09:30:57,1712313057086,1,05/04/2024 11:30:57,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,3,Training02,TrainingC,1ouhhw,3,continue,,742.1800000000003,736.1800000000003,742.1800000000003,742.1800000000003,736.1800000000003,742.1800000000003,1,742.1800000000003,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,01,1i-2_01,1,Training02,04_WHEEZES,ASK,.png,04_WHEEZES_ASK.png,RUSP,WIM,04_WHEEZES_RUSP_WIM.png,,RUSP WIM,05_AUROR_ASK.png,05_AUROR_DOTS.png,RUSP WIM,ZETH WAN,RUSP WIM,ZETH WAN,05_AUROR_ZETH_WAN.png,,ZETH WAN,,,,
18,1712309461228,05/04/2024 09:31:01,1712313061228,1,05/04/2024 11:31:01,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,4,Training02,TrainingA,34efq7,1,response,ZETH WAN,1541.7799999999988,4139.220000000001,4146.1600000000035,1541.7799999999988,4139.220000000001,4146.1600000000035,1,1541.7799999999988,2604.3800000000047,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,02,1i-2_02,1,Training02,40_BURYSNAPE,ASK,.png,40_BURYSNAPE_ASK.png,ZETH,WAN,40_BURYSNAPE_ZETH_WAN.png,,ZETH WAN,20_PULLSWORD_ASK.png,20_PULLSWORD_DOTS.png,WOUX WUNG,ZETH WAN,ZETH WAN,WOUX WUNG,20_PULLSWORD_WOUX_WUNG.png,WOUX WUNG,,,,,
19,1712309462747,05/04/2024 09:31:02,1712313062747,1,05/04/2024 11:31:02,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,4,Training02,TrainingB,2yfdu9,2,response,,1527.7799999999988,1521.8600000000006,1527.7799999999988,1527.7799999999988,1521.8600000000006,1527.7799999999988,1,1527.7799999999988,0,0,,Click Response,Option A,4,object-245,1i-2,_,02,1i-2_02,1,Training02,40_BURYSNAPE,ASK,.png,40_BURYSNAPE_ASK.png,ZETH,WAN,40_BURYSNAPE_ZETH_WAN.png,,ZETH WAN,20_PULLSWORD_ASK.png,20_PULLSWORD_DOTS.png,WOUX WUNG,ZETH WAN,ZETH WAN,WOUX WUNG,20_PULLSWORD_WOUX_WUNG.png,WOUX WUNG,,,,,
20,1712309464735,05/04/2024 09:31:04,1712313064735,1,05/04/2024 11:31:04,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,4,Training02,TrainingC,1ouhhw,3,continue,,1992.9199999999983,1986.2599999999948,1992.9199999999983,1992.9199999999983,1986.2599999999948,1992.9199999999983,1,1992.9199999999983,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,02,1i-2_02,1,Training02,40_BURYSNAPE,ASK,.png,40_BURYSNAPE_ASK.png,ZETH,WAN,40_BURYSNAPE_ZETH_WAN.png,,ZETH WAN,20_PULLSWORD_ASK.png,20_PULLSWORD_DOTS.png,WOUX WUNG,ZETH WAN,ZETH WAN,WOUX WUNG,20_PULLSWORD_WOUX_WUNG.png,WOUX WUNG,,,,,
21,1712309469341,05/04/2024 09:31:09,1712313069341,1,05/04/2024 11:31:09,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,5,Training02,TrainingA,34efq7,1,response,FICH WAN,1645.9800000000032,4611.480000000003,4613.6600000000035,1645.9800000000032,4611.480000000003,4613.6600000000035,1,1645.9800000000032,2967.6800000000003,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,07,1i-2_07,2,Training02,34_FANLETTERS,ASK,.png,34_FANLETTERS_ASK.png,FICH,WAN,34_FANLETTERS_FICH_WAN.png,,FICH WAN,34_FANLETTERS_ASK.png,34_FANLETTERS_DOTS.png,FICH WAN,WOUX WUNG,FICH WAN,WOUX WUNG,34_FANLETTERS_WOUX_WUNG.png,,WOUX WUNG,,,,
22,1712309470481,05/04/2024 09:31:10,1712313070481,1,05/04/2024 11:31:10,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,5,Training02,TrainingB,2yfdu9,2,response,,1141.1800000000003,1138.9800000000032,1141.1800000000003,1141.1800000000003,1138.9800000000032,1141.1800000000003,1,1141.1800000000003,0,0,,Click Response,Option B,5,object-246,1i-2,_,07,1i-2_07,2,Training02,34_FANLETTERS,ASK,.png,34_FANLETTERS_ASK.png,FICH,WAN,34_FANLETTERS_FICH_WAN.png,,FICH WAN,34_FANLETTERS_ASK.png,34_FANLETTERS_DOTS.png,FICH WAN,WOUX WUNG,FICH WAN,WOUX WUNG,34_FANLETTERS_WOUX_WUNG.png,,WOUX WUNG,,,,
23,1712309471116,05/04/2024 09:31:11,1712313071116,1,05/04/2024 11:31:11,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,5,Training02,TrainingC,1ouhhw,3,continue,,638.1999999999971,632,638.1999999999971,638.1999999999971,632,638.1999999999971,1,638.1999999999971,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,07,1i-2_07,2,Training02,34_FANLETTERS,ASK,.png,34_FANLETTERS_ASK.png,FICH,WAN,34_FANLETTERS_FICH_WAN.png,,FICH WAN,34_FANLETTERS_ASK.png,34_FANLETTERS_DOTS.png,FICH WAN,WOUX WUNG,FICH WAN,WOUX WUNG,34_FANLETTERS_WOUX_WUNG.png,,WOUX WUNG,,,,
24,1712309480394,05/04/2024 09:31:20,1712313080394,1,05/04/2024 11:31:20,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,6,Training02,TrainingA,34efq7,1,response,ZETH WAN,1507.0599999999977,9278.520000000004,9284.199999999997,1507.0599999999977,9278.520000000004,9284.199999999997,1,1507.0599999999977,7777.139999999999,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,06,1i-2_06,2,Training02,12_SKEETER,ASK,.png,12_SKEETER_ASK.png,ZETH,WAN,12_SKEETER_ZETH_WAN.png,,ZETH WAN,12_SKEETER_ASK.png,12_SKEETER_DOTS.png,RUSP WIM,ZETH WAN,ZETH WAN,RUSP WIM,12_SKEETER_RUSP_WIM.png,RUSP WIM,,,,,
25,1712309482194,05/04/2024 09:31:22,1712313082194,1,05/04/2024 11:31:22,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,6,Training02,TrainingB,2yfdu9,2,response,,1805.679999999993,1798.7599999999948,1805.679999999993,1805.679999999993,1798.7599999999948,1805.679999999993,1,1805.679999999993,0,0,,Click Response,Option B,5,object-246,1i-2,_,06,1i-2_06,2,Training02,12_SKEETER,ASK,.png,12_SKEETER_ASK.png,ZETH,WAN,12_SKEETER_ZETH_WAN.png,,ZETH WAN,12_SKEETER_ASK.png,12_SKEETER_DOTS.png,RUSP WIM,ZETH WAN,ZETH WAN,RUSP WIM,12_SKEETER_RUSP_WIM.png,RUSP WIM,,,,,
26,1712309483478,05/04/2024 09:31:23,1712313083478,1,05/04/2024 11:31:23,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,6,Training02,TrainingC,1ouhhw,3,continue,,1290.9199999999983,1284.8199999999924,1290.9199999999983,1290.9199999999983,1284.8199999999924,1290.9199999999983,1,1290.9199999999983,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,06,1i-2_06,2,Training02,12_SKEETER,ASK,.png,12_SKEETER_ASK.png,ZETH,WAN,12_SKEETER_ZETH_WAN.png,,ZETH WAN,12_SKEETER_ASK.png,12_SKEETER_DOTS.png,RUSP WIM,ZETH WAN,ZETH WAN,RUSP WIM,12_SKEETER_RUSP_WIM.png,RUSP WIM,,,,,
27,1712309488155,05/04/2024 09:31:28,1712313088155,1,05/04/2024 11:31:28,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,7,Training02,TrainingA,34efq7,1,response,RUSP WIM,1798.7600000000093,4680.940000000002,4683.100000000006,1798.7600000000093,4680.940000000002,4683.100000000006,1,1798.7600000000093,2884.3399999999965,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,05,1i-2_05,2,Training02,18_LIVEGODRIC,ASK,.png,18_LIVEGODRIC_ASK.png,RUSP,WIM,18_LIVEGODRIC_RUSP_WIM.png,,RUSP WIM,07_AZKABAN_ASK.png,07_AZKABAN_DOTS.png,RUSP WIM,FICH WAN,RUSP WIM,FICH WAN,07_AZKABAN_FICH_WAN.png,,FICH WAN,,,,
28,1712309489046,05/04/2024 09:31:29,1712313089046,1,05/04/2024 11:31:29,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,7,Training02,TrainingB,2yfdu9,2,response,,892.1600000000035,888.9600000000064,892.1600000000035,892.1600000000035,888.9600000000064,892.1600000000035,1,892.1600000000035,0,0,,Click Response,Option B,5,object-246,1i-2,_,05,1i-2_05,2,Training02,18_LIVEGODRIC,ASK,.png,18_LIVEGODRIC_ASK.png,RUSP,WIM,18_LIVEGODRIC_RUSP_WIM.png,,RUSP WIM,07_AZKABAN_ASK.png,07_AZKABAN_DOTS.png,RUSP WIM,FICH WAN,RUSP WIM,FICH WAN,07_AZKABAN_FICH_WAN.png,,FICH WAN,,,,
29,1712309489975,05/04/2024 09:31:29,1712313089975,1,05/04/2024 11:31:29,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,7,Training02,TrainingC,1ouhhw,3,continue,,932.0200000000041,925.0800000000017,932.0200000000041,932.0200000000041,925.0800000000017,932.0200000000041,1,932.0200000000041,0,0,,Click To Continue,Continue Button,6,object-272,1i-2,_,05,1i-2_05,2,Training02,18_LIVEGODRIC,ASK,.png,18_LIVEGODRIC_ASK.png,RUSP,WIM,18_LIVEGODRIC_RUSP_WIM.png,,RUSP WIM,07_AZKABAN_ASK.png,07_AZKABAN_DOTS.png,RUSP WIM,FICH WAN,RUSP WIM,FICH WAN,07_AZKABAN_FICH_WAN.png,,FICH WAN,,,,
30,1712309494111,05/04/2024 09:31:34,1712313094111,1,05/04/2024 11:31:34,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,8,Training02,TrainingA,34efq7,1,response,WOUX WUNG,1520.9599999999919,4139.220000000001,4144.119999999995,1520.9599999999919,4139.220000000001,4144.119999999995,1,1520.9599999999919,2623.1600000000035,0,,Single Text Entry,TextResponseA,4,object-97,1i-2,_,08,1i-2_08,2,Training02,28_GALLEONS,ASK,.png,28_GALLEONS_ASK.png,WOUX,WUNG,28_GALLEONS_WOUX_WUNG.png,,WOUX WUNG,39_STOPHAGRID_ASK.png,39_STOPHAGRID_DOTS.png,ZETH WAN,WOUX WUNG,WOUX WUNG,ZETH WAN,39_STOPHAGRID_ZETH_WAN.png,ZETH WAN,,,,,
31,1712309495113,05/04/2024 09:31:35,1712313095113,1,05/04/2024 11:31:35,139619,19,task-kgvj,,36765374,BLIND,10840090,,complete,,660fc322811834434617091d,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1920x1080,1920x919,,,0,1i-2 A Training,4,,,1i-2,,Pass,,,1i-2 A Training,1i-2 A Training,8,Training02,TrainingB,2yfdu9,2,response,,1005.8999999999942,1000.0799999999872,1005.8999999999942,1005.8999999999942,1000.0799999999872,1005.8999999999942,1,1005.8999999999942,0,0,,Click Response,Option A,4,object-245,1i-2,_,08,1i-2_08,2,Training02,28_GALLEONS,ASK,.png,28_GALLEONS_ASK.png,WOUX,WUNG,28_GALLEONS_WOUX_WUNG.png,,WOUX WUNG,39_STOPHAGRID_ASK.png,39_STOPHAGRID_DOTS.png,ZETH WAN,WOUX WUNG,WOUX WUNG,ZETH WAN,39_STOPHAGRID_ZETH_WAN.png,ZETH WAN,,,,,
