Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: Condition,Spreadsheet: _,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Blot,Spreadsheet: Aux,Spreadsheet: Port,Spreadsheet: Starboard,Spreadsheet: Correct,Spreadsheet: Incorrect,Spreadsheet: ,Spreadsheet: Y,Spreadsheet: N,Spreadsheet: L,Spreadsheet: R,Manipulation: Spreadsheet,Store: correct,Store: total
31,1714055610207,25/04/2024 14:33:30,1714059210207,1,25/04/2024 16:33:30,139619,19,task-slet,,37263515,BLIND,10987751,,complete,,662a6467f8652bd4b65a43ca,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2560x1440,1280x1294,,,0,1e-1i B Testing,7,Pass,,1e-1i,,,,,1e-1i B Testing,1e-1i B Testing,29,Testing02,Testing,hvzr65,1,response,28_GALLEONS_BLOT_WUNG.png,3770.799999856943,3766.5,3770.799999856943,3770.799999856943,3766.5,3770.799999856943,1,3770.799999856943,0,0,,Click Response,RightOption,3,object-86,1e-1i,_,56,1e-1i_56,8,Testing02,28_GALLEONS,ASK,.png,28_GALLEONS_ASK.png,BLOT,WIM,28_GALLEONS_BLOT_WIM.png,28_GALLEONS_BLOT_WUNG.png,28_GALLEONS_BLOT_WUNG.png,28_GALLEONS_BLOT_WIM.png,,,,WIM,WUNG,,32,47
32,1714055613683,25/04/2024 14:33:33,1714059213683,1,25/04/2024 16:33:33,139619,19,task-slet,,37263515,BLIND,10987751,,complete,,662a6467f8652bd4b65a43ca,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2560x1440,1280x1294,,,0,1e-1i B Testing,7,Pass,,1e-1i,,,,,1e-1i B Testing,1e-1i B Testing,30,Testing02,Testing,hvzr65,1,response,18_LIVEGODRIC_BLOT_WIM.png,3479.899999999994,3466.600000000006,3479.899999999994,3479.899999999994,3466.600000000006,3479.899999999994,0,3479.899999999994,0,0,,Click Response,RightOption,3,object-86,1e-1i,_,53,1e-1i_53,8,Testing02,18_LIVEGODRIC,ASK,.png,18_LIVEGODRIC_ASK.png,BLOT,WAN,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WIM.png,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WIM.png,,,,WAN,WIM,,32,48
33,1714055617421,25/04/2024 14:33:37,1714059217421,1,25/04/2024 16:33:37,139619,19,task-slet,,37263515,BLIND,10987751,,complete,,662a6467f8652bd4b65a43ca,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2560x1440,1280x1294,,,0,1e-1i B Testing,7,Pass,,1e-1i,,,,,1e-1i B Testing,1e-1i B Testing,31,Testing02,Testing,hvzr65,1,response,34_FANLETTERS_BLOT_WAN.png,3749.6999999999534,3733.0999999999767,3749.6999999999534,3749.6999999999534,3733.0999999999767,3749.6999999999534,0,3749.6999999999534,0,0,,Click Response,RightOption,3,object-86,1e-1i,_,55,1e-1i_55,8,Testing02,34_FANLETTERS,ASK,.png,34_FANLETTERS_ASK.png,BLOT,WIM,34_FANLETTERS_BLOT_WIM.png,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WIM.png,34_FANLETTERS_BLOT_WAN.png,,,,WIM,WAN,,32,49
34,1714055619439,25/04/2024 14:33:39,1714059219439,1,25/04/2024 16:33:39,139619,19,task-slet,,37263515,BLIND,10987751,,complete,,662a6467f8652bd4b65a43ca,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2560x1440,1280x1294,,,0,1e-1i B Testing,7,Pass,,1e-1i,,,,,1e-1i B Testing,1e-1i B Testing,32,Testing02,Testing,hvzr65,1,response,12_SKEETER_BLOT_WAN.png,2033.2999999999884,2016.6000000000058,2033.2999999999884,2033.2999999999884,2016.6000000000058,2033.2999999999884,1,2033.2999999999884,0,0,,Click Response,RightOption,3,object-86,1e-1i,_,54,1e-1i_54,8,Testing02,12_SKEETER,ASK,.png,12_SKEETER_ASK.png,BLOT,WUNG,12_SKEETER_BLOT_WUNG.png,12_SKEETER_BLOT_WAN.png,12_SKEETER_BLOT_WAN.png,12_SKEETER_BLOT_WUNG.png,,,,WUNG,WAN,,33,50
35,1714055621124,25/04/2024 14:33:41,1714059221124,1,25/04/2024 16:33:41,139619,19,task-slet,,37263515,BLIND,10987751,,complete,,662a6467f8652bd4b65a43ca,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2560x1440,1280x1294,,,0,1e-1i B Testing,7,Pass,,1e-1i,,,,,1e-1i B Testing,1e-1i B Testing,33,Testing02,Testing,hvzr65,1,response,14_MUNGOS_BLOT_WUNG.png,1705.1000000000058,1700,1705.1000000000058,1705.1000000000058,1700,1705.1000000000058,1,1705.1000000000058,0,0,,Click Response,LeftOption,4,object-112,1e-1i,_,60,1e-1i_60,9,Testing02,14_MUNGOS,ASK,.png,14_MUNGOS_ASK.png,BLOT,WUNG,14_MUNGOS_BLOT_WUNG.png,14_MUNGOS_BLOT_WAN.png,14_MUNGOS_BLOT_WUNG.png,14_MUNGOS_BLOT_WAN.png,,,,WUNG,WAN,,34,51
36,1714055623047,25/04/2024 14:33:43,1714059223047,1,25/04/2024 16:33:43,139619,19,task-slet,,37263515,BLIND,10987751,,complete,,662a6467f8652bd4b65a43ca,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2560x1440,1280x1294,,,0,1e-1i B Testing,7,Pass,,1e-1i,,,,,1e-1i B Testing,1e-1i B Testing,34,Testing02,Testing,hvzr65,1,response,19_BURYVOLDY_BLOT_WAN.png,1927.3000000476895,1916.5,1927.3000000476895,1927.3000000476895,1916.5,1927.3000000476895,1,1927.3000000476895,0,0,,Click Response,LeftOption,4,object-112,1e-1i,_,58,1e-1i_58,9,Testing02,19_BURYVOLDY,ASK,.png,19_BURYVOLDY_ASK.png,BLOT,WAN,19_BURYVOLDY_BLOT_WAN.png,19_BURYVOLDY_BLOT_WIM.png,19_BURYVOLDY_BLOT_WAN.png,19_BURYVOLDY_BLOT_WIM.png,,,,WAN,WIM,,35,52
37,1714055625223,25/04/2024 14:33:45,1714059225223,1,25/04/2024 16:33:45,139619,19,task-slet,,37263515,BLIND,10987751,,complete,,662a6467f8652bd4b65a43ca,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2560x1440,1280x1294,,,0,1e-1i B Testing,7,Pass,,1e-1i,,,,,1e-1i B Testing,1e-1i B Testing,35,Testing02,Testing,hvzr65,1,response,32_QWC_BLOT_WUNG.png,2187.899999952322,2183.3000000000175,2187.899999952322,2187.899999952322,2183.3000000000175,2187.899999952322,0,2187.899999952322,0,0,,Click Response,LeftOption,4,object-112,1e-1i,_,57,1e-1i_57,9,Testing02,32_QWC,ASK,.png,32_QWC_ASK.png,BLOT,WUNG,32_QWC_BLOT_WUNG.png,32_QWC_BLOT_WAN.png,32_QWC_BLOT_WAN.png,32_QWC_BLOT_WUNG.png,,,,WUNG,WAN,,35,53
38,1714055629218,25/04/2024 14:33:49,1714059229218,1,25/04/2024 16:33:49,139619,19,task-slet,,37263515,BLIND,10987751,,complete,,662a6467f8652bd4b65a43ca,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2560x1440,1280x1294,,,0,1e-1i B Testing,7,Pass,,1e-1i,,,,,1e-1i B Testing,1e-1i B Testing,36,Testing02,Testing,hvzr65,1,response,27_BESTSELLER_BLOT_WUNG.png,3999.399999904621,3983.1999999999825,3999.399999904621,3999.399999904621,3983.1999999999825,3999.399999904621,0,3999.399999904621,0,0,,Click Response,LeftOption,4,object-112,1e-1i,_,59,1e-1i_59,9,Testing02,27_BESTSELLER,ASK,.png,27_BESTSELLER_ASK.png,BLOT,WUNG,27_BESTSELLER_BLOT_WUNG.png,27_BESTSELLER_BLOT_WIM.png,27_BESTSELLER_BLOT_WIM.png,27_BESTSELLER_BLOT_WUNG.png,,,,WUNG,WIM,,35,54
39,1714055630915,25/04/2024 14:33:50,1714059230915,1,25/04/2024 16:33:50,139619,19,task-slet,,37263515,BLIND,10987751,,complete,,662a6467f8652bd4b65a43ca,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2560x1440,1280x1294,,,0,1e-1i B Testing,7,Pass,,1e-1i,,,,,1e-1i B Testing,1e-1i B Testing,37,Testing02,Testing,hvzr65,1,response,42_ENGLAND_BLOT_WUNG.png,1712.6999999046384,1699.8999999999942,1712.6999999046384,1712.6999999046384,1699.8999999999942,1712.6999999046384,1,1712.6999999046384,0,0,,Click Response,LeftOption,4,object-112,1e-1i,_,64,1e-1i_64,10,Testing02,42_ENGLAND,ASK,.png,42_ENGLAND_ASK.png,BLOT,WUNG,42_ENGLAND_BLOT_WUNG.png,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WUNG.png,42_ENGLAND_BLOT_WIM.png,,,,WUNG,WIM,,36,55
40,1714055634369,25/04/2024 14:33:54,1714059234369,1,25/04/2024 16:33:54,139619,19,task-slet,,37263515,BLIND,10987751,,complete,,662a6467f8652bd4b65a43ca,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2560x1440,1280x1294,,,0,1e-1i B Testing,7,Pass,,1e-1i,,,,,1e-1i B Testing,1e-1i B Testing,38,Testing02,Testing,hvzr65,1,response,06_MOM_BLOT_WIM.png,3466.4000000000233,3449.8000000000175,3466.4000000000233,3466.4000000000233,3449.8000000000175,3466.4000000000233,1,3466.4000000000233,0,0,,Click Response,RightOption,3,object-86,1e-1i,_,63,1e-1i_63,10,Testing02,06_MOM,ASK,.png,06_MOM_ASK.png,BLOT,WAN,06_MOM_BLOT_WAN.png,06_MOM_BLOT_WIM.png,06_MOM_BLOT_WIM.png,06_MOM_BLOT_WAN.png,,,,WAN,WIM,,37,56
