Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
3,1712489071558,07/04/2024 11:24:31,1712492671558,1,07/04/2024 13:24:31,139619,19,task-77zz,,36808342,BLIND,10853383,,complete,,66127d52a6d69e8a71a74e55,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,response,Pumpkin Pasties,8532,11215.4,11219.59999999404,8532,11215.4,11219.59999999404,1,8532,2687.5999999940395,0,,Dropdown,Dropdown,4,object-10,End,
4,1712489083390,07/04/2024 11:24:43,1712492683390,1,07/04/2024 13:24:43,139619,19,task-77zz,,36808342,BLIND,10853383,,complete,,66127d52a6d69e8a71a74e55,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,continue,,11835.399999982119,11833.300000000001,11835.399999982119,11835.399999982119,11833.300000000001,11835.399999982119,0,11835.399999982119,0,0,,Click To Continue,Continue Button,2,object-14,End,
5,1712489083391,07/04/2024 11:24:43,1712492683391,1,07/04/2024 13:24:43,139619,19,task-77zz,,36808342,BLIND,10853383,,complete,,66127d52a6d69e8a71a74e55,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,response,Nimbus Two Thousand,11316.6,11833.300000000001,11836.399999982119,11316.6,11833.300000000001,11836.399999982119,1,11316.6,519.7999999821186,0,,Dropdown,Attention Check 6,3,object-15,End,
6,1712489101623,07/04/2024 11:25:01,1712492701623,1,07/04/2024 13:25:01,139619,19,task-77zz,,36808342,BLIND,10853383,,complete,,66127d52a6d69e8a71a74e55,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Fich Question,old87p,3,response,WIZARD,14949.999999999996,18233.3,18235.99999998808,14949.999999999996,18233.3,18235.99999998808,1,14949.999999999996,3285.999999988082,0,,Single Text Entry,Fich Response,2,object-22,End,
7,1712489114485,07/04/2024 11:25:14,1712492714485,1,07/04/2024 13:25:14,139619,19,task-77zz,,36808342,BLIND,10853383,,complete,,66127d52a6d69e8a71a74e55,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Rusp Question,bed5c4,4,response,WITCH,6316.800000000003,12850,12864.199999988079,6316.800000000003,12850,12864.199999988079,1,6316.800000000003,6547.399999988076,0,,Single Text Entry,Rusp Response,2,object-27,End,
8,1712489119904,07/04/2024 11:25:19,1712492719904,1,07/04/2024 13:25:19,139619,19,task-77zz,,36808342,BLIND,10853383,,complete,,66127d52a6d69e8a71a74e55,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Woux Question,sjwn2l,5,response,STUDENT,2983.4000000000015,5416.5999999999985,5433.199999999997,2983.4000000000015,5416.5999999999985,5433.199999999997,1,2983.4000000000015,2449.7999999999956,0,,Single Text Entry,Woux Response,2,object-33,End,
9,1712489123210,07/04/2024 11:25:23,1712492723210,1,07/04/2024 13:25:23,139619,19,task-77zz,,36808342,BLIND,10853383,,complete,,66127d52a6d69e8a71a74e55,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Zeth Question,1zn881,6,response,TEACHER,1483.5,3316.7000000000044,3322.800000005962,1483.5,3316.7000000000044,3322.800000005962,1,1483.5,1839.300000005962,0,,Single Text Entry,Zeth Response,2,object-37,End,
10,1712489125508,07/04/2024 11:25:25,1712492725508,1,07/04/2024 13:25:25,139619,19,task-77zz,,36808342,BLIND,10853383,,complete,,66127d52a6d69e8a71a74e55,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Screen 1,otfijt,7,continue,,2303.9999999821157,2300.0999999999985,2303.9999999821157,2303.9999999821157,2300.0999999999985,2303.9999999821157,1,2303.9999999821157,0,0,,Click To Continue,Continue Button,2,object-4,End,
11,1712489125509,07/04/2024 11:25:25,1712492725509,1,07/04/2024 13:25:25,139619,19,task-77zz,,36808342,BLIND,10853383,,complete,,66127d52a6d69e8a71a74e55,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1714055622304,25/04/2024 14:33:42,1714059222304,1,25/04/2024 16:33:42,139619,19,task-77zz,,37263588,BLIND,10987777,,complete,,662a651b3677c480d53e2182,computer,Desktop or Laptop,Mac OS 10.15,Firefox 125.0,1440x900,1371x732,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1714055627296,25/04/2024 14:33:47,1714059227296,1,25/04/2024 16:33:47,139619,19,task-77zz,,37263588,BLIND,10987777,,complete,,662a651b3677c480d53e2182,computer,Desktop or Laptop,Mac OS 10.15,Firefox 125.0,1440x900,1371x732,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,continue,,4994.24,4980.9,4994.24,4994.24,4980.9,4994.24,0,4994.24,0,0,,Click To Continue,Continue Button,2,object-8,End,
3,1714055627297,25/04/2024 14:33:47,1714059227297,1,25/04/2024 16:33:47,139619,19,task-77zz,,37263588,BLIND,10987777,,complete,,662a651b3677c480d53e2182,computer,Desktop or Laptop,Mac OS 10.15,Firefox 125.0,1440x900,1371x732,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,response,Pumpkin Pasties,3844.6399999999994,4980.9,4995.24,3844.6399999999994,4980.9,4995.24,1,3844.6399999999994,1150.6000000000004,0,,Dropdown,Dropdown,4,object-10,End,
4,1714055631560,25/04/2024 14:33:51,1714059231560,1,25/04/2024 16:33:51,139619,19,task-77zz,,37263588,BLIND,10987777,,complete,,662a651b3677c480d53e2182,computer,Desktop or Laptop,Mac OS 10.15,Firefox 125.0,1440x900,1371x732,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,continue,,4274.34,4261.5,4274.34,4274.34,4261.5,4274.34,0,4274.34,0,0,,Click To Continue,Continue Button,2,object-14,End,
5,1714055631563,25/04/2024 14:33:51,1714059231563,1,25/04/2024 16:33:51,139619,19,task-77zz,,37263588,BLIND,10987777,,complete,,662a651b3677c480d53e2182,computer,Desktop or Laptop,Mac OS 10.15,Firefox 125.0,1440x900,1371x732,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,response,Nimbus Two Thousand,3526.2000000000007,4261.5,4279.299999999999,3526.2000000000007,4261.5,4279.299999999999,1,3526.2000000000007,753.0999999999985,0,,Dropdown,Attention Check 6,3,object-15,End,
6,1714055660551,25/04/2024 14:34:20,1714059260551,1,25/04/2024 16:34:20,139619,19,task-77zz,,37263588,BLIND,10987777,,complete,,662a651b3677c480d53e2182,computer,Desktop or Laptop,Mac OS 10.15,Firefox 125.0,1440x900,1371x732,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Fich Question,old87p,3,response,We all,7251.98,28993.600000000002,29006.84,7251.98,28993.600000000002,29006.84,1,7251.98,21754.86,0,,Single Text Entry,Fich Response,2,object-22,End,
7,1714055666267,25/04/2024 14:34:26,1714059266267,1,25/04/2024 16:34:26,139619,19,task-77zz,,37263588,BLIND,10987777,,complete,,662a651b3677c480d53e2182,computer,Desktop or Laptop,Mac OS 10.15,Firefox 125.0,1440x900,1371x732,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Rusp Question,bed5c4,4,response,did,4110.639999999999,5715.32,5727.239999999998,4110.639999999999,5715.32,5727.239999999998,1,4110.639999999999,1616.5999999999985,0,,Single Text Entry,Rusp Response,2,object-27,End,
8,1714055677988,25/04/2024 14:34:37,1714059277988,1,25/04/2024 16:34:37,139619,19,task-77zz,,37263588,BLIND,10987777,,complete,,662a651b3677c480d53e2182,computer,Desktop or Laptop,Mac OS 10.15,Firefox 125.0,1440x900,1371x732,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Woux Question,sjwn2l,5,response,We all,6316.4000000000015,11714,11729.660000000003,6316.4000000000015,11714,11729.660000000003,1,6316.4000000000015,5413.260000000002,0,,Single Text Entry,Woux Response,2,object-33,End,
9,1714055690103,25/04/2024 14:34:50,1714059290103,1,25/04/2024 16:34:50,139619,19,task-77zz,,37263588,BLIND,10987777,,complete,,662a651b3677c480d53e2182,computer,Desktop or Laptop,Mac OS 10.15,Firefox 125.0,1440x900,1371x732,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Zeth Question,1zn881,6,response,They all,9943.479999999996,12116.740000000005,12133.460000000006,9943.479999999996,12116.740000000005,12133.460000000006,1,9943.479999999996,2189.9800000000105,0,,Single Text Entry,Zeth Response,2,object-37,End,
10,1714055692839,25/04/2024 14:34:52,1714059292839,1,25/04/2024 16:34:52,139619,19,task-77zz,,37263588,BLIND,10987777,,complete,,662a651b3677c480d53e2182,computer,Desktop or Laptop,Mac OS 10.15,Firefox 125.0,1440x900,1371x732,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Screen 1,otfijt,7,continue,,2753.179999999993,2739.699999999997,2753.179999999993,2753.179999999993,2739.699999999997,2753.179999999993,1,2753.179999999993,0,0,,Click To Continue,Continue Button,2,object-4,End,
11,1714055692841,25/04/2024 14:34:52,1714059292841,1,25/04/2024 16:34:52,139619,19,task-77zz,,37263588,BLIND,10987777,,complete,,662a651b3677c480d53e2182,computer,Desktop or Laptop,Mac OS 10.15,Firefox 125.0,1440x900,1371x732,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1714055704906,25/04/2024 14:35:04,1714059304906,1,25/04/2024 16:35:04,139619,19,task-77zz,,37263629,BLIND,10987731,,complete,,662a64673e4679be8f795d81,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1714055716315,25/04/2024 14:35:16,1714059316315,1,25/04/2024 16:35:16,139619,19,task-77zz,,37263629,BLIND,10987731,,complete,,662a64673e4679be8f795d81,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,continue,,11418.002,11416.502,11418.002,11418.002,11416.502,11418.002,0,11418.002,0,0,,Click To Continue,Continue Button,2,object-8,End,
3,1714055716318,25/04/2024 14:35:16,1714059316318,1,25/04/2024 16:35:16,139619,19,task-77zz,,37263629,BLIND,10987731,,complete,,662a64673e4679be8f795d81,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,response,Pumpkin Pasties,5583.201999999999,11416.502,11420.901999976159,5583.201999999999,11416.502,11420.901999976159,1,5583.201999999999,5837.699999976159,0,,Dropdown,Dropdown,4,object-10,End,
4,1714055731188,25/04/2024 14:35:31,1714059331188,1,25/04/2024 16:35:31,139619,19,task-77zz,,37263629,BLIND,10987731,,complete,,662a64673e4679be8f795d81,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,continue,,14874.399999976158,14866.5,14874.399999976158,14874.399999976158,14866.5,14874.399999976158,0,14874.399999976158,0,0,,Click To Continue,Continue Button,2,object-14,End,
5,1714055731191,25/04/2024 14:35:31,1714059331191,1,25/04/2024 16:35:31,139619,19,task-77zz,,37263629,BLIND,10987731,,complete,,662a64673e4679be8f795d81,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,response,Nimbus Two Thousand,14050,14866.5,14876.700000047684,14050,14866.5,14876.700000047684,1,14050,826.7000000476837,0,,Dropdown,Attention Check 6,3,object-15,End,
6,1714055741154,25/04/2024 14:35:41,1714059341154,1,25/04/2024 16:35:41,139619,19,task-77zz,,37263629,BLIND,10987731,,complete,,662a64673e4679be8f795d81,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Fich Question,old87p,3,response,You,6433.4000000000015,9966.599999999999,9973.300000071526,6433.4000000000015,9966.599999999999,9973.300000071526,1,6433.4000000000015,3539.900000071524,0,,Single Text Entry,Fich Response,2,object-22,End,
7,1714055746533,25/04/2024 14:35:46,1714059346533,1,25/04/2024 16:35:46,139619,19,task-77zz,,37263629,BLIND,10987731,,complete,,662a64673e4679be8f795d81,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Rusp Question,bed5c4,4,response,N/A,2733.300000000003,5383.300000000003,5386.100000047685,2733.300000000003,5383.300000000003,5386.100000047685,1,2733.300000000003,2652.8000000476823,0,,Single Text Entry,Rusp Response,2,object-27,End,
8,1714055749599,25/04/2024 14:35:49,1714059349599,1,25/04/2024 16:35:49,139619,19,task-77zz,,37263629,BLIND,10987731,,complete,,662a64673e4679be8f795d81,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Woux Question,sjwn2l,5,response,N/A,1299.7999999999956,3066.699999999997,3068.900000071524,1299.7999999999956,3066.699999999997,3068.900000071524,1,1299.7999999999956,1769.1000000715285,0,,Single Text Entry,Woux Response,2,object-33,End,
9,1714055754141,25/04/2024 14:35:54,1714059354141,1,25/04/2024 16:35:54,139619,19,task-77zz,,37263629,BLIND,10987731,,complete,,662a64673e4679be8f795d81,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Zeth Question,1zn881,6,response,I,3099.7000000000044,4533.300000000003,4543.79999997616,3099.7000000000044,4533.300000000003,4543.79999997616,1,3099.7000000000044,1444.0999999761552,0,,Single Text Entry,Zeth Response,2,object-37,End,
10,1714055756809,25/04/2024 14:35:56,1714059356809,1,25/04/2024 16:35:56,139619,19,task-77zz,,37263629,BLIND,10987731,,complete,,662a64673e4679be8f795d81,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Screen 1,otfijt,7,continue,,2678.8000000476823,2666.4000000000015,2678.8000000476823,2678.8000000476823,2666.4000000000015,2678.8000000476823,1,2678.8000000476823,0,0,,Click To Continue,Continue Button,2,object-4,End,
11,1714055756812,25/04/2024 14:35:56,1714059356812,1,25/04/2024 16:35:56,139619,19,task-77zz,,37263629,BLIND,10987731,,complete,,662a64673e4679be8f795d81,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
END OF FILE
