Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
1,1712310098382,05/04/2024 09:41:38,1712313698382,1,05/04/2024 11:41:38,139619,19,task-77zz,,36765749,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1712310106154,05/04/2024 09:41:46,1712313706154,1,05/04/2024 11:41:46,139619,19,task-77zz,,36765749,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,continue,,7781.1700000000465,7774.87,7781.1700000000465,7781.1700000000465,7774.87,7781.1700000000465,0,7781.1700000000465,0,0,,Click To Continue,Continue Button,2,object-8,End,
3,1712310106155,05/04/2024 09:41:46,1712313706155,1,05/04/2024 11:41:46,139619,19,task-77zz,,36765749,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,response,Pumpkin Pasties,4974.87,7774.87,7782.27000000014,4974.87,7774.87,7782.27000000014,1,4974.87,2807.4000000001397,0,,Dropdown,Dropdown,4,object-10,End,
4,1712310119288,05/04/2024 09:41:59,1712313719288,1,05/04/2024 11:41:59,139619,19,task-77zz,,36765749,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,continue,,13141,13133.099999999999,13141,13141,13133.099999999999,13141,0,13141,0,0,,Click To Continue,Continue Button,2,object-14,End,
5,1712310119292,05/04/2024 09:41:59,1712313719292,1,05/04/2024 11:41:59,139619,19,task-77zz,,36765749,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,response,Nimbus Two Thousand,11224.900000000001,13133.099999999999,13141.299999999996,11224.900000000001,13133.099999999999,13141.299999999996,1,11224.900000000001,1916.3999999999942,0,,Dropdown,Attention Check 6,3,object-15,End,
6,1712310131440,05/04/2024 09:42:11,1712313731440,1,05/04/2024 11:42:11,139619,19,task-77zz,,36765749,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Fich Question,old87p,3,response,THEY,9441.5,12158.099999999999,12159.700000000048,9441.5,12158.099999999999,12159.700000000048,1,9441.5,2718.200000000048,0,,Single Text Entry,Fich Response,2,object-22,End,
7,1712310140500,05/04/2024 09:42:20,1712313740500,1,05/04/2024 11:42:20,139619,19,task-77zz,,36765749,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Rusp Question,bed5c4,4,response,WE,3933.300000000003,9058,9061.400000000096,3933.300000000003,9058,9061.400000000096,1,3933.300000000003,5128.100000000093,0,,Single Text Entry,Rusp Response,2,object-27,End,
8,1712310149313,05/04/2024 09:42:29,1712313749313,1,05/04/2024 11:42:29,139619,19,task-77zz,,36765749,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Woux Question,sjwn2l,5,response,THEY,7458.4000000000015,8808.300000000003,8816.5,7458.4000000000015,8808.300000000003,8816.5,1,7458.4000000000015,1358.0999999999985,0,,Single Text Entry,Woux Response,2,object-33,End,
9,1712310160658,05/04/2024 09:42:40,1712313760658,1,05/04/2024 11:42:40,139619,19,task-77zz,,36765749,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Zeth Question,1zn881,6,response,SHE,7841.5999999999985,11349.900000000001,11353.100000000093,7841.5999999999985,11349.900000000001,11353.100000000093,1,7841.5999999999985,3511.5000000000946,0,,Single Text Entry,Zeth Response,2,object-37,End,
10,1712310163534,05/04/2024 09:42:43,1712313763534,1,05/04/2024 11:42:43,139619,19,task-77zz,,36765749,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Screen 1,otfijt,7,continue,,2879.300000000185,2874.7000000000044,2879.300000000185,2879.300000000185,2874.7000000000044,2879.300000000185,1,2879.300000000185,0,0,,Click To Continue,Continue Button,2,object-4,End,
11,1712310163535,05/04/2024 09:42:43,1712313763535,1,05/04/2024 11:42:43,139619,19,task-77zz,,36765749,BLIND,10840097,,complete,,660fc256946e8466dda6f843,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1712310758794,05/04/2024 09:52:38,1712314358794,1,05/04/2024 11:52:38,139619,19,task-77zz,,36765959,BLIND,10840141,,complete,,660fc562501f70f0089a23c6,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x776,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1712310767373,05/04/2024 09:52:47,1712314367373,1,05/04/2024 11:52:47,139619,19,task-77zz,,36765959,BLIND,10840141,,complete,,660fc562501f70f0089a23c6,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x776,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,continue,,8585.780000143051,8576.08,8585.780000143051,8585.780000143051,8576.08,8585.780000143051,0,8585.780000143051,0,0,,Click To Continue,Continue Button,2,object-8,End,
3,1712310767376,05/04/2024 09:52:47,1712314367376,1,05/04/2024 11:52:47,139619,19,task-77zz,,36765959,BLIND,10840141,,complete,,660fc562501f70f0089a23c6,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x776,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,response,Pumpkin Pasties,5278.88,8576.08,8589.880000047684,5278.88,8576.08,8589.880000047684,1,5278.88,3311.000000047684,0,,Dropdown,Dropdown,4,object-10,End,
4,1712310777312,05/04/2024 09:52:57,1712314377312,1,05/04/2024 11:52:57,139619,19,task-77zz,,36765959,BLIND,10840141,,complete,,660fc562501f70f0089a23c6,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x776,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,continue,,9949.1,9942.699999999999,9949.1,9949.1,9942.699999999999,9949.1,0,9949.1,0,0,,Click To Continue,Continue Button,2,object-14,End,
5,1712310777313,05/04/2024 09:52:57,1712314377313,1,05/04/2024 11:52:57,139619,19,task-77zz,,36765959,BLIND,10840141,,complete,,660fc562501f70f0089a23c6,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x776,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,response,Nimbus Two Thousand,8975.9,9942.699999999999,9950.800000047684,8975.9,9942.699999999999,9950.800000047684,1,8975.9,974.9000000476844,0,,Dropdown,Attention Check 6,3,object-15,End,
6,1712310791817,05/04/2024 09:53:11,1712314391817,1,05/04/2024 11:53:11,139619,19,task-77zz,,36765959,BLIND,10840141,,complete,,660fc562501f70f0089a23c6,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x776,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Fich Question,old87p,3,response,Them,4329,14503.900000000001,14512.000000143053,4329,14503.900000000001,14512.000000143053,1,4329,10183.000000143053,0,,Single Text Entry,Fich Response,2,object-22,End,
7,1712310801179,05/04/2024 09:53:21,1712314401179,1,05/04/2024 11:53:21,139619,19,task-77zz,,36765959,BLIND,10840141,,complete,,660fc562501f70f0089a23c6,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x776,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Rusp Question,bed5c4,4,response,Not sure,7543.9000000000015,9359,9369.400000095367,7543.9000000000015,9359,9369.400000095367,1,7543.9000000000015,1825.500000095366,0,,Single Text Entry,Rusp Response,2,object-27,End,
8,1712310808236,05/04/2024 09:53:28,1712314408236,1,05/04/2024 11:53:28,139619,19,task-77zz,,36765959,BLIND,10840141,,complete,,660fc562501f70f0089a23c6,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x776,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Woux Question,sjwn2l,5,response,Us,3897,7061,7067.600000143051,3897,7061,7067.600000143051,1,3897,3170.600000143051,0,,Single Text Entry,Woux Response,2,object-33,End,
9,1712310811623,05/04/2024 09:53:31,1712314411623,1,05/04/2024 11:53:31,139619,19,task-77zz,,36765959,BLIND,10840141,,complete,,660fc562501f70f0089a23c6,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x776,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Zeth Question,1zn881,6,response,Him,1798.4000000000015,3380.5,3393.9000000953674,1798.4000000000015,3380.5,3393.9000000953674,1,1798.4000000000015,1595.500000095366,0,,Single Text Entry,Zeth Response,2,object-37,End,
10,1712310813080,05/04/2024 09:53:33,1712314413080,1,05/04/2024 11:53:33,139619,19,task-77zz,,36765959,BLIND,10840141,,complete,,660fc562501f70f0089a23c6,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x776,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Screen 1,otfijt,7,continue,,1470.2000000476837,1465.4000000000015,1470.2000000476837,1470.2000000476837,1465.4000000000015,1470.2000000476837,1,1470.2000000476837,0,0,,Click To Continue,Continue Button,2,object-4,End,
11,1712310813081,05/04/2024 09:53:33,1712314413081,1,05/04/2024 11:53:33,139619,19,task-77zz,,36765959,BLIND,10840141,,complete,,660fc562501f70f0089a23c6,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x776,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1712312337998,05/04/2024 10:18:57,1712315937998,1,05/04/2024 12:18:57,139619,19,task-77zz,,36766887,BLIND,10840174,,complete,,660fc69586d839a7af97f1ae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x754,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1712312345546,05/04/2024 10:19:05,1712315945546,1,05/04/2024 12:19:05,139619,19,task-77zz,,36766887,BLIND,10840174,,complete,,660fc69586d839a7af97f1ae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x754,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,continue,,7562.0120000119205,7551.912,7562.0120000119205,7562.0120000119205,7551.912,7562.0120000119205,0,7562.0120000119205,0,0,,Click To Continue,Continue Button,2,object-8,End,
3,1712312345547,05/04/2024 10:19:05,1712315945547,1,05/04/2024 12:19:05,139619,19,task-77zz,,36766887,BLIND,10840174,,complete,,660fc69586d839a7af97f1ae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x754,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,response,Pumpkin Pasties,6417.611999999999,7551.912,7563.2119999999995,6417.611999999999,7551.912,7563.2119999999995,1,6417.611999999999,1145.6000000000004,0,,Dropdown,Dropdown,4,object-10,End,
4,1712312360967,05/04/2024 10:19:20,1712315960967,1,05/04/2024 12:19:20,139619,19,task-77zz,,36766887,BLIND,10840174,,complete,,660fc69586d839a7af97f1ae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x754,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,continue,,15431.700000035762,15429,15431.700000035762,15431.700000035762,15429,15431.700000035762,0,15431.700000035762,0,0,,Click To Continue,Continue Button,2,object-14,End,
5,1712312360969,05/04/2024 10:19:20,1712315960969,1,05/04/2024 12:19:20,139619,19,task-77zz,,36766887,BLIND,10840174,,complete,,660fc69586d839a7af97f1ae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x754,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,response,Nimbus Two Thousand,13710.2,15429,15433.700000035762,13710.2,15429,15433.700000035762,1,13710.2,1723.5000000357613,0,,Dropdown,Attention Check 6,3,object-15,End,
6,1712312376593,05/04/2024 10:19:36,1712315976593,1,05/04/2024 12:19:36,139619,19,task-77zz,,36766887,BLIND,10840174,,complete,,660fc69586d839a7af97f1ae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x754,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Fich Question,old87p,3,response,THEY/WE,13067.100000000002,15614.8,15628.500000047683,13067.100000000002,15614.8,15628.500000047683,1,13067.100000000002,2561.400000047681,0,,Single Text Entry,Fich Response,2,object-22,End,
7,1712312386269,05/04/2024 10:19:46,1712315986269,1,05/04/2024 12:19:46,139619,19,task-77zz,,36766887,BLIND,10840174,,complete,,660fc69586d839a7af97f1ae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x754,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Rusp Question,bed5c4,4,response,US,9001,9669.900000000001,9689,9001,9669.900000000001,9689,1,9001,688,0,,Single Text Entry,Rusp Response,2,object-27,End,
8,1712312389590,05/04/2024 10:19:49,1712315989590,1,05/04/2024 12:19:49,139619,19,task-77zz,,36766887,BLIND,10840174,,complete,,660fc69586d839a7af97f1ae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x754,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Woux Question,sjwn2l,5,response,THEY,2192,3321.4000000000015,3338.0000000000073,2192,3321.4000000000015,3338.0000000000073,1,2192,1146.0000000000073,0,,Single Text Entry,Woux Response,2,object-33,End,
9,1712312392666,05/04/2024 10:19:52,1712315992666,1,05/04/2024 12:19:52,139619,19,task-77zz,,36766887,BLIND,10840174,,complete,,660fc69586d839a7af97f1ae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x754,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Zeth Question,1zn881,6,response,WE,2311.399999999994,3081.699999999997,3094.300000023839,2311.399999999994,3081.699999999997,3094.300000023839,1,2311.399999999994,782.9000000238448,0,,Single Text Entry,Zeth Response,2,object-37,End,
10,1712312395294,05/04/2024 10:19:55,1712315995294,1,05/04/2024 12:19:55,139619,19,task-77zz,,36766887,BLIND,10840174,,complete,,660fc69586d839a7af97f1ae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x754,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Screen 1,otfijt,7,continue,,2641.300000011921,2629,2641.300000011921,2641.300000011921,2629,2641.300000011921,1,2641.300000011921,0,0,,Click To Continue,Continue Button,2,object-4,End,
11,1712312395295,05/04/2024 10:19:55,1712315995295,1,05/04/2024 12:19:55,139619,19,task-77zz,,36766887,BLIND,10840174,,complete,,660fc69586d839a7af97f1ae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x754,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1712311448204,05/04/2024 10:04:08,1712315048204,1,05/04/2024 12:04:08,139619,19,task-77zz,,36766402,BLIND,10840296,,complete,,660fc9fab0774fce974a386d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1504x1003,1504x834,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1712311453404,05/04/2024 10:04:13,1712315053404,1,05/04/2024 12:04:13,139619,19,task-77zz,,36766402,BLIND,10840296,,complete,,660fc9fab0774fce974a386d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1504x1003,1504x834,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,continue,,5237.08,5233.28,5237.08,5237.08,5233.28,5237.08,0,5237.08,0,0,,Click To Continue,Continue Button,2,object-8,End,
3,1712311453405,05/04/2024 10:04:13,1712315053405,1,05/04/2024 12:04:13,139619,19,task-77zz,,36766402,BLIND,10840296,,complete,,660fc9fab0774fce974a386d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1504x1003,1504x834,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,response,Pumpkin Pasties,4550.08,5233.28,5239.08,4550.08,5233.28,5239.08,1,4550.08,689,0,,Dropdown,Dropdown,4,object-10,End,
4,1712311461667,05/04/2024 10:04:21,1712315061667,1,05/04/2024 12:04:21,139619,19,task-77zz,,36766402,BLIND,10840296,,complete,,660fc9fab0774fce974a386d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1504x1003,1504x834,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,continue,,8266.600000000002,8249.900000000001,8266.600000000002,8266.600000000002,8249.900000000001,8266.600000000002,0,8266.600000000002,0,0,,Click To Continue,Continue Button,2,object-14,End,
5,1712311461672,05/04/2024 10:04:21,1712315061672,1,05/04/2024 12:04:21,139619,19,task-77zz,,36766402,BLIND,10840296,,complete,,660fc9fab0774fce974a386d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1504x1003,1504x834,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,response,Nimbus Two Thousand,7649.900000000001,8249.900000000001,8266.600000000002,7649.900000000001,8249.900000000001,8266.600000000002,1,7649.900000000001,616.7000000000016,0,,Dropdown,Attention Check 6,3,object-15,End,
6,1712311468660,05/04/2024 10:04:28,1712315068660,1,05/04/2024 12:04:28,139619,19,task-77zz,,36766402,BLIND,10840296,,complete,,660fc9fab0774fce974a386d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1504x1003,1504x834,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Fich Question,old87p,3,response,US,5099.9,7000.199999999999,7010.80000000596,5099.9,7000.199999999999,7010.80000000596,1,5099.9,1910.9000000059605,0,,Single Text Entry,Fich Response,2,object-22,End,
7,1712311472287,05/04/2024 10:04:32,1712315072287,1,05/04/2024 12:04:32,139619,19,task-77zz,,36766402,BLIND,10840296,,complete,,660fc9fab0774fce974a386d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1504x1003,1504x834,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Rusp Question,bed5c4,4,response,them,1983.2999999999993,3633,3638.0000000119217,1983.2999999999993,3633,3638.0000000119217,1,1983.2999999999993,1654.7000000119224,0,,Single Text Entry,Rusp Response,2,object-27,End,
8,1712311474559,05/04/2024 10:04:34,1712315074559,1,05/04/2024 12:04:34,139619,19,task-77zz,,36766402,BLIND,10840296,,complete,,660fc9fab0774fce974a386d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1504x1003,1504x834,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Woux Question,sjwn2l,5,response,,2276.400000017882,2266.7000000000007,2276.400000017882,2276.400000017882,2266.7000000000007,2276.400000017882,1,2276.400000017882,0,0,,Single Text Entry,Woux Response,2,object-33,End,
9,1712311476297,05/04/2024 10:04:36,1712315076297,1,05/04/2024 12:04:36,139619,19,task-77zz,,36766402,BLIND,10840296,,complete,,660fc9fab0774fce974a386d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1504x1003,1504x834,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Zeth Question,1zn881,6,response,,1747.800000011921,1733.2999999999993,1747.800000011921,1747.800000011921,1733.2999999999993,1747.800000011921,1,1747.800000011921,0,0,,Single Text Entry,Zeth Response,2,object-37,End,
10,1712311477874,05/04/2024 10:04:37,1712315077874,1,05/04/2024 12:04:37,139619,19,task-77zz,,36766402,BLIND,10840296,,complete,,660fc9fab0774fce974a386d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1504x1003,1504x834,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Screen 1,otfijt,7,continue,,1591.8000000238426,1583.2999999999993,1591.8000000238426,1591.8000000238426,1583.2999999999993,1591.8000000238426,1,1591.8000000238426,0,0,,Click To Continue,Continue Button,2,object-4,End,
11,1712311477876,05/04/2024 10:04:37,1712315077876,1,05/04/2024 12:04:37,139619,19,task-77zz,,36766402,BLIND,10840296,,complete,,660fc9fab0774fce974a386d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1504x1003,1504x834,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1712311642040,05/04/2024 10:07:22,1712315242040,1,05/04/2024 12:07:22,139619,19,task-77zz,,36766508,BLIND,10840340,,complete,,660fcae292013699d6dc05b5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1680x1050,1680x970,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1712311646672,05/04/2024 10:07:26,1712315246672,1,05/04/2024 12:07:26,139619,19,task-77zz,,36766508,BLIND,10840340,,complete,,660fcae292013699d6dc05b5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1680x1050,1680x970,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,continue,,5666,5656,5666,5666,5656,5666,0,5666,0,0,,Click To Continue,Continue Button,2,object-8,End,
3,1712311646673,05/04/2024 10:07:26,1712315246673,1,05/04/2024 12:07:26,139619,19,task-77zz,,36766508,BLIND,10840340,,complete,,660fcae292013699d6dc05b5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1680x1050,1680x970,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 7,4j4xks,1,response,Pumpkin Pasties,5223,5656,5668,5223,5656,5668,1,5223,445,0,,Dropdown,Dropdown,4,object-10,End,
4,1712311653478,05/04/2024 10:07:33,1712315253478,1,05/04/2024 12:07:33,139619,19,task-77zz,,36766508,BLIND,10840340,,complete,,660fcae292013699d6dc05b5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1680x1050,1680x970,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,continue,,6817,6801,6817,6817,6801,6817,0,6817,0,0,,Click To Continue,Continue Button,2,object-14,End,
5,1712311653481,05/04/2024 10:07:33,1712315253481,1,05/04/2024 12:07:33,139619,19,task-77zz,,36766508,BLIND,10840340,,complete,,660fcae292013699d6dc05b5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1680x1050,1680x970,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Attention Check 8,hervnh,2,response,Nimbus Two Thousand,6233,6801,6820,6233,6801,6820,1,6233,587,0,,Dropdown,Attention Check 6,3,object-15,End,
6,1712311662573,05/04/2024 10:07:42,1712315262573,1,05/04/2024 12:07:42,139619,19,task-77zz,,36766508,BLIND,10840340,,complete,,660fcae292013699d6dc05b5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1680x1050,1680x970,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Fich Question,old87p,3,response,No idea,4399,9099,9110,4399,9099,9110,1,4399,4711,0,,Single Text Entry,Fich Response,2,object-22,End,
7,1712311665939,05/04/2024 10:07:45,1712315265939,1,05/04/2024 12:07:45,139619,19,task-77zz,,36766508,BLIND,10840340,,complete,,660fcae292013699d6dc05b5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1680x1050,1680x970,,,0,End Screen,10,,,1i-3,,,Pass,,Spreadsheet1,Spreadsheet1,1,End,Rusp Question,bed5c4,4,response,No idea,1800,3366,3378,1800,3366,3378,1,1800,1578,0,,Single Text Entry,Rusp Response,2,object-27,End,
