Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-mams,branch-6r1e,randomiser-y4s2,branch-lrzc,branch-3gc6,branch-qx2b,branch-zqfd,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: Condition,Spreadsheet: _,Spreadsheet: Trial,Spreadsheet: C-T,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Ask,Spreadsheet: .png,Spreadsheet: Question,Spreadsheet: Pronoun,Spreadsheet: Aux,Spreadsheet: Port,Spreadsheet: Starboard,Spreadsheet: Blot,Spreadsheet: Correct,Spreadsheet: Incorrect,Spreadsheet: ,Spreadsheet: Y,Spreadsheet: N,Spreadsheet: L,Spreadsheet: R,Manipulation: Spreadsheet,Store: correct,Store: total
12,1702984984303,19/12/2023 11:23:04,1702984984303,0,19/12/2023 11:23:04,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,10,Testing02,Testing,hvzr65,1,response,32_QWC_BLOT_WUNG.png,2891.899999988076,2888.899999999994,2891.899999988076,2891.899999988076,2888.899999999994,2891.899999988076,0,2891.899999988076,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,33,1e-2_33,3,Testing02,32_QWC,ASK,.png,32_QWC_ASK.png,BLOT,WUNG,32_QWC_BLOT_WUNG.png,32_QWC_BLOT_WAN.png,BLOT,32_QWC_BLOT_WAN.png,32_QWC_BLOT_WUNG.png,,,,WUNG,WAN,,23,28
13,1702984988414,19/12/2023 11:23:08,1702984988414,0,19/12/2023 11:23:08,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,11,Testing02,Testing,hvzr65,1,response,27_BESTSELLER_BLOT_WIM.png,4113.800000000003,4111.300000000003,4113.800000000003,4113.800000000003,4111.300000000003,4113.800000000003,0,4113.800000000003,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,35,1e-2_35,3,Testing02,27_BESTSELLER,ASK,.png,27_BESTSELLER_ASK.png,BLOT,WIM,27_BESTSELLER_BLOT_WIM.png,27_BESTSELLER_BLOT_WAN.png,BLOT,27_BESTSELLER_BLOT_WAN.png,27_BESTSELLER_BLOT_WIM.png,,WAN,WIM,WIM,WAN,,23,29
14,1702984992167,19/12/2023 11:23:12,1702984992167,0,19/12/2023 11:23:12,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,12,Testing02,Testing,hvzr65,1,response,19_BURYVOLDY_BLOT_WUNG.png,3755.699999988079,3750.100000000006,3755.699999988079,3755.699999988079,3750.100000000006,3755.699999988079,1,3755.699999988079,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,34,1e-2_34,3,Testing02,19_BURYVOLDY,ASK,.png,19_BURYVOLDY_ASK.png,BLOT,WUNG,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WAN.png,BLOT,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WAN.png,,,,WUNG,WAN,,24,30
15,1702984999245,19/12/2023 11:23:19,1702984999245,0,19/12/2023 11:23:19,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,13,Testing02,Testing,hvzr65,1,response,11_RONWAND_BLOT_WAN.png,7083.300000000003,7076.5,7083.300000000003,7083.300000000003,7076.5,7083.300000000003,1,7083.300000000003,0,0,,Click Response,RightOption,3,object-86,1e-2,_,37,1e-2_37,4,Testing02,11_RONWAND,ASK,.png,11_RONWAND_ASK.png,BLOT,WIM,11_RONWAND_BLOT_WIM.png,11_RONWAND_BLOT_WAN.png,BLOT,11_RONWAND_BLOT_WAN.png,11_RONWAND_BLOT_WIM.png,,WAN,WUNG,WIM,WAN,,25,31
16,1702985001233,19/12/2023 11:23:21,1702985001233,0,19/12/2023 11:23:21,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,14,Testing02,Testing,hvzr65,1,response,42_ENGLAND_BLOT_WAN.png,1995.0999999880733,1993.199999999997,1995.0999999880733,1995.0999999880733,1993.199999999997,1995.0999999880733,0,1995.0999999880733,0,0,,Click Response,RightOption,3,object-86,1e-2,_,40,1e-2_40,4,Testing02,42_ENGLAND,ASK,.png,42_ENGLAND_ASK.png,BLOT,WIM,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WAN.png,BLOT,42_ENGLAND_BLOT_WIM.png,42_ENGLAND_BLOT_WAN.png,,WUNG,WAN,WIM,WAN,,25,32
17,1702985003746,19/12/2023 11:23:23,1702985003746,0,19/12/2023 11:23:23,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,15,Testing02,Testing,hvzr65,1,response,33_ROR_BLOT_WUNG.png,2515.000000011918,2513.899999999994,2515.000000011918,2515.000000011918,2513.899999999994,2515.000000011918,1,2515.000000011918,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,38,1e-2_38,4,Testing02,33_ROR,ASK,.png,33_ROR_ASK.png,BLOT,WUNG,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WIM.png,BLOT,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WIM.png,,WIM,WAN,WUNG,WIM,,26,33
18,1702985006939,19/12/2023 11:23:26,1702985006939,0,19/12/2023 11:23:26,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,16,Testing02,Testing,hvzr65,1,response,06_MOM_BLOT_WUNG.png,3194.199999976161,3187.600000000006,3194.199999976161,3194.199999976161,3187.600000000006,3194.199999976161,0,3194.199999976161,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,39,1e-2_39,4,Testing02,06_MOM,ASK,.png,06_MOM_ASK.png,BLOT,WUNG,06_MOM_BLOT_WUNG.png,06_MOM_BLOT_WAN.png,BLOT,06_MOM_BLOT_WAN.png,06_MOM_BLOT_WUNG.png,,WAN,WUNG,WUNG,WAN,,26,34
19,1702985008751,19/12/2023 11:23:28,1702985008751,0,19/12/2023 11:23:28,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,17,Testing02,Testing,hvzr65,1,response,21_TEACHHOG_BLOT_WIM.png,1818.3999999880762,1812.5999999999913,1818.3999999880762,1818.3999999880762,1812.5999999999913,1818.3999999880762,1,1818.3999999880762,0,0,,Click Response,RightOption,3,object-86,1e-2,_,44,1e-2_44,5,Testing02,21_TEACHHOG,ASK,.png,21_TEACHHOG_ASK.png,BLOT,WUNG,21_TEACHHOG_BLOT_WUNG.png,21_TEACHHOG_BLOT_WIM.png,BLOT,21_TEACHHOG_BLOT_WIM.png,21_TEACHHOG_BLOT_WUNG.png,,,,WUNG,WIM,,27,35
20,1702985014224,19/12/2023 11:23:34,1702985014224,0,19/12/2023 11:23:34,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,18,Testing02,Testing,hvzr65,1,response,41_PIXIE_BLOT_WAN.png,5478.999999976164,5472.400000000009,5478.999999976164,5478.999999976164,5472.400000000009,5478.999999976164,1,5478.999999976164,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,43,1e-2_43,5,Testing02,41_PIXIE,ASK,.png,41_PIXIE_ASK.png,BLOT,WAN,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WIM.png,BLOT,41_PIXIE_BLOT_WAN.png,41_PIXIE_BLOT_WIM.png,,,,WAN,WIM,,28,36
21,1702985016987,19/12/2023 11:23:36,1702985016987,0,19/12/2023 11:23:36,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,19,Testing02,Testing,hvzr65,1,response,05_AUROR_BLOT_WAN.png,2769.500000011918,2763.899999999994,2769.500000011918,2769.500000011918,2763.899999999994,2769.500000011918,0,2769.500000011918,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,42,1e-2_42,5,Testing02,05_AUROR,ASK,.png,05_AUROR_ASK.png,BLOT,WAN,05_AUROR_BLOT_WAN.png,05_AUROR_BLOT_WUNG.png,BLOT,05_AUROR_BLOT_WUNG.png,05_AUROR_BLOT_WAN.png,,WIM,WUNG,WAN,WUNG,,28,37
22,1702985018927,19/12/2023 11:23:38,1702985018927,0,19/12/2023 11:23:38,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,20,Testing02,Testing,hvzr65,1,response,25_PROSECUTE_BLOT_WUNG.png,1945.3999999642401,1944.6000000000058,1945.3999999642401,1945.3999999642401,1944.6000000000058,1945.3999999642401,0,1945.3999999642401,0,0,,Click Response,RightOption,3,object-86,1e-2,_,41,1e-2_41,5,Testing02,25_PROSECUTE,ASK,.png,25_PROSECUTE_ASK.png,BLOT,WAN,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WUNG.png,BLOT,25_PROSECUTE_BLOT_WAN.png,25_PROSECUTE_BLOT_WUNG.png,,WAN,WIM,WAN,WUNG,,28,38
23,1702985020282,19/12/2023 11:23:40,1702985020282,0,19/12/2023 11:23:40,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,21,Testing02,Testing,hvzr65,1,response,39_STOPHAGRID_BLOT_WAN.png,1356.0999999761552,1354.199999999997,1356.0999999761552,1356.0999999761552,1354.199999999997,1356.0999999761552,1,1356.0999999761552,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,45,1e-2_45,6,Testing02,39_STOPHAGRID,ASK,.png,39_STOPHAGRID_ASK.png,BLOT,WAN,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WIM.png,BLOT,39_STOPHAGRID_BLOT_WAN.png,39_STOPHAGRID_BLOT_WIM.png,,,,WAN,WIM,,29,39
24,1702985023294,19/12/2023 11:23:43,1702985023294,0,19/12/2023 11:23:43,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,22,Testing02,Testing,hvzr65,1,response,26_ERISED_BLOT_WIM.png,3013.699999988079,3007,3013.699999988079,3013.699999988079,3007,3013.699999988079,0,3013.699999988079,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,46,1e-2_46,6,Testing02,26_ERISED,ASK,.png,26_ERISED_ASK.png,BLOT,WIM,26_ERISED_BLOT_WIM.png,26_ERISED_BLOT_WUNG.png,BLOT,26_ERISED_BLOT_WUNG.png,26_ERISED_BLOT_WIM.png,,,,WIM,WUNG,,29,40
25,1702985025718,19/12/2023 11:23:45,1702985025718,0,19/12/2023 11:23:45,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,23,Testing02,Testing,hvzr65,1,response,07_AZKABAN_BLOT_WAN.png,2430.899999976158,2430.600000000006,2430.899999976158,2430.899999976158,2430.600000000006,2430.899999976158,0,2430.899999976158,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,48,1e-2_48,6,Testing02,07_AZKABAN,ASK,.png,07_AZKABAN_ASK.png,BLOT,WAN,07_AZKABAN_BLOT_WAN.png,07_AZKABAN_BLOT_WIM.png,BLOT,07_AZKABAN_BLOT_WIM.png,07_AZKABAN_BLOT_WAN.png,,,,WAN,WIM,,29,41
26,1702985028798,19/12/2023 11:23:48,1702985028798,0,19/12/2023 11:23:48,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,24,Testing02,Testing,hvzr65,1,response,20_PULLSWORD_BLOT_WUNG.png,3080.0999999880733,3076.5,3080.0999999880733,3080.0999999880733,3076.5,3080.0999999880733,0,3080.0999999880733,0,0,,Click Response,RightOption,3,object-86,1e-2,_,47,1e-2_47,6,Testing02,20_PULLSWORD,ASK,.png,20_PULLSWORD_ASK.png,BLOT,WAN,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WUNG.png,BLOT,20_PULLSWORD_BLOT_WAN.png,20_PULLSWORD_BLOT_WUNG.png,,,,WAN,WUNG,,29,42
27,1702985034518,19/12/2023 11:23:54,1702985034518,0,19/12/2023 11:23:54,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,25,Testing02,Testing,hvzr65,1,response,35_PROPHET_BLOT_WIM.png,5723.599999988073,5722.399999999994,5723.599999988073,5723.599999988073,5722.399999999994,5723.599999988073,1,5723.599999988073,0,0,,Click Response,RightOption,3,object-86,1e-2,_,52,1e-2_52,7,Testing02,35_PROPHET,ASK,.png,35_PROPHET_ASK.png,BLOT,WAN,35_PROPHET_BLOT_WAN.png,35_PROPHET_BLOT_WIM.png,BLOT,35_PROPHET_BLOT_WIM.png,35_PROPHET_BLOT_WAN.png,,,,WAN,WIM,,30,43
28,1702985036806,19/12/2023 11:23:56,1702985036806,0,19/12/2023 11:23:56,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,26,Testing02,Testing,hvzr65,1,response,04_WHEEZES_BLOT_WAN.png,2289.399999976158,2284.699999999997,2289.399999976158,2289.399999976158,2284.699999999997,2289.399999976158,1,2289.399999976158,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,49,1e-2_49,7,Testing02,04_WHEEZES,ASK,.png,04_WHEEZES_ASK.png,BLOT,WAN,04_WHEEZES_BLOT_WAN.png,04_WHEEZES_BLOT_WIM.png,BLOT,04_WHEEZES_BLOT_WAN.png,04_WHEEZES_BLOT_WIM.png,,,,WAN,WIM,,31,44
29,1702985039432,19/12/2023 11:23:59,1702985039432,0,19/12/2023 11:23:59,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,27,Testing02,Testing,hvzr65,1,response,40_BURYSNAPE_BLOT_WUNG.png,2630.600000011924,2625.199999999997,2630.600000011924,2630.600000011924,2625.199999999997,2630.600000011924,1,2630.600000011924,0,0,,Click Response,RightOption,3,object-86,1e-2,_,50,1e-2_50,7,Testing02,40_BURYSNAPE,ASK,.png,40_BURYSNAPE_ASK.png,BLOT,WIM,40_BURYSNAPE_BLOT_WIM.png,40_BURYSNAPE_BLOT_WUNG.png,BLOT,40_BURYSNAPE_BLOT_WUNG.png,40_BURYSNAPE_BLOT_WIM.png,,,,WIM,WUNG,,32,45
30,1702985040841,19/12/2023 11:24:00,1702985040841,0,19/12/2023 11:24:00,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,28,Testing02,Testing,hvzr65,1,response,13_QUIBBLER_BLOT_WAN.png,1414.4000000119267,1409.7000000000116,1414.4000000119267,1414.4000000119267,1409.7000000000116,1414.4000000119267,1,1414.4000000119267,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,51,1e-2_51,7,Testing02,13_QUIBBLER,ASK,.png,13_QUIBBLER_ASK.png,BLOT,WAN,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WUNG.png,BLOT,13_QUIBBLER_BLOT_WAN.png,13_QUIBBLER_BLOT_WUNG.png,,,,WAN,WUNG,,33,46
31,1702985043313,19/12/2023 11:24:03,1702985043313,0,19/12/2023 11:24:03,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,29,Testing02,Testing,hvzr65,1,response,12_SKEETER_BLOT_WUNG.png,2476.700000011915,2472.2999999999884,2476.700000011915,2476.700000011915,2472.2999999999884,2476.700000011915,1,2476.700000011915,0,0,,Click Response,RightOption,3,object-86,1e-2,_,54,1e-2_54,8,Testing02,12_SKEETER,ASK,.png,12_SKEETER_ASK.png,BLOT,WAN,12_SKEETER_BLOT_WAN.png,12_SKEETER_BLOT_WUNG.png,BLOT,12_SKEETER_BLOT_WUNG.png,12_SKEETER_BLOT_WAN.png,,,,WAN,WUNG,,34,47
32,1702985047299,19/12/2023 11:24:07,1702985047299,0,19/12/2023 11:24:07,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,30,Testing02,Testing,hvzr65,1,response,34_FANLETTERS_BLOT_WIM.png,3991.4000000119267,3986.2000000000116,3991.4000000119267,3991.4000000119267,3986.2000000000116,3991.4000000119267,0,3991.4000000119267,0,0,,Click Response,RightOption,3,object-86,1e-2,_,55,1e-2_55,8,Testing02,34_FANLETTERS,ASK,.png,34_FANLETTERS_ASK.png,BLOT,WAN,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WIM.png,BLOT,34_FANLETTERS_BLOT_WAN.png,34_FANLETTERS_BLOT_WIM.png,,,,WAN,WIM,,34,48
33,1702985049928,19/12/2023 11:24:09,1702985049928,0,19/12/2023 11:24:09,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,31,Testing02,Testing,hvzr65,1,response,28_GALLEONS_BLOT_WIM.png,2633.4999999642314,2632,2633.4999999642314,2633.4999999642314,2632,2633.4999999642314,1,2633.4999999642314,0,0,,Click Response,RightOption,3,object-86,1e-2,_,56,1e-2_56,8,Testing02,28_GALLEONS,ASK,.png,28_GALLEONS_ASK.png,BLOT,WUNG,28_GALLEONS_BLOT_WUNG.png,28_GALLEONS_BLOT_WIM.png,BLOT,28_GALLEONS_BLOT_WIM.png,28_GALLEONS_BLOT_WUNG.png,,,,WUNG,WIM,,35,49
34,1702985051289,19/12/2023 11:24:11,1702985051289,0,19/12/2023 11:24:11,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,32,Testing02,Testing,hvzr65,1,response,18_LIVEGODRIC_BLOT_WAN.png,1362.9999999642314,1361.1999999999825,1362.9999999642314,1362.9999999642314,1361.1999999999825,1362.9999999642314,1,1362.9999999642314,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,53,1e-2_53,8,Testing02,18_LIVEGODRIC,ASK,.png,18_LIVEGODRIC_ASK.png,BLOT,WAN,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WUNG.png,BLOT,18_LIVEGODRIC_BLOT_WAN.png,18_LIVEGODRIC_BLOT_WUNG.png,,,,WAN,WUNG,,36,50
35,1702985053829,19/12/2023 11:24:13,1702985053829,0,19/12/2023 11:24:13,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,33,Testing02,Testing,hvzr65,1,response,19_BURYVOLDY_BLOT_WUNG.png,2542.0000000119326,2541.7000000000116,2542.0000000119326,2542.0000000119326,2541.7000000000116,2542.0000000119326,1,2542.0000000119326,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,58,1e-2_58,9,Testing02,19_BURYVOLDY,ASK,.png,19_BURYVOLDY_ASK.png,BLOT,WUNG,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WIM.png,BLOT,19_BURYVOLDY_BLOT_WUNG.png,19_BURYVOLDY_BLOT_WIM.png,,,,WUNG,WIM,,37,51
36,1702985057095,19/12/2023 11:24:17,1702985057095,0,19/12/2023 11:24:17,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,34,Testing02,Testing,hvzr65,1,response,14_MUNGOS_BLOT_WAN.png,3266.099999964237,3264,3266.099999964237,3266.099999964237,3264,3266.099999964237,0,3266.099999964237,0,0,,Click Response,RightOption,3,object-86,1e-2,_,60,1e-2_60,9,Testing02,14_MUNGOS,ASK,.png,14_MUNGOS_ASK.png,BLOT,WIM,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WAN.png,BLOT,14_MUNGOS_BLOT_WIM.png,14_MUNGOS_BLOT_WAN.png,,,,WIM,WAN,,37,52
37,1702985065767,19/12/2023 11:24:25,1702985065767,0,19/12/2023 11:24:25,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,35,Testing02,Testing,hvzr65,1,response,32_QWC_BLOT_WAN.png,8674.399999976158,8673.899999999994,8674.399999976158,8674.399999976158,8673.899999999994,8674.399999976158,1,8674.399999976158,0,0,,Click Response,RightOption,3,object-86,1e-2,_,57,1e-2_57,9,Testing02,32_QWC,ASK,.png,32_QWC_ASK.png,BLOT,WIM,32_QWC_BLOT_WIM.png,32_QWC_BLOT_WAN.png,BLOT,32_QWC_BLOT_WAN.png,32_QWC_BLOT_WIM.png,,,,WIM,WAN,,38,53
38,1702985072204,19/12/2023 11:24:32,1702985072204,0,19/12/2023 11:24:32,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,36,Testing02,Testing,hvzr65,1,response,27_BESTSELLER_BLOT_WUNG.png,6437.499999976164,6430.700000000012,6437.499999976164,6437.499999976164,6430.700000000012,6437.499999976164,0,6437.499999976164,0,0,,Click Response,LeftOption,4,object-112,1e-2,_,59,1e-2_59,9,Testing02,27_BESTSELLER,ASK,.png,27_BESTSELLER_ASK.png,BLOT,WUNG,27_BESTSELLER_BLOT_WUNG.png,27_BESTSELLER_BLOT_WAN.png,BLOT,27_BESTSELLER_BLOT_WAN.png,27_BESTSELLER_BLOT_WUNG.png,,,,WUNG,WAN,,38,54
39,1702985073911,19/12/2023 11:24:33,1702985073911,0,19/12/2023 11:24:33,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,37,Testing02,Testing,hvzr65,1,response,06_MOM_BLOT_WAN.png,1713.5999999880733,1708.3999999999942,1713.5999999880733,1713.5999999880733,1708.3999999999942,1713.5999999880733,1,1713.5999999880733,0,0,,Click Response,RightOption,3,object-86,1e-2,_,63,1e-2_63,10,Testing02,06_MOM,ASK,.png,06_MOM_ASK.png,BLOT,WIM,06_MOM_BLOT_WIM.png,06_MOM_BLOT_WAN.png,BLOT,06_MOM_BLOT_WAN.png,06_MOM_BLOT_WIM.png,,,,WIM,WAN,,39,55
40,1702985078863,19/12/2023 11:24:38,1702985078863,0,19/12/2023 11:24:38,157165,2,task-98zo,,33777718,BLIND,9991303,,complete,,658177fe88b58e5024ee4285,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x953,,,0,1e-2 B Testing,4,,Pass,1e-2,,,,,1e-2 B Testing,38,Testing02,Testing,hvzr65,1,response,33_ROR_BLOT_WAN.png,4957.399999976158,4951.5,4957.399999976158,4957.399999976158,4951.5,4957.399999976158,0,4957.399999976158,0,0,,Click Response,RightOption,3,object-86,1e-2,_,62,1e-2_62,10,Testing02,33_ROR,ASK,.png,33_ROR_ASK.png,BLOT,WUNG,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WAN.png,BLOT,33_ROR_BLOT_WUNG.png,33_ROR_BLOT_WAN.png,,,,WUNG,WAN,,39,56
